Family,TAXON,European category,European criteria,"EU 27
regional category",EU 27 regional criteria,Endemic to Europe,Endemic to EU 27
Andrenidae,Andrena abbreviata,LC,,LC,,,
Andrenidae,Andrena aberrans,VU,B2ab(iii),VU,B2ab(iii),,
Andrenidae,Andrena abjecta,DD,,DD,,,
Andrenidae,Andrena abrupta,LC,,LC,,,
Andrenidae,Andrena acerba,DD,,DD,,,
Andrenidae,Andrena aciculata,DD,,DD,,,
Andrenidae,Andrena acuta,LC,,LC,,Yes,Yes
Andrenidae,Andrena aegyptiaca,LC,,LC,,,
Andrenidae,Andrena aegypticola,NT,B2b(iii),NT,B2b(iii),,
Andrenidae,Andrena aeneiventris,LC,,LC,,,
Andrenidae,Andrena aerinifrons,LC,,LC,,,
Andrenidae,Andrena afrensis,LC,,LC,,Yes,
Andrenidae,Andrena afzeliella,LC,,LC,,,
Andrenidae,Andrena agilissima,LC,,LC,,,
Andrenidae,Andrena agnata,DD,,DD,,,
Andrenidae,Andrena albopunctata,LC,,LC,,,
Andrenidae,Andrena alfkenella,LC,,LC,,,
Andrenidae,Andrena alfkenelloides,LC,,LC,,,
Andrenidae,Andrena allosa,NT,B2b(iii),NT,B2b(iii),Yes,
Andrenidae,Andrena alluaudi,LC,,LC,,,
Andrenidae,Andrena alma,LC,,LC,,Yes,Yes
Andrenidae,Andrena alutacea,LC,,LC,,,
Andrenidae,Andrena amieti,LC,,LC,,,
Andrenidae,Andrena ampla,LC,,LC,,,
Andrenidae,Andrena anatolica,LC,,LC,,,
Andrenidae,Andrena angustior,LC,,LC,,Yes,
Andrenidae,Andrena anthrisci,LC,,LC,,Yes,
Andrenidae,Andrena antigana,LC,,LC,,,
Andrenidae,Andrena antonellae,DD,,DD,,Yes,Yes
Andrenidae,Andrena apicata,LC,,LC,,,
Andrenidae,Andrena apiformis,DD,,DD,,,
Andrenidae,Andrena argentata,LC,,LC,,,
Andrenidae,Andrena asiatica,NA,,NA,,,
Andrenidae,Andrena asperrima,LC,,LC,,,
Andrenidae,Andrena asperula,DD,,,,,
Andrenidae,Andrena assimilis,LC,,LC,,,
Andrenidae,Andrena astica,LC,,LC,,,
Andrenidae,Andrena athenensis,LC,,LC,,,
Andrenidae,Andrena atrata,DD,,DD,,,
Andrenidae,Andrena atrotegularis,DD,,DD,,,
Andrenidae,Andrena avara,DD,,DD,,,
Andrenidae,Andrena baetica,LC,,LC,,Yes,Yes
Andrenidae,Andrena barbareae,LC,,LC,,,
Andrenidae,Andrena barbilabris,LC,,LC,,,
Andrenidae,Andrena batava,LC,,LC,,Yes,
Andrenidae,Andrena bayona,LC,,LC,,Yes,Yes
Andrenidae,Andrena bellidis,LC,,LC,,,
Andrenidae,Andrena benoisti,LC,,LC,,Yes,Yes
Andrenidae,Andrena biarmica,DD,,DD,,,
Andrenidae,Andrena bicolor,LC,,LC,,,
Andrenidae,Andrena bicolorata,LC,,LC,,,
Andrenidae,Andrena biguttata,LC,,LC,,,
Andrenidae,Andrena bimaculata,LC,,LC,,,
Andrenidae,Andrena binominata,LC,,LC,,,
Andrenidae,Andrena bisulcata,LC,,LC,,,
Andrenidae,Andrena blanda,LC,,LC,,,
Andrenidae,Andrena boyerella,CR,D,CR,D,,
Andrenidae,Andrena braunsiana,DD,,DD,,,
Andrenidae,Andrena brumanensis,LC,,LC,,,
Andrenidae,Andrena bucephala,LC,,LC,,Yes,
Andrenidae,Andrena caneae,LC,,LC,,,
Andrenidae,Andrena canohirta,LC,,LC,,,
Andrenidae,Andrena cantiaca,DD,,DD,,,
Andrenidae,Andrena capillosa,DD,,,,,
Andrenidae,Andrena caprimulga,DD,,,,,
Andrenidae,Andrena catula,LC,,LC,,Yes,Yes
Andrenidae,Andrena cervina,LC,,LC,,,
Andrenidae,Andrena chaetogastra,CR,D,CR,D,Yes,Yes
Andrenidae,Andrena chalcogastra,NT,B1ab(iii)+2ab(iii),NT,B1ab(iii)+2ab(iii),Yes,Yes
Andrenidae,Andrena chelma,CR,D,CR,D,Yes,Yes
Andrenidae,Andrena chersona,EN,"B2ab(ii,iii,v)",,,,
Andrenidae,Andrena chrysopus,NT,B2b(iii),NT,B2b(iii),,
Andrenidae,Andrena chrysopyga,DD,,DD,,,
Andrenidae,Andrena chrysosceles,LC,,LC,,,
Andrenidae,Andrena cilissaeformis,LC,,LC,,,
Andrenidae,Andrena cineraria,LC,,LC,,,
Andrenidae,Andrena cinerea,LC,,LC,,,
Andrenidae,Andrena cinereophila,LC,,LC,,,
Andrenidae,Andrena clarkella,LC,,LC,,,
Andrenidae,Andrena clusia,CR,B2ab(iii),CR,B2ab(iii),,
Andrenidae,Andrena clypella,LC,,LC,,,
Andrenidae,Andrena coitana,LC,,LC,,,
Andrenidae,Andrena colletiformis,LC,,LC,,,
Andrenidae,Andrena combaella,LC,,LC,,,
Andrenidae,Andrena combinata,LC,,LC,,,
Andrenidae,Andrena compta,NT,"B2b(ii,iii)",NT,"B2b(ii,iii)",,
Andrenidae,Andrena comta,EN,"B2ab(iii,v)",CR,"B2ab(iii,v)",,
Andrenidae,Andrena concinna,LC,,LC,,Yes,
Andrenidae,Andrena confinis,LC,,LC,,,
Andrenidae,Andrena congruens,LC,,LC,,,
Andrenidae,Andrena contracta,NT,B2a,NT,B2a,Yes,Yes
Andrenidae,Andrena corax,LC,,LC,,Yes,Yes
Andrenidae,Andrena cordialis,LC,,LC,,,
Andrenidae,Andrena crassana,LC,,LC,,,
Andrenidae,Andrena crecca,LC,,LC,,,
Andrenidae,Andrena crepidis,LC,,LC,,Yes,Yes
Andrenidae,Andrena croatica,DD,,DD,,Yes,Yes
Andrenidae,Andrena croceiventris,NT,B2b(v),NT,B2b(v),Yes,Yes
Andrenidae,Andrena curiosa,NA,,NA,,,
Andrenidae,Andrena curtivalvis,NA,,NA,,,
Andrenidae,Andrena curvana,LC,,LC,,,
Andrenidae,Andrena curvungula,LC,,LC,,,
Andrenidae,Andrena cussariensis,NA,,,,,
Andrenidae,Andrena cyanomicans,LC,,LC,,Yes,Yes
Andrenidae,Andrena cypria,NT,B2b(iii),NT,B2b(iii),,
Andrenidae,Andrena damara,DD,,DD,,Yes,Yes
Andrenidae,Andrena danuvia,LC,,LC,,,
Andrenidae,Andrena dargia,DD,,DD,,,
Andrenidae,Andrena decipiens,LC,,LC,,,
Andrenidae,Andrena delphiensis,NT,B2b(iii),NT,B2b(iii),,
Andrenidae,Andrena denticulata,LC,,LC,,,
Andrenidae,Andrena dentiventris,NA,,,,,
Andrenidae,Andrena derbentina,NA,,NA,,,
Andrenidae,Andrena dinizi,LC,,LC,,Yes,Yes
Andrenidae,Andrena discors,LC,,LC,,,
Andrenidae,Andrena distinguenda,LC,,LC,,,
Andrenidae,Andrena djelfensis,LC,,LC,,,
Andrenidae,Andrena donata,LC,,LC,,Yes,Yes
Andrenidae,Andrena dorsalis,LC,,LC,,,
Andrenidae,Andrena dorsata,LC,,LC,,,
Andrenidae,Andrena dourada,NT,B2b(iii),NT,B2b(iii),Yes,Yes
Andrenidae,Andrena doursana,LC,,LC,,,
Andrenidae,Andrena dubiosa,NT,D2,NT,D2,,
Andrenidae,Andrena ebmerella,DD,,DD,,,
Andrenidae,Andrena ehnbergi,NA,,,,,
Andrenidae,Andrena elata,LC,,LC,,Yes,Yes
Andrenidae,Andrena elegans,NT,B2b(iii),NT,B2b(iii),,
Andrenidae,Andrena elmaria,LC,,LC,,,
Andrenidae,Andrena enslinella,NT,B2b(ii),NT,B2b(ii),,
Andrenidae,Andrena erberi,LC,,LC,,,
Andrenidae,Andrena erodiorum,DD,,DD,,Yes,Yes
Andrenidae,Andrena eversmanniana,DD,,,,,
Andrenidae,Andrena exigua,DD,,DD,,,
Andrenidae,Andrena exquisita,LC,,LC,,,
Andrenidae,Andrena fabrella,LC,,LC,,,
Andrenidae,Andrena falcinella,DD,,DD,,,
Andrenidae,Andrena fallax,NT,"B2b(i,ii)",NT,B2b(iii),,
Andrenidae,Andrena falsifica,LC,,LC,,,
Andrenidae,Andrena farinosa,LC,,LC,,Yes,Yes
Andrenidae,Andrena ferox,LC,,LC,,,
Andrenidae,Andrena ferrugineicrus,LC,,LC,,,
Andrenidae,Andrena fertoni,LC,,LC,,,
Andrenidae,Andrena figurata,LC,,NT,"B2b(ii,iii)",,
Andrenidae,Andrena fimbriata,LC,,LC,,Yes,
Andrenidae,Andrena flavilabris,DD,,DD,,,
Andrenidae,Andrena flavipes,LC,,LC,,,
Andrenidae,Andrena flavobila,EN,B2ab(iii),EN,B2ab(iii),,
Andrenidae,Andrena florea,LC,,LC,,,
Andrenidae,Andrena florentina,LC,,LC,,,
Andrenidae,Andrena floricola,LC,,LC,,,
Andrenidae,Andrena florivaga,LC,,LC,,,
Andrenidae,Andrena foeniculae,LC,,LC,,Yes,Yes
Andrenidae,Andrena forsterella,LC,,LC,,,
Andrenidae,Andrena fortipunctata,NT,B2a,NT,B2a,Yes,Yes
Andrenidae,Andrena freygessneri,NT,B2b(iii),NT,B2ab(iii),Yes,
Andrenidae,Andrena fria,LC,,LC,,Yes,Yes
Andrenidae,Andrena fucata,LC,,LC,,,
Andrenidae,Andrena fulica,LC,,LC,,,
Andrenidae,Andrena fuliginata,NA,,NA,,,
Andrenidae,Andrena fuligula,NA,,NA,,,
Andrenidae,Andrena fulva,LC,,LC,,,
Andrenidae,Andrena fulvago,LC,,LC,,,
Andrenidae,Andrena fulvata,LC,,LC,,Yes,
Andrenidae,Andrena fulvicornis,LC,,LC,,,
Andrenidae,Andrena fulvida,LC,,LC,,,
Andrenidae,Andrena fulvitarsis,LC,,LC,,,
Andrenidae,Andrena fumida,LC,,LC,,,
Andrenidae,Andrena funerea,LC,,LC,,Yes,Yes
Andrenidae,Andrena fuscipes,LC,,LC,,,
Andrenidae,Andrena fuscocalcarata,NA,,NA,,,
Andrenidae,Andrena fuscosa,LC,,LC,,,
Andrenidae,Andrena gades,DD,,DD,,Yes,Yes
Andrenidae,Andrena gamskrucki,DD,,DD,,,
Andrenidae,Andrena garrula,NA,,NA,,,
Andrenidae,Andrena gelriae,VU,B2ab(iii),VU,B2ab(iii),Yes,
Andrenidae,Andrena ghisbaini,DD,,DD,,Yes,Yes
Andrenidae,Andrena glandaria,DD,,DD,,,
Andrenidae,Andrena glidia,DD,,DD,,,
Andrenidae,Andrena gomerensis,LC,,LC,,Yes,Yes
Andrenidae,Andrena gordia,DD,,DD,,,
Andrenidae,Andrena graciliata,DD,,DD,,Yes,Yes
Andrenidae,Andrena graecella,DD,,DD,,Yes,
Andrenidae,Andrena grandilabris,NA,,NA,,,
Andrenidae,Andrena granulosa,LC,,LC,,,
Andrenidae,Andrena gravida,LC,,LC,,,
Andrenidae,Andrena gredana,LC,,LC,,Yes,Yes
Andrenidae,Andrena griseobalteata,LC,,LC,,,
Andrenidae,Andrena grossella,LC,,LC,,Yes,Yes
Andrenidae,Andrena grozdanici,DD,,,,Yes,
Andrenidae,Andrena haemorrhoa,LC,,LC,,,
Andrenidae,Andrena hattorfiana,LC,,LC,,,
Andrenidae,Andrena hebescens,DD,,DD,,,
Andrenidae,Andrena hedikae,LC,,LC,,,
Andrenidae,Andrena heinrichi,CR,B2ab(iii),CR,B2ab(iii),,
Andrenidae,Andrena helenica,LC,,LC,,Yes,Yes
Andrenidae,Andrena helvola,LC,,LC,,,
Andrenidae,Andrena henotica,NA,,NA,,,
Andrenidae,Andrena hesperia,LC,,LC,,,
Andrenidae,Andrena heterodoxa,CR,D,CR,D,Yes,Yes
Andrenidae,Andrena hillana,DD,,DD,,Yes,Yes
Andrenidae,Andrena humabilis,DD,,DD,,,
Andrenidae,Andrena humilis,LC,,LC,,,
Andrenidae,Andrena hungarica,CR,D,CR,D,,
Andrenidae,Andrena hyacinthina,LC,,LC,,,
Andrenidae,Andrena hybrida,LC,,,,,
Andrenidae,Andrena hyemala,LC,,LC,,,
Andrenidae,Andrena hypopolia,LC,,LC,,,
Andrenidae,Andrena hystrix,LC,,LC,,,
Andrenidae,Andrena icterina,LC,,LC,,,
Andrenidae,Andrena illyrica,DD,,DD,,Yes,
Andrenidae,Andrena impunctata,LC,,LC,,,
Andrenidae,Andrena incisa,CR,D,CR,D,,
Andrenidae,Andrena inconstans,NT,B2a,NT,B2a,,
Andrenidae,Andrena intermedia,LC,,LC,,,
Andrenidae,Andrena isis,NA,,NA,,,
Andrenidae,Andrena isolata,VU,D2,VU,D2,Yes,Yes
Andrenidae,Andrena juliae,DD,,DD,,Yes,Yes
Andrenidae,Andrena juliana,NT,B2ab(iii),NT,B2ab(iii),Yes,Yes
Andrenidae,Andrena kamarti,DD,,DD,,,
Andrenidae,Andrena kocoureki,DD,,DD,,Yes,Yes
Andrenidae,Andrena korleviciana,LC,,LC,,Yes,Yes
Andrenidae,Andrena kornosica,LC,,LC,,Yes,Yes
Andrenidae,Andrena kriechbaumeri,LC,,LC,,,
Andrenidae,Andrena labialis,LC,,LC,,,
Andrenidae,Andrena labiata,LC,,LC,,,
Andrenidae,Andrena labiatula,CR,B1ab(iii)+2ab(iii),,,Yes,
Andrenidae,Andrena laevicorpus,LC,,LC,,Yes,Yes
Andrenidae,Andrena lagopus,LC,,LC,,,
Andrenidae,Andrena lamiana,LC,,LC,,,
Andrenidae,Andrena langadensis,LC,,LC,,,
Andrenidae,Andrena lapponica,LC,,LC,,,
Andrenidae,Andrena larisana,LC,,LC,,,
Andrenidae,Andrena lateralis,LC,,LC,,,
Andrenidae,Andrena lathyri,LC,,LC,,,
Andrenidae,Andrena laurivora,DD,,DD,,,
Andrenidae,Andrena lavandulae,LC,,LC,,,
Andrenidae,Andrena lecana,LC,,LC,,Yes,Yes
Andrenidae,Andrena lepida,LC,,LC,,,
Andrenidae,Andrena leptopyga,LC,,LC,,,
Andrenidae,Andrena leucolippa,LC,,LC,,Yes,Yes
Andrenidae,Andrena leucophaea,DD,,DD,,,
Andrenidae,Andrena leucopsis,LC,,LC,,,
Andrenidae,Andrena levante,LC,,LC,,Yes,Yes
Andrenidae,Andrena limassolica,LC,,LC,,,
Andrenidae,Andrena limata,LC,,LC,,,
Andrenidae,Andrena limbata,LC,,LC,,,
Andrenidae,Andrena limonii,DD,,,,,
Andrenidae,Andrena limosa,DD,,DD,,,
Andrenidae,Andrena lindbergella,EN,B1ab(iii)+2ab(iii),EN,"B1ab(iii,v)+2ab(iii,v)",,
Andrenidae,Andrena lineolata,NT,B2a,NT,B2a,Yes,Yes
Andrenidae,Andrena livens,LC,,LC,,,
Andrenidae,Andrena longibarbis,LC,,LC,,,
Andrenidae,Andrena lonicera,CR,D,,,Yes,
Andrenidae,Andrena lusitania,LC,,LC,,,
Andrenidae,Andrena macroptera,LC,,LC,,,
Andrenidae,Andrena maderensis,LC,,LC,,Yes,Yes
Andrenidae,Andrena magna,EN,B2ab(iii),EN,B2ab(iii),,
Andrenidae,Andrena magunta,LC,,LC,,,
Andrenidae,Andrena majalis,NA,,NA,,,
Andrenidae,Andrena marginata,LC,,LC,,,
Andrenidae,Andrena mariana,NA,,NA,,,
Andrenidae,Andrena mediovittata,NT,B2b(ii),NT,B2b(ii),,
Andrenidae,Andrena mehelyi,DD,,DD,,,
Andrenidae,Andrena melacana,LC,,LC,,,
Andrenidae,Andrena merula,LC,,LC,,,
Andrenidae,Andrena metallescens,CR,D,,,,
Andrenidae,Andrena microthorax,NA,,NA,,,
Andrenidae,Andrena miegiella,LC,,LC,,,
Andrenidae,Andrena minapalumboi,NA,,NA,,,
Andrenidae,Andrena minutula,LC,,LC,,,
Andrenidae,Andrena minutuloides,LC,,LC,,,
Andrenidae,Andrena mistrensis,DD,,DD,,,
Andrenidae,Andrena mitis,LC,,LC,,,
Andrenidae,Andrena mocsaryi,LC,,LC,,,
Andrenidae,Andrena monacha,LC,,LC,,,
Andrenidae,Andrena monilia,EN,B2ab(iii),EN,B2ab(iii),,
Andrenidae,Andrena montana,LC,,LC,,Yes,
Andrenidae,Andrena montarca,NT,B2b(iii),NT,B2b(iii),Yes,Yes
Andrenidae,Andrena morio,LC,,LC,,,
Andrenidae,Andrena mucida,LC,,LC,,,
Andrenidae,Andrena mucronata,LC,,LC,,,
Andrenidae,Andrena murana,LC,,LC,,Yes,Yes
Andrenidae,Andrena muscaria,LC,,LC,,Yes,Yes
Andrenidae,Andrena nana,LC,,LC,,,
Andrenidae,Andrena nanaeformis,LC,,EN,"B2ab(ii,iii,v)",,
Andrenidae,Andrena nanula,NT,B2b(iii),NT,B2b(iii),,
Andrenidae,Andrena nasuta,LC,,LC,,,
Andrenidae,Andrena nebularia,LC,,LC,,,
Andrenidae,Andrena neocypriaca,LC,,LC,,,
Andrenidae,Andrena neovirida,LC,,LC,,Yes,Yes
Andrenidae,Andrena nigriceps,LC,,LC,,,
Andrenidae,Andrena nigroaenea,LC,,LC,,,
Andrenidae,Andrena nigroolivacea,LC,,LC,,,
Andrenidae,Andrena nigropilosa,LC,,LC,,,
Andrenidae,Andrena nigrospina,LC,,LC,,,
Andrenidae,Andrena nigroviridula,LC,,LC,,,
Andrenidae,Andrena nilotica,LC,,LC,,Yes,Yes
Andrenidae,Andrena nisoria,NA,,NA,,,
Andrenidae,Andrena nitida,LC,,LC,,,
Andrenidae,Andrena nitidemula,NA,,NA,,,
Andrenidae,Andrena nitidiuscula,LC,,LC,,,
Andrenidae,Andrena nitidula,LC,,LC,,Yes,Yes
Andrenidae,Andrena niveata,NT,"B2b(ii,iii)",NT,"B2b(ii,iii)",,
Andrenidae,Andrena nobilis,LC,,LC,,,
Andrenidae,Andrena notata,DD,,DD,,Yes,Yes
Andrenidae,Andrena nucleola,DD,,DD,,,
Andrenidae,Andrena numida,DD,,DD,,,
Andrenidae,Andrena nuptialis,LC,,LC,,Yes,
Andrenidae,Andrena nycthemera,LC,,LC,,,
Andrenidae,Andrena obsoleta,NT,B2b(ii),NT,B2b(ii),,
Andrenidae,Andrena oedicnema,NA,,NA,,,
Andrenidae,Andrena olympica,LC,,LC,,Yes,Yes
Andrenidae,Andrena omnilaevis,LC,,LC,,,
Andrenidae,Andrena optata,LC,,LC,,,
Andrenidae,Andrena oralis,NT,"B2b(ii,iii)",NT,B2b(iii),,
Andrenidae,Andrena orana,LC,,LC,,,
Andrenidae,Andrena orbitalis,LC,,LC,,,
Andrenidae,Andrena orientana,LC,,LC,,,
Andrenidae,Andrena ornata,CR,B2ab(iii),,,,
Andrenidae,Andrena ortizi,NT,B2a,NT,B2a,Yes,Yes
Andrenidae,Andrena ovata,LC,,LC,,Yes,
Andrenidae,Andrena ovatula,LC,,LC,,Yes,
Andrenidae,Andrena oviventris,LC,,LC,,,
Andrenidae,Andrena paganettina,DD,,DD,,,
Andrenidae,Andrena pallidicincta,LC,,LC,,,
Andrenidae,Andrena pallitarsis,VU,"B2ab(ii,iii,v)",VU,"B2ab(ii,iii,v)",,
Andrenidae,Andrena pandellei,LC,,LC,,,
Andrenidae,Andrena pandosa,DD,,DD,,,
Andrenidae,Andrena panurgimorpha,LC,,LC,,,
Andrenidae,Andrena panurgina,LC,,LC,,,
Andrenidae,Andrena paramythensis,DD,,DD,,,
Andrenidae,Andrena parata,DD,,DD,,Yes,Yes
Andrenidae,Andrena pareklisiae,NT,B1b(iii)+2b(iii),NT,B1b(iii)+2b(iii),,
Andrenidae,Andrena parviceps,LC,,LC,,,
Andrenidae,Andrena passerina,CR,D,CR,D,,
Andrenidae,Andrena pastellensis,LC,,LC,,Yes,
Andrenidae,Andrena paucisquama,LC,,LC,,,
Andrenidae,Andrena pauxilla,LC,,LC,,,
Andrenidae,Andrena pelagonia,DD,,,,Yes,
Andrenidae,Andrena pellucens,LC,,LC,,Yes,
Andrenidae,Andrena pelopa,DD,,DD,,Yes,Yes
Andrenidae,Andrena phoenicura,DD,,DD,,,
Andrenidae,Andrena pileata,DD,,DD,,Yes,Yes
Andrenidae,Andrena pilipes,LC,,LC,,,
Andrenidae,Andrena pirinia,DD,,DD,,Yes,Yes
Andrenidae,Andrena polita,LC,,LC,,,
Andrenidae,Andrena pontica,DD,,DD,,,
Andrenidae,Andrena portosanctana,NT,B1ab(iii)+2ab(iii),NT,B1ab(iii)+2ab(iii),Yes,Yes
Andrenidae,Andrena potentillae,NT,"B2b(ii,iii)",NT,"B2b(ii,iii)",,
Andrenidae,Andrena poupillieri,LC,,LC,,,
Andrenidae,Andrena praecox,LC,,LC,,,
Andrenidae,Andrena probata,NT,B2a,NT,B2a,,
Andrenidae,Andrena producta,DD,,DD,,,
Andrenidae,Andrena propinqua,LC,,LC,,,
Andrenidae,Andrena proxima,LC,,LC,,,
Andrenidae,Andrena pruinosa,LC,,LC,,Yes,Yes
Andrenidae,Andrena pusilla,LC,,LC,,,
Andrenidae,Andrena pyropygia,LC,,LC,,,
Andrenidae,Andrena pyrozonata,DD,,DD,,,
Andrenidae,Andrena quadrimaculata,NA,,NA,,,
Andrenidae,Andrena querquedula,DD,,DD,,,
Andrenidae,Andrena ramosa,LC,,LC,,Yes,Yes
Andrenidae,Andrena ranunculi,LC,,LC,,,
Andrenidae,Andrena ranunculorum,EN,B2ab(iii),EN,B2ab(iii),,
Andrenidae,Andrena relata,LC,,LC,,,
Andrenidae,Andrena rhenana,LC,,LC,,,
Andrenidae,Andrena rhypara,NA,,NA,,,
Andrenidae,Andrena rhyssonota,LC,,LC,,,
Andrenidae,Andrena robusta,DD,,DD,,Yes,Yes
Andrenidae,Andrena rogenhoferi,LC,,LC,,Yes,
Andrenidae,Andrena roripae,DD,,,,,
Andrenidae,Andrena rosae,LC,,LC,,,
Andrenidae,Andrena roseipes,EN,B2ab(iii),EN,B2ab(iii),Yes,
Andrenidae,Andrena rotundata,LC,,LC,,,
Andrenidae,Andrena rotundilabris,NA,,NA,,,
Andrenidae,Andrena rudolfae,DD,,,,,
Andrenidae,Andrena ruficrus,LC,,LC,,,
Andrenidae,Andrena rufizona,NT,"B2b(ii,iii)",NT,"B2b(ii,iii)",,
Andrenidae,Andrena rufula,LC,,LC,,,
Andrenidae,Andrena rugothorace,LC,,LC,,,
Andrenidae,Andrena rugulosa,LC,,LC,,,
Andrenidae,Andrena rugulosella,DD,,,,,
Andrenidae,Andrena russula,LC,,LC,,,
Andrenidae,Andrena saettana,EN,"B1ab(ii,v)+2ab(ii,v)",EN,"B1ab(ii,v)+2ab(ii,v)",,
Andrenidae,Andrena sagittaria,DD,,DD,,Yes,Yes
Andrenidae,Andrena sandanskia,LC,,LC,,,
Andrenidae,Andrena sardoa,LC,,LC,,,
Andrenidae,Andrena savignyi,NA,,NA,,,
Andrenidae,Andrena saxonica,LC,,LC,,,
Andrenidae,Andrena schencki,LC,,LC,,,
Andrenidae,Andrena schlettereri,NT,B2b(iii),NT,B2b(iii),,
Andrenidae,Andrena schmiedeknechti,LC,,LC,,,
Andrenidae,Andrena schulzi,LC,,LC,,,
Andrenidae,Andrena schwarzi,DD,,,,,
Andrenidae,Andrena scita,LC,,LC,,,
Andrenidae,Andrena scotica,LC,,LC,,,
Andrenidae,Andrena semiflava,NA,,,,,
Andrenidae,Andrena semilaevis,LC,,LC,,Yes,
Andrenidae,Andrena seminuda,LC,,LC,,,
Andrenidae,Andrena semirubra,NA,,,,,
Andrenidae,Andrena senecionis,LC,,LC,,,
Andrenidae,Andrena sericata,LC,,LC,,,
Andrenidae,Andrena serraticornis,DD,,DD,,,
Andrenidae,Andrena sibthorpi,LC,,LC,,Yes,Yes
Andrenidae,Andrena sillata,DD,,DD,,,
Andrenidae,Andrena simillima,VU,B2ab(iii),VU,B2ab(iii),,
Andrenidae,Andrena simontornyella,LC,,LC,,,
Andrenidae,Andrena solenopalpa,LC,,LC,,Yes,Yes
Andrenidae,Andrena soror,EN,B2ab(iii),EN,B2ab(iii),,
Andrenidae,Andrena sphecodimorpha,LC,,LC,,Yes,
Andrenidae,Andrena spolata,NA,,NA,,,
Andrenidae,Andrena spreta,LC,,LC,,,
Andrenidae,Andrena stabiana,LC,,LC,,Yes,Yes
Andrenidae,Andrena standfussorum,DD,,DD,,Yes,Yes
Andrenidae,Andrena stellaris,DD,,DD,,,
Andrenidae,Andrena stepposa,EN,B2ab(iii),,,Yes,
Andrenidae,Andrena stigmatica,DD,,,,,
Andrenidae,Andrena stoeckhertella,CR,B1ab(iii)+2ab(iii),,,,
Andrenidae,Andrena strohmella,LC,,LC,,Yes,
Andrenidae,Andrena subopaca,LC,,LC,,,
Andrenidae,Andrena suerinensis,LC,,LC,,Yes,
Andrenidae,Andrena susterai,LC,,LC,,,
Andrenidae,Andrena symphyti,LC,,LC,,,
Andrenidae,Andrena synadelpha,LC,,LC,,,
Andrenidae,Andrena taedium,DD,,DD,,,
Andrenidae,Andrena taprobana,DD,,DD,,,
Andrenidae,Andrena taraxaci,LC,,LC,,,
Andrenidae,Andrena tarsata,LC,,LC,,,
Andrenidae,Andrena taxana,EN,B2ab(iii),EN,B2ab(iii),Yes,Yes
Andrenidae,Andrena tenostra,DD,,DD,,Yes,Yes
Andrenidae,Andrena tenuiformis,DD,,DD,,,
Andrenidae,Andrena tenuistriata,LC,,LC,,,
Andrenidae,Andrena thomsonii,DD,,DD,,,
Andrenidae,Andrena thoracica,LC,,LC,,,
Andrenidae,Andrena tiaretta,DD,,DD,,,
Andrenidae,Andrena tibialis,LC,,LC,,,
Andrenidae,Andrena tomora,LC,,LC,,,
Andrenidae,Andrena torda,LC,,LC,,,
Andrenidae,Andrena transitoria,VU,B2ab(iii),VU,B2ab(iii),,
Andrenidae,Andrena tricuspidata,LC,,,,Yes,
Andrenidae,Andrena tridentata,CR,D,,,,
Andrenidae,Andrena trikalensis,LC,,LC,,Yes,Yes
Andrenidae,Andrena trimmerana,LC,,LC,,,
Andrenidae,Andrena tringa,LC,,LC,,,
Andrenidae,Andrena troodica,CR,D,CR,D,,
Andrenidae,Andrena truncatilabris,LC,,LC,,,
Andrenidae,Andrena tscheki,LC,,LC,,,
Andrenidae,Andrena tuberculifera,NA,,NA,,,
Andrenidae,Andrena tunetana,LC,,LC,,,
Andrenidae,Andrena ulula,NA,,NA,,,
Andrenidae,Andrena ungeri,LC,,LC,,,
Andrenidae,Andrena urdula,EN,"B2ab(ii,iii)",EN,"B2ab(ii,iii)",,
Andrenidae,Andrena vacella,LC,,LC,,Yes,Yes
Andrenidae,Andrena vaga,LC,,LC,,,
Andrenidae,Andrena varia,DD,,DD,,,
Andrenidae,Andrena variabilis,LC,,LC,,,
Andrenidae,Andrena varians,LC,,LC,,,
Andrenidae,Andrena varuga,LC,,LC,,Yes,Yes
Andrenidae,Andrena vaulogeri,NT,B2a,NT,B2a,,
Andrenidae,Andrena ventralis,LC,,LC,,,
Andrenidae,Andrena ventricosa,LC,,LC,,,
Andrenidae,Andrena verae,DD,,,,,
Andrenidae,Andrena verticalis,LC,,LC,,,
Andrenidae,Andrena vetula,LC,,LC,,,
Andrenidae,Andrena villipes,LC,,LC,,,
Andrenidae,Andrena viridescens,LC,,LC,,,
Andrenidae,Andrena vocifera,LC,,LC,,Yes,Yes
Andrenidae,Andrena volgensis,DD,,,,,
Andrenidae,Andrena vulcana,DD,,DD,,,
Andrenidae,Andrena vulpecula,LC,,LC,,,
Andrenidae,Andrena walishanovi,DD,,,,,
Andrenidae,Andrena westensis,LC,,LC,,,
Andrenidae,Andrena wilhelmi,LC,,LC,,,
Andrenidae,Andrena wilkella,LC,,LC,,,
Andrenidae,Andrena wolfi,NA,,NA,,,
Andrenidae,Andrena wollastoni,LC,,LC,,Yes,Yes
Andrenidae,Camptopoeum friesei,LC,,LC,,,
Andrenidae,Camptopoeum frontale,LC,,LC,,,
Andrenidae,Camptopoeum nasutum,NT,B2b(iii),NT,B2b(iii),Yes,Yes
Andrenidae,Camptopoeum variegatum,NT,B2b(iii),NT,B2b(iii),,
