TAXON;Records_1921-1940;Records_1941-1960;Records_1961-1980;Records_1981-2000;Records_2001-2020;Trend_mediterranean;Trend_alpine;Trend_atlantic;Trend_boreal;Trend_continental;;;
Cheilosia flavipes;0;6;7;93;87;NA;NA;NA;NA;NA;;;
Cheilosia fraterna;10;10;63;182;494;NA;0.020358170249098;-0.0328218963432105;-0.0125504377422193;-0.000599902053264729;;;
Cheilosia frontalis;1;1;21;106;88;NA;0.0737624776987557;0.00320865559758124;0.122340821448239;0.0157282005023634;;;
Cheilosia gagatea;0;0;4;79;34;0.94698159951444;0.0164159710392278;NA;NA;-0.0308923214743812;;;Alp
Cheilosia gigantea;16;17;146;247;400;NA;NA;NA;NA;NA;;;
Cheilosia griseifacies;0;0;0;3;2;NA;NA;NA;NA;NA;;;
Cheilosia griseiventris;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Cheilosia grisella;0;0;0;78;46;NA;0.0499084951292525;NA;NA;-0.0786354683232958;;;Alp
Cheilosia grossa;2;7;2;52;77;NA;NA;NA;NA;NA;;;
Cheilosia herculana;0;1;0;13;4;NA;-0.0146909802688097;NA;NA;NA;;;
Cheilosia hercyniae;0;0;0;28;5;NA;0.00205414952618935;NA;NA;NA;;;Alp
Cheilosia himantopus;0;1;3;192;165;NA;NA;NA;NA;NA;;;
Cheilosia hypena;1;0;2;29;26;NA;-0.053158514304257;NA;NA;0.19221138299374;;;
Cheilosia illustrata;14;39;81;679;4387;0.0140700205712825;0.034598695512795;0.0539990100928834;0.00743007252599612;-0.00727337005984646;;;
Cheilosia impressa;4;19;41;468;838;-0.038542186155739;0.00107219586002538;0.000331495534539965;NA;-0.0368361844785282;;;
Cheilosia impudens;0;0;2;14;12;NA;NA;NA;NA;NA;;;Alp
Cheilosia ingerae;2;2;3;7;1;NA;-0.0281232952003477;NA;NA;NA;;;
Cheilosia insignis;0;0;0;30;5;NA;0.0546121016029915;NA;NA;-0.00428910785273547;;;
Cheilosia katara;0;0;0;3;0;NA;NA;NA;NA;NA;;;
Cheilosia kerteszi;0;0;0;11;0;NA;NA;NA;NA;NA;;;
Cheilosia laeviseta;0;0;0;32;18;NA;0.515205277521236;NA;NA;NA;;;Alp
Cheilosia laeviventris;0;0;0;2;0;NA;NA;NA;NA;NA;;;Alp
Cheilosia lasiopa;9;5;2;50;248;NA;0.0586496059912175;0.00942415073519274;-0.0452161191000064;-0.0440604120143568;;;
Cheilosia laticornis;0;2;5;78;94;-0.00856856194555989;-0.0286229316217257;NA;NA;0.0626044874979394;;;
Cheilosia latifrons;7;14;68;141;367;0.00618147030801632;-0.00050847636411923;-0.0320484272862723;-0.00318496601098792;-0.022305477889608;;;
Cheilosia lenis;0;2;11;127;76;NA;NA;NA;NA;NA;;;Alp
Cheilosia lenta;0;0;0;62;13;NA;NA;NA;NA;NA;;;
Cheilosia loewi;0;0;1;4;7;NA;-0.0384241003766263;NA;NA;NA;;;Alp
Cheilosia longula;40;17;169;249;649;NA;NA;NA;NA;NA;;;
Cheilosia luteicornis;0;0;0;9;24;NA;NA;0.0135097689314165;0.000327793826901996;NA;;;Alp
Cheilosia marginata;0;0;0;0;1;NA;NA;NA;NA;NA;;;Alp
Cheilosia melanopa;0;0;1;39;17;NA;NA;NA;NA;NA;;;Alp
Cheilosia melanura;0;5;7;205;151;NA;-0.0436991931669376;NA;NA;-0.0475803472403224;;;Alp
Cheilosia montana;0;1;0;2;1;NA;NA;NA;NA;NA;;;Alp
Cheilosia morio;19;9;135;111;122;NA;-0.0220016992144124;-0.02317636624626;-0.0179035466596646;0.00697329148459812;;;Alp
Cheilosia mutabilis;0;9;10;166;170;NA;NA;NA;NA;NA;;;
Cheilosia naruska;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Cheilosia nebulosa;0;0;3;27;40;NA;NA;NA;NA;NA;;;
Cheilosia nigripes;1;6;15;153;118;NA;NA;NA;NA;NA;;;
Cheilosia nivalis;0;0;2;3;6;NA;0.0170704593155661;NA;NA;NA;;;Alp
Cheilosia orthotricha;0;2;1;78;67;NA;-0.098518342066115;NA;NA;-0.00581061804124319;;;
Cheilosia paganus;18;4;205;365;1486;NA;NA;NA;NA;NA;;;
Cheilosia paralobi;0;0;0;0;4;NA;NA;NA;NA;NA;;;
Cheilosia pascuorum;0;1;0;33;16;NA;NA;NA;NA;NA;;;
Cheilosia pedemontana;0;0;4;1;23;NA;0.0444329705281528;NA;NA;NA;;;Alp
Cheilosia pedestris;0;0;0;1;2;NA;NA;NA;NA;NA;;;Alp
Cheilosia personata;1;1;12;75;119;NA;-0.0149537976442355;NA;NA;-0.02069653653074;;;Alp
Cheilosia pictipennis;0;1;0;26;15;NA;NA;NA;NA;NA;;;Alp
Cheilosia pilifer;0;0;1;2;2;NA;NA;NA;NA;NA;;;Alp
Cheilosia pini;0;0;0;8;0;NA;NA;NA;NA;NA;;;Alp
Cheilosia proxima;15;23;65;350;701;-0.00507312546393567;0.0246287647748578;-0.0224299629650638;0.0265090233103914;-0.105929419059679;;;
Cheilosia psilophthalma;0;0;6;49;154;NA;-0.0636157313807791;0.126022483663427;-0.0442175472937443;-0.0364475969181654;;;
Cheilosia pubera;6;4;71;136;264;NA;0.00974687365445318;-0.0316749986974815;-0.00775355962322208;-0.00730035963481988;;;Alp
Cheilosia ranunculi;3;1;5;127;231;NA;NA;NA;NA;NA;;;
Cheilosia redi;0;0;0;72;9;NA;NA;NA;NA;NA;;;
Cheilosia rhynchops;0;0;5;166;165;NA;0.0740722283874291;NA;NA;-0.0121922154614299;;;Alp
Cheilosia ruffipes;1;26;10;188;401;-0.000168439726975483;-0.00778590956684244;-0.0088505829918;NA;-0.028875608306696;;;
Cheilosia rufimana;5;5;13;82;143;NA;-0.00634501569207308;0.0561281677139731;-0.00571959380024796;0.0347261527343002;;;Alp
Cheilosia sahlbergi;0;0;0;18;6;NA;-0.0106815405176635;NA;NA;NA;;;Alp
Cheilosia schnabli;0;0;0;26;9;NA;0.482227841909887;NA;NA;-0.0477605772565312;;;
Cheilosia scutellata;14;43;124;332;596;NA;NA;NA;NA;NA;;;
Cheilosia semifasciata;2;1;22;135;375;NA;NA;NA;NA;NA;;;
Cheilosia sootryeni;0;0;9;0;0;NA;NA;NA;NA;NA;;;
Cheilosia subpictipennis;0;0;2;11;12;NA;-0.583718900993178;NA;NA;NA;;;Alp
Cheilosia thessala;0;0;0;9;13;0.0403653787187023;NA;NA;NA;NA;;;
Cheilosia urbanus;0;5;18;417;404;NA;NA;NA;NA;NA;;;
Cheilosia uviformis;0;0;2;19;64;NA;NA;NA;NA;NA;;;
Cheilosia vangaveri;0;0;0;3;5;NA;NA;NA;NA;NA;;;Alp
Cheilosia variabilis;7;25;44;310;421;-0.0104317065101641;-0.0672781196772704;-0.00846718613937714;-0.00770405279730404;-0.124934625685958;;;
Cheilosia velutina;0;1;8;12;23;NA;NA;NA;NA;NA;;;
Cheilosia vernalis;28;22;208;567;1050;0.0214812348579311;-0.0165713612657446;-0.087164315571301;-0.0233129059933088;-0.0634459990920145;;;
Cheilosia vicina;9;6;131;259;207;NA;NA;NA;NA;NA;;;
Cheilosia vujici;0;0;0;12;5;NA;NA;NA;NA;NA;;;Alp
Cheilosia vulpina;4;16;9;142;170;-0.131172024145708;0.0182089383766377;-0.0246005082633483;0.239803336870017;-0.0421033814724061;;;
Chelostoma aegaeicum;0;0;2;0;3;NA;NA;NA;NA;NA;;;
Chelostoma campanularum;588;728;1542;2020;6353;NA;NA;NA;NA;NA;;;
Chelostoma comosum;1;6;7;0;3;0.0365868969802436;NA;NA;NA;NA;;;
Chelostoma diodon;0;1;0;6;14;-0.0014435409269858;NA;NA;NA;NA;;;
Chelostoma distinctum;62;62;237;273;771;-0.054693068615583;0.121704758421456;0.00392757767694382;0.18338312482967;0.0666847239594886;;;
Chelostoma edentulum;0;4;3;30;77;0.717646049231223;NA;NA;NA;NA;;;
Chelostoma emarginatum;7;17;61;161;103;-0.0374177394414385;-0.0109909835404431;-0.0239506078828311;NA;-0.00369414225628878;;;
Chelostoma florisomne;417;622;957;2112;6221;0.0100982299038642;0.0119808257316045;-0.0143505431440826;-0.00569386918947983;0.0121993518202451;;;
Chelostoma forcipatum;0;1;0;0;0;NA;NA;NA;NA;NA;;;
Chelostoma foveolatum;2;0;9;83;60;NA;NA;NA;NA;NA;;;
Chelostoma grande;48;8;23;35;183;NA;-0.0378271643956477;NA;NA;NA;;;
Chelostoma handlirschi;0;0;1;0;2;NA;NA;NA;NA;NA;;;
Chelostoma hellenicum;0;0;11;75;21;-0.0232209058768757;NA;NA;NA;NA;;;
Chelostoma incognitum;0;0;6;2;1;NA;NA;NA;NA;NA;;;
Chelostoma laticaudum;0;0;10;37;5;-0.0677510401992714;NA;NA;NA;NA;;;
Chelostoma longifacies;0;0;9;0;2;-0.0430908171915143;NA;NA;NA;NA;;;
Chelostoma lucens;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Chelostoma mocsaryi;4;0;21;70;32;-0.0449438028043048;NA;NA;NA;0.0326908621172497;;;
Chelostoma nasutum;0;4;5;41;22;NA;NA;NA;NA;NA;;;
Chelostoma rapunculi;414;692;1336;952;5447;NA;NA;NA;NA;NA;;;
Chelostoma stefanii;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Chelostoma styriacum;0;0;0;18;9;-0.0199701692404971;NA;NA;NA;NA;;;
Chelostoma transversum;0;0;7;53;16;0.0111795352986918;NA;NA;NA;NA;;;
Chelostoma ventrale;1;2;12;12;5;NA;NA;NA;NA;NA;;;
Chiasmognathus orientanus;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Chrysogaster basalis;0;7;0;7;14;0.092441426645774;NA;NA;NA;-0.165625909831134;;;
Chrysogaster cemiteriorum;5;7;13;151;169;NA;0.00568468715466987;-0.0524226430832653;NA;-0.045323231679114;;;
Chrysogaster mediterraneus;0;0;1;7;3;NA;NA;NA;NA;NA;;;
Chrysogaster rondanii;0;0;0;2;8;NA;NA;NA;NA;NA;;;
Chrysogaster simplex;0;0;0;3;0;NA;NA;NA;NA;NA;;;
Chrysogaster solstitialis;7;21;59;472;2001;-0.000555537870935211;-0.000941962527542688;0.0317660379963454;NA;0.0157281235236144;;;
Chrysogaster virescens;1;1;13;100;191;NA;NA;-0.00745518831958071;NA;0.0150434356654506;;;
Chrysosyrphus nasutus;2;0;2;15;156;NA;NA;NA;NA;NA;;;
Chrysosyrphus niger;0;1;9;13;34;NA;0.0312487558232885;NA;0.0459697025301054;NA;;;
Chrysotoxum arcuatum;28;27;144;419;1166;NA;NA;NA;NA;NA;;;Alp
Chrysotoxum bicinctum;7;11;88;278;858;NA;NA;NA;NA;NA;;;
Chrysotoxum cautum;8;34;34;341;2892;0.0162079118554996;0.0169479404495899;0.0477547202064067;NA;0.0408468917839262;;;
Chrysotoxum cisalpinum;0;0;1;7;6;0.146993898708795;NA;NA;NA;NA;;;
Chrysotoxum elegans;0;1;5;81;100;-0.0479258683982311;-0.0233822285475931;-0.0905675723332038;NA;-0.0961287817726454;;;
Chrysotoxum fasciolatum;1;2;4;44;105;NA;NA;NA;NA;NA;;;
Chrysotoxum festivum;17;13;33;159;470;0.0720886567238759;0.118855758672744;0.00909963191622219;-0.00772104631867453;0.0108502077772022;;;
Chrysotoxum gracile;0;6;0;1;0;NA;NA;NA;NA;NA;;;
Chrysotoxum intermedium;0;28;48;224;575;0.00308298473642079;0.00276773343552199;0.0797062809211474;NA;0.00693339456579343;;;
Chrysotoxum lessonae;0;0;0;5;25;NA;0.00312096724260708;NA;NA;0.185693579299036;;;
Chrysotoxum montanum;0;0;0;41;17;NA;0.189620754082707;NA;NA;-0.0463769716613858;;;Alp
Chrysotoxum octomaculatum;5;11;3;100;113;-0.0298799919349961;-0.0335363585798533;-0.0473195812689229;NA;-0.0443981560844412;;;
Chrysotoxum orthostylum;0;2;2;3;6;NA;-0.00224482254417388;NA;NA;-0.0243816970730233;;;Alp
Chrysotoxum tomentosum;0;0;0;39;34;NA;0.507885263120216;NA;NA;0.0248652710755745;;;Alp
Chrysotoxum vernale;0;29;32;198;419;-0.0636525739532235;0.00700508437727454;0.0129669188881635;NA;-0.0251590695784875;;;
Chrysotoxum verralli;3;3;19;90;513;-0.00346077822538738;0.0416521926843851;0.0808496494182428;NA;0.0285003088181373;;;
Chrysotoxum volaticum;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Claussenia hispanica;0;0;0;3;3;NA;NA;NA;NA;NA;;;
Clavipanurgus sculpturatus;4;0;10;9;0;NA;NA;NA;NA;NA;;;
Coelioxys acanthurus;0;1;0;4;24;-0.0048033814014217;NA;NA;NA;NA;;;
Coelioxys afer;33;40;80;132;412;0.0383886285762201;-0.00737956036099524;0.0263494624599693;NA;0.104285988636549;;;
Coelioxys afra;0;8;7;1;0;NA;NA;NA;NA;NA;;;
Coelioxys alatus;7;15;8;6;136;NA;NA;0.0586826888813625;0.101347423886237;0.00420825718523195;;;
Coelioxys argenteus;1;4;2;27;40;NA;NA;NA;NA;NA;;;
Coelioxys aurolimbatus;98;74;119;140;271;NA;NA;NA;NA;NA;;;
Coelioxys brevis;3;0;8;5;39;0.0292864498180519;NA;NA;NA;-0.292946885869638;;;
Coelioxys conoideus;224;548;100;376;611;-0.0677025382966853;-0.0265630350620667;-0.0699482983307028;-0.0327008496299483;-0.0772471294112;;;
Coelioxys coturnix;0;9;1;6;11;0.109661847838754;NA;NA;NA;NA;;;
Coelioxys echinatus;8;26;15;44;70;NA;NA;NA;NA;NA;;;
Coelioxys elongatus;157;165;171;459;954;NA;NA;NA;NA;NA;;;
Coelioxys emarginatus;2;2;0;2;0;NA;NA;NA;NA;NA;;;
Coelioxys haemorrhoa;0;0;11;43;49;0.0293497015603751;NA;NA;NA;NA;;;
Coelioxys inermis;145;216;285;418;1202;0.0298902400658238;0.00812871048797219;-0.0141979693282294;-0.0074226255041999;-0.00234421280681868;;;
Coelioxys lanceolatus;20;32;13;23;66;NA;0.00230046444732827;NA;-0.031696928946727;NA;;;
Coelioxys mandibularis;121;328;179;273;814;0.0396409177378386;-0.0122733795221822;-0.0145646074153017;-0.0535722338435189;0.00828538540262787;;;
Coelioxys obtusispina;13;22;1;3;59;NA;NA;NA;-0.0336373914826068;NA;;;
Coelioxys obtusus;3;1;0;12;6;-0.00483159141886461;NA;NA;NA;NA;;;
Coelioxys osmiae;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Coelioxys polycentris;0;0;1;0;4;NA;NA;NA;NA;NA;;;
Coelioxys quadridentatus;222;293;233;356;1831;NA;NA;NA;NA;NA;;;
Coelioxys rufescens;276;287;304;479;773;NA;-0.0126789314385008;-0.0354870665458404;-0.0465237400132506;-0.0105726012849012;;;
Colletes abeillei;2;29;23;68;152;0.00461194074671441;NA;NA;NA;NA;;;
Colletes acutiformis;0;0;1;1;2;NA;NA;NA;NA;NA;;;
Colletes acutus;0;8;10;12;67;-0.00692314887721475;NA;NA;NA;NA;;;
Colletes albomaculatus;0;42;24;92;118;-0.00311781843177869;NA;NA;NA;NA;;;
Colletes anchusae;9;0;3;0;3;NA;NA;NA;NA;0.0385263523415249;;;
Colletes brevigena;6;3;18;19;81;0.0274382300972088;NA;NA;NA;-0.0782811601408875;;;
Colletes canescens;0;0;0;2;0;NA;NA;NA;NA;NA;;;
Colletes carinatus;0;1;8;9;2;NA;NA;NA;NA;NA;;;
Colletes cariniger;0;2;7;12;22;-0.0176308627646767;NA;NA;NA;NA;;;
Colletes caskanus;0;0;0;0;3;NA;NA;NA;NA;NA;;;
Colletes caspicus;2;0;0;17;1;NA;NA;NA;NA;NA;;;
Colletes chengtehensis;3;11;1;4;23;NA;NA;NA;NA;NA;;;
Colletes collaris;5;2;12;27;51;0.0747614122748599;NA;NA;NA;-0.106606888087089;;;
Colletes creticus;0;0;11;19;12;-0.0906991430062375;NA;NA;NA;NA;;;
Colletes cunicularius;122;198;294;908;8385;NA;NA;NA;NA;NA;;;
Colletes cyprius;7;5;0;9;20;-0.0870570144871196;NA;NA;NA;NA;;;
Colletes daviesanus;241;619;1295;2184;5532;0.00673726093349525;-0.0086914709182698;0.0195708657845928;-0.00135172760921898;0.017817767214983;;;
Colletes dinizi;0;0;3;3;24;0.0582240561718882;NA;NA;NA;NA;;;
Colletes dusmeti;0;12;17;14;32;-0.0708220802162391;NA;NA;NA;NA;;;
Colletes eous;1;2;32;112;104;0.0202017149428512;NA;0.106550496568646;NA;-0.00821033958875317;;;
Colletes escalerai;0;0;1;1;4;NA;NA;NA;NA;NA;;;
Colletes floralis;111;53;84;221;603;0.0119465275505675;-0.0180409735286118;-0.0294247157532969;-0.0382548827220541;0.000157190666234702;;;
Colletes fodiens;84;231;248;815;1649;-0.00511284941928211;-0.0125551568388113;0.0260161642833582;-0.0236028520131948;-0.00913980140607166;;;
Colletes foveolaris;0;4;15;39;30;-0.0437372507582611;NA;NA;NA;NA;;;
Colletes gallicus;8;13;8;26;18;NA;NA;NA;NA;NA;;;
Colletes graeffei;0;1;6;8;26;NA;NA;NA;NA;NA;;;
Colletes halophilus;8;26;187;184;622;NA;NA;0.00627565242705823;NA;NA;;;
Colletes hederae;7;6;4;303;5562;NA;NA;NA;NA;NA;;;
Colletes hethiticus;0;0;1;2;0;NA;NA;NA;NA;NA;;;
Colletes hylaeiformis;7;3;21;74;54;NA;NA;NA;NA;NA;;;
Colletes impunctatus;35;92;81;166;401;NA;7334485023;-0.018600773104852;-0.0140883028274915;0.010061880882379;;;
Colletes inexpectatus;0;12;3;18;12;NA;NA;NA;NA;-0.0204631081362461;;;
Colletes intricans;0;2;0;0;1;NA;NA;NA;NA;NA;;;
Colletes jansmiti;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Colletes ligatus;0;10;11;9;15;0.00126732702462339;NA;NA;NA;NA;;;
Colletes maidli;11;5;26;69;46;NA;NA;NA;NA;NA;;;
Colletes marginatus;72;100;158;358;654;0.107920257160363;-0.0586444010147204;-0.00910488123748976;-0.0696741518290416;-0.034765733030378;;;
Colletes merceti;1;0;0;1;2;NA;NA;NA;NA;NA;;;
Colletes meyeri;1;0;1;17;1;0.00809785423023427;NA;NA;NA;NA;;;
Colletes mlokossewiczi;16;22;70;54;58;-0.035098882401538;-0.0526350336254656;NA;NA;0.071334269830575;;;
Colletes nasutus;1;16;12;9;10;NA;-0.0530186683508536;NA;NA;-0.138557974025702;;;
Colletes nigricans;38;124;115;178;334;0.00140101439283075;0.00572214717729127;0.0428546734496859;NA;0.00194242195233111;;;
Colletes noskiewiczi;1;1;7;6;6;0.0513680381598717;NA;NA;NA;NA;;;
Colletes perezi;0;0;0;0;4;NA;NA;NA;NA;NA;;;
Colletes pulchellus;2;3;5;6;11;-0.00656621734025718;NA;NA;NA;NA;;;
Colletes punctatus;4;12;2;1;0;NA;NA;NA;NA;NA;;;
Colletes schmidi;0;1;3;11;4;-0.00736948896984056;NA;NA;NA;NA;;;
Colletes senilis;0;0;1;2;1;NA;NA;NA;NA;NA;;;
Colletes sierrensis;0;0;7;16;18;NA;0.433283792434693;NA;NA;NA;;;
Colletes similis;160;183;398;1002;2044;NA;NA;NA;NA;NA;;;
Colletes squamulosus;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Colletes standfussi;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Colletes succinctus;279;273;486;1257;2816;-0.00872476261373357;-0.00338713096327774;0.010129091934413;-0.0150860133310452;0.0127693123874388;;;
Colletes tuberculatus;0;0;4;13;3;NA;NA;NA;NA;NA;;;
Colletes tuberculiger;2;2;8;2;3;-0.00504107946176324;NA;NA;NA;NA;;;
Colletes wolfi;0;1;5;21;1;0.307406975790904;NA;NA;NA;-0.0108768654687962;;;
Criorhina asilica;10;4;34;106;426;NA;NA;NA;NA;NA;;;
Criorhina floccosa;3;4;23;113;607;NA;NA;NA;NA;NA;;;
Criorhina pachymera;0;0;0;14;130;0.0611288045746412;NA;0.334962398912695;NA;0.133139181259942;;;
Criorhina ranunculi;0;11;19;86;412;NA;0.0294721357002736;-0.00295198915343526;-0.00362727707050784;0.0588601691341577;;;
Cubiandrena cubiceps;2;0;1;2;0;NA;NA;NA;NA;NA;;;
Dasypoda albimana;0;0;6;9;14;NA;NA;NA;NA;NA;;;
Dasypoda argentata;80;87;109;69;40;-0.157504204409144;-0.0853027337945628;-0.18000353144382;-0.0608726093405554;-0.0949697644794086;;;
Dasypoda braccata;11;0;3;3;4;NA;NA;NA;NA;-0.264616851448882;;;
Dasypoda cingulata;11;59;104;137;109;NA;NA;NA;NA;NA;;;
Dasypoda crassicornis;15;28;118;173;101;-0.0570900739283539;0.0958244326086874;NA;NA;NA;;;
Dasypoda dusmeti;14;74;100;70;127;NA;NA;NA;NA;NA;;;
Dasypoda frieseana;1;0;13;0;1;-0.0992492639477284;NA;NA;NA;NA;;;
Dasypoda hirtipes;755;904;1133;1208;10527;-0.0470065306439257;-0.0230605849001887;0.0148414589402375;0.0351936238354359;0.00373938782615864;;;
Dasypoda iberica;0;0;0;3;0;NA;NA;NA;NA;NA;;;
Dasypoda michezi;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Dasypoda morawitzi;0;0;0;0;7;NA;NA;NA;NA;NA;;;
Dasypoda morotei;2;63;21;58;73;0.0226436128693132;NA;NA;NA;NA;;;
Dasypoda pyriformis;1;3;61;13;3;NA;NA;NA;NA;NA;;;
Dasypoda pyrotrichia;4;0;3;9;10;NA;NA;NA;NA;NA;;;
Dasypoda spinigera;0;0;3;1;0;NA;NA;NA;NA;NA;;;
Dasypoda suripes;26;8;52;15;6;NA;NA;NA;NA;NA;;;
Dasypoda visnaga;53;43;154;33;49;-0.0828708731782078;NA;NA;NA;NA;;;
Dasysyrphus albostriatus;17;22;124;364;2375;0.0139507115744245;-0.00184379075520304;0.0152663721848029;-0.03169922316783;0.0597036667883916;;;
Dasysyrphus eggeri;0;0;1;0;1;NA;NA;NA;NA;NA;;;
Dasysyrphus friuliensis;0;0;4;95;94;NA;-0.00197917088987936;-0.0744431220975416;NA;0.0159774406032719;;;Alp
Dasysyrphus hilaris;0;1;8;12;72;NA;NA;NA;NA;NA;;;
Dasysyrphus lenensis;0;0;0;30;57;NA;NA;NA;NA;0.217514268468212;;;
Dasysyrphus neovenustus;0;0;0;3;15;NA;NA;0.544571742120431;NA;-0.0803403386831188;;;
Dasysyrphus pauxillus;0;1;0;7;28;NA;0.0862208610666001;0.582894853426149;NA;0.15757949154484;;;
Dasysyrphus pinastri;5;13;15;144;206;NA;NA;NA;NA;NA;;;
Dasysyrphus postclaviger;0;0;3;7;14;NA;0.347925699753898;NA;NA;0.458072180741396;;;Alp
Dasysyrphus tricinctus;15;15;31;240;974;0.0185457688129659;0.0174285207672384;-0.0112781607227936;0.0364098249055962;0.0429013226240468;;;
Dasysyrphus venustus;26;25;65;379;872;NA;NA;NA;NA;NA;;;
Didea alneti;0;1;5;19;126;NA;-0.0244863228472715;0.0171214381609569;NA;0.0416555019475655;;;
Didea fasciata;5;5;38;172;862;0.0226599545676856;0.0400254601842016;0.00400462573433765;0.125665700856637;0.0188364772034085;;;
Didea intermedia;1;5;5;39;225;NA;0.065208417915011;0.0383172492102829;-0.0130602631938205;0.025309785873892;;;
Dioxys cincta;30;6;23;34;126;0.0430277136126196;-0.0523737300734431;NA;NA;-0.0474973842295089;;;
Dioxys moesta;0;0;33;6;10;NA;NA;NA;NA;NA;;;
Dioxys pumila;2;2;0;3;16;-0.293046994643994;NA;NA;NA;NA;;;
Doros destillatorius;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Doros profuges;1;9;2;12;46;NA;-0.0643452516908884;0.0180700536250526;NA;-0.0238277361143393;;;
Dufourea alpina;12;19;22;131;178;NA;0.0389459169135958;NA;NA;NA;;;
Dufourea balearica;0;0;0;0;24;NA;NA;NA;NA;NA;;;
Dufourea cypria;0;0;2;0;0;NA;NA;NA;NA;NA;;;
Dufourea dentiventris;161;367;680;282;1194;NA;0.00189302485416451;-0.0670852418410666;-0.0215391312157489;-0.0303950445876614;;;
Dufourea gaullei;0;24;0;36;36;NA;NA;NA;NA;NA;;;
Dufourea graeca;0;0;2;24;0;NA;NA;NA;NA;NA;;;
Dufourea halictula;112;182;56;74;216;NA;-0.0254810768117206;-0.209910185095641;-0.121081479565868;-0.050710887771411;;;
Dufourea inermis;66;72;453;47;110;NA;-0.00678107712005614;-0.129302698943503;-0.0536972606472917;-0.0669074706178155;;;
Dufourea iris;0;0;0;11;0;NA;NA;NA;NA;NA;;;
Dufourea longiglossa;0;0;0;8;0;NA;NA;NA;NA;NA;;;
Dufourea lusitanica;0;3;0;0;3;NA;NA;NA;NA;NA;;;
Dufourea minuta;80;71;224;78;175;NA;-0.0242699265572548;NA;0.0016795104448136;-0.0455744897112029;;;
Dufourea paradoxa;7;16;8;96;79;NA;0.00442484776259582;NA;NA;NA;;;
Dufourea similis;0;0;0;0;8;NA;NA;NA;NA;NA;;;
Dufourea styx;0;0;1;20;0;NA;NA;NA;NA;NA;;;
Dufourea trautmanni;0;16;2;75;252;NA;NA;NA;NA;NA;;;
Dufourea wolfi;0;1;1;7;0;NA;NA;NA;NA;NA;;;
Ensliniana bidentata;0;0;1;0;10;NA;NA;NA;NA;NA;;;
Eoanthidium clypeare;0;13;42;1;3;-0.152468620199613;NA;NA;NA;NA;;;
Eoanthidium insulare;7;9;25;13;20;-0.0403277883602776;NA;NA;NA;NA;;;
Eoanthidium pasteelsi;0;0;0;1;1;NA;NA;NA;NA;NA;;;
Epeoloides coecutiens;5;65;42;118;606;NA;0.0309957348590052;0.0709922588604541;0.179481974011964;0.0262304608613553;;;
Epeolus alpinus;36;83;93;119;456;NA;0.00265402774487444;-0.0241646331772647;-0.021008744414847;NA;;;
Epeolus aureovestitus;0;0;1;1;2;NA;NA;NA;NA;NA;;;
Epeolus bischoffi;2;3;0;0;0;NA;NA;NA;NA;NA;;;
Epeolus compar;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Epeolus cruciger;179;352;412;747;2040;0.0246967787183995;-0.00909594650267793;0.00910747930292703;-0.00724075739361664;0.0302626316473227;;;
Epeolus fallax;0;0;0;2;6;NA;NA;NA;NA;NA;;;
Epeolus fasciatus;0;1;1;1;0;NA;NA;NA;NA;NA;;;
Epeolus ibericus;0;4;1;2;4;NA;NA;NA;NA;NA;;;
Epeolus intermedius;0;1;3;1;11;NA;NA;NA;NA;NA;;;
Epeolus julliani;10;3;0;1;5;0.0249485635422546;NA;NA;NA;NA;;;
Epeolus productulus;0;2;4;3;6;NA;NA;NA;NA;NA;;;
Epeolus schummeli;0;2;4;0;5;-0.190942165492806;NA;NA;NA;NA;;;
Epeolus sigillatus;0;0;2;0;0;NA;NA;NA;NA;NA;;;
Epeolus tarsalis;0;10;0;0;34;NA;NA;0.28143331512567;NA;NA;;;
Epeolus transitorius;0;0;3;4;19;-0.0044061760497348;NA;NA;NA;NA;;;
Epeolus variegatus;79;128;352;960;1845;0.00184159053763592;0.0116880003465204;0.00989004765531831;-0.00149266941451374;0.0716530230698416;;;
Epistrophe annulitarsis;0;0;0;2;0;NA;NA;NA;NA;NA;;;
Epistrophe cryptica;1;0;0;0;9;NA;NA;NA;NA;NA;;;
Epistrophe diaphana;0;3;20;51;185;-0.0388174036817289;0.00315890465453865;0.035998591994679;-0.0320440921654876;0.0275437189091069;;;
Epistrophe eligans;5;15;73;217;477;NA;NA;NA;NA;NA;;;
Epistrophe flava;1;0;3;25;42;NA;0.00683837379648907;-0.0800220862231253;NA;0.120809934367907;;;
Epistrophe grossulariae;8;6;39;329;839;NA;0.0749482627368569;-0.00933877270151616;NA;0.000195752472683399;;;
Epistrophe leiophthalma;0;0;0;1;6;NA;NA;NA;NA;NA;;;Alp
