TAXON;Records_1921-1940;Records_1941-1960;Records_1961-1980;Records_1981-2000;Records_2001-2020;Trend_mediterranean;Trend_alpine;Trend_atlantic;Trend_boreal;Trend_continental;;;
Nomada mauritanica;4;5;19;15;14;-0.158781290540566;-0.0167720322280338;NA;NA;NA;;;
Nomada mavromoustakisi;0;0;1;1;11;0.0389233147096579;NA;NA;NA;NA;;;
Nomada maxschwarzi;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Nomada melanopyga;4;0;0;0;3;NA;NA;NA;NA;NA;;;
Nomada melathoracica;23;19;24;38;62;-0.0513938322174377;-0.0392059128012519;-0.06589098752168;NA;-0.023810608805925;;;
Nomada merceti;2;5;42;20;40;NA;NA;NA;NA;NA;;;
Nomada minuscula;0;12;24;17;32;NA;NA;NA;NA;NA;;;
Nomada mitaii;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Nomada mocsaryi;1;1;6;13;10;NA;NA;NA;NA;NA;;;
Nomada moeschleri;23;13;16;57;262;NA;0.0906818877701059;NA;-0.0282148703717679;0.080987931344618;;;
Nomada montarco;2;0;0;0;0;NA;NA;NA;NA;NA;;;
Nomada moravitzii;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Nomada mutabilis;19;19;35;26;73;0.0308160961748342;-0.0336084929689192;-0.109834567903786;NA;-0.0339585572167493;;;
Nomada mutica;8;3;8;34;76;0.167520096181474;0.0228179667537389;0.0401935157880065;NA;0.0155346228637551;;;
Nomada nausicaa;0;1;9;3;41;0.0346336016563895;NA;NA;NA;NA;;;
Nomada nesiotica;5;17;0;0;0;-0.432261422004305;NA;NA;NA;NA;;;
Nomada nigrifrons;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Nomada nigrilabris;0;0;0;0;4;NA;NA;NA;NA;NA;;;
Nomada nigrospina;0;0;0;1;1;NA;NA;NA;NA;NA;;;
Nomada nigrovaria;7;1;14;25;7;NA;NA;NA;NA;NA;;;
Nomada nobilis;2;5;45;47;170;NA;NA;NA;NA;NA;;;
Nomada noskiewiczi;0;2;0;2;1;NA;NA;NA;NA;NA;;;
Nomada numida;1;4;22;7;42;NA;NA;NA;NA;NA;;;
Nomada obscura;14;77;194;121;445;NA;0.00936431900515048;-0.00112884329591484;-0.181680986580852;0.00237948212199439;;;
Nomada obtusifrons;120;66;106;84;76;NA;-0.00240761865360095;-0.0399667152339893;-0.0293843206265621;-0.00767802759248476;;;
Nomada oculata;0;0;0;1;31;NA;NA;NA;NA;NA;;;
Nomada opaca;19;24;11;22;154;NA;NA;NA;NA;NA;;;
Nomada oralis;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Nomada orbitalis;2;0;1;1;4;NA;NA;NA;NA;NA;;;
Nomada ottomanensis;0;0;11;0;14;0.0117767688587537;NA;NA;NA;NA;;;
Nomada pallispinosa;1;0;12;4;47;NA;NA;NA;NA;NA;;;
Nomada panurgina;2;3;16;24;32;NA;NA;NA;NA;NA;;;
Nomada panzeri;492;567;1196;2482;5174;0.0498892771450733;-0.000130943426466377;-0.0202653379140347;-0.0156854385312365;-0.00298190590542296;;;
Nomada pastoralis;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Nomada pectoralis;1;2;6;8;15;NA;NA;NA;NA;NA;;;
Nomada piccioliana;19;10;12;29;27;0.0445115563583121;-0.00950317933793707;NA;NA;-0.0324583133390368;;;
Nomada piliventris;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Nomada pleurosticta;9;8;27;29;34;-0.0828579265307996;-0.012637588343697;0.0238283464783437;NA;-0.00804959166719133;;;
Nomada polemediana;1;18;0;0;0;NA;NA;NA;NA;NA;;;
Nomada posthuma;1;2;3;7;19;NA;NA;NA;NA;NA;;;
Nomada priesneri;0;0;2;6;17;-0.069394247400731;NA;NA;NA;NA;;;
Nomada propinqua;0;1;2;17;50;0.0389879728744575;NA;NA;NA;NA;;;
Nomada pulchra;1;0;0;1;4;NA;NA;NA;NA;NA;;;
Nomada pygidialis;0;0;2;1;13;NA;NA;NA;NA;NA;;;
Nomada pyrgosica;0;0;1;3;0;NA;NA;NA;NA;NA;;;
Nomada rhenana;40;73;72;34;17;-0.0175554021684467;-0.0362723230569976;-0.0790186111220877;NA;-0.0472239996155957;;;
Nomada roberjeotiana;158;324;332;98;554;NA;NA;NA;NA;NA;;;
Nomada rostrata;1;2;8;4;3;NA;NA;NA;NA;NA;;;
Nomada rubiginosa;0;1;2;4;34;NA;NA;NA;NA;NA;;;
Nomada rubricollis;0;0;1;5;128;0.425216737161247;NA;NA;NA;NA;;;
Nomada rubricoxa;0;23;58;58;34;NA;NA;NA;NA;NA;;;
Nomada ruficornis;479;463;864;2014;5975;0.0458757559226342;0.00408288421613601;-0.00353429202072043;-0.0305743820427894;0.00482978832834949;;;
Nomada rufipes;317;337;717;1439;3331;0.00420255566168881;-0.00661626623470631;-0.00335252336769768;-0.00571259635229341;-0.00780518019628515;;;
Nomada rufoabdominalis;2;1;5;6;0;NA;NA;NA;NA;NA;;;
Nomada sabulosa;0;0;0;0;3;NA;NA;NA;NA;NA;;;
Nomada sanguinea;3;9;46;52;51;-0.0397760927224536;NA;0.0580353266757707;NA;NA;;;
Nomada scheuchli;0;0;1;0;1;NA;NA;NA;NA;NA;;;
Nomada serricornis;0;3;7;16;5;NA;NA;NA;NA;NA;;;
Nomada sexfasciata;105;115;184;238;426;NA;NA;NA;NA;NA;;;
Nomada sheppardana;100;135;339;825;1733;0.0809382279096386;0.00717508668082251;-0.00292537115085431;NA;0.031375347747959;;;
Nomada sicula;0;2;43;2;0;NA;NA;NA;NA;NA;;;
Nomada signata;85;146;158;409;1317;NA;NA;NA;NA;NA;;;
Nomada similis;62;46;74;134;276;-0.0426150535074689;-0.0343959305335013;-0.0475115560577734;0.331051072686373;-0.0190199998970572;;;
Nomada simulatrix;0;0;7;0;0;NA;NA;NA;NA;NA;;;
Nomada smiti;0;0;2;0;6;NA;NA;NA;NA;NA;;;
Nomada standfussi;0;0;1;1;7;NA;NA;NA;NA;NA;;;
Nomada stigma;25;44;35;57;302;NA;NA;NA;NA;NA;;;
Nomada stoeckherti;0;7;9;1;23;NA;NA;NA;NA;-0.000687191189011585;;;
Nomada striata;290;449;591;605;1619;-0.0063600417446485;-0.00333071795378813;-0.0361065973159005;-0.0476290562636415;-0.00630098590636093;;;
Nomada subcornuta;14;33;6;10;100;NA;NA;0.584467069395415;-0.105748115919382;-0.109520389056429;;;
Nomada succincta;120;152;388;586;1631;0.0754584762807792;0.0039877578047816;0.00339540580953094;0.283637473486294;0.0081326794471344;;;
Nomada sybarita;0;0;1;0;1;NA;NA;NA;NA;NA;;;
Nomada symphyti;2;11;28;11;30;NA;NA;NA;NA;NA;;;
Nomada tenella;0;0;0;2;0;NA;NA;NA;NA;NA;;;
Nomada teunisseni;0;1;1;2;0;NA;NA;NA;NA;NA;;;
Nomada thersites;1;1;5;7;10;-0.0510198214890393;NA;NA;NA;NA;;;
Nomada tormentillae;10;30;75;56;148;NA;-0.00686630534619328;0.00161539291959846;-0.0221511799276759;0.0127338209958537;;;
Nomada trapeziformis;6;6;13;3;1;NA;NA;NA;NA;-0.220681584103302;;;
Nomada tridentirostris;0;6;4;31;57;NA;NA;NA;NA;NA;;;
Nomada trispinosa;0;6;70;24;23;-0.0484506707231984;-0.000548495120528549;NA;NA;-0.167013360385065;;;
Nomada tuberculifera;0;0;7;0;0;NA;NA;NA;NA;NA;;;
Nomada umbrosa;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Nomada unica;0;0;1;1;9;NA;NA;NA;NA;NA;;;
Nomada unispinosa;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Nomada verna;3;3;5;21;31;0.0435247073183551;NA;NA;NA;0.0280859417334358;;;
Nomada villosa;24;25;76;46;211;NA;NA;NA;NA;NA;;;
Nomada warnckei;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Nomada yermasoyiae;0;8;1;0;0;NA;NA;NA;NA;NA;;;
Nomada zonata;9;25;66;72;1264;0.162030501060729;0.00872650409534573;0.212834750363726;-0.0290490589163347;0.142987713453719;;;
Nomiapis bispinosa;21;7;39;15;117;-0.0266399893266774;NA;NA;NA;-0.087817748837207;;;
Nomiapis diversipes;83;49;156;149;509;-0.0365328285798634;-0.00475397859749984;NA;NA;0.0766194340271031;;;
Nomiapis equestris;0;2;1;0;54;NA;NA;NA;NA;NA;;;
Nomiapis femoralis;7;12;1;1;0;NA;NA;NA;NA;NA;;;
Nomiapis monstrosa;1;1;42;14;21;-0.104472600369401;0.00932076008954348;NA;NA;NA;;;
Nomiapis paulyi;3;17;55;8;7;-0.0727973274700072;NA;NA;NA;NA;;;
Nomiapis rufiventris;0;0;2;0;0;NA;NA;NA;NA;NA;;;
Nomiapis susannae;0;0;0;11;1;NA;NA;NA;NA;NA;;;
Nomiapis valga;0;0;1;6;3;NA;NA;NA;NA;NA;;;
Nomioides facilis;28;27;93;30;77;-0.0226968660420381;NA;NA;NA;NA;;;
Nomioides minutissimus;1;9;61;34;193;NA;NA;NA;NA;NA;;;
Orthonevra brevicornis;0;2;9;62;116;NA;0.0173471146203163;-0.0189017013327631;NA;0.0314370453537957;;;
Orthonevra elegans;1;0;0;0;0;NA;NA;NA;NA;NA;;;
Orthonevra erythrogona;0;1;4;12;39;NA;NA;NA;-0.0140599798025942;NA;;;
Orthonevra frontalis;0;2;0;10;3;NA;NA;NA;NA;NA;;;
Orthonevra gemmula;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Orthonevra geniculata;1;2;5;43;128;NA;NA;0.0691684065304011;0.111903721611394;0.0197153948877212;;;
Orthonevra intermedia;0;0;4;16;104;NA;NA;0.0376502854868948;0.166753993058891;-0.0731959011058277;;;
Orthonevra montana;0;0;0;63;13;NA;NA;NA;NA;NA;;;Alp
Orthonevra nobilis;1;3;14;175;228;-0.00496406398662397;0.0148786803962546;-0.0183178187565392;NA;-0.00310288475472449;;;
Orthonevra stackelbergi;2;0;3;6;200;NA;NA;NA;0.0531241156562001;NA;;;
Orthonevra tristis;0;0;1;3;40;NA;0.00881332002447857;NA;NA;NA;;;Alp
Osmia aeruginosa;0;0;0;6;3;NA;NA;NA;NA;NA;;;
Osmia alticola;5;8;1;13;16;NA;-0.000249263879693037;NA;NA;NA;;;
Osmia amathusica;1;0;0;3;7;0.188126142582549;NA;NA;NA;NA;;;
Osmia anceyi;6;1;40;40;57;NA;NA;NA;NA;NA;;;
Osmia andrenoides;48;31;76;250;441;0.138616925568571;0.0735201238795593;0.912153246575358;NA;-0.0199816520943515;;;
Osmia apicata;0;0;1;51;27;0.198646265220982;NA;NA;NA;0.153357046072991;;;
Osmia argyropyga;0;1;6;30;45;0.168807007140799;0.356721480215969;NA;NA;NA;;;
Osmia ariadne;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Osmia aurulenta;426;331;666;1674;4404;0.129101759236902;-0.0319637033156229;-0.00369882941186362;-0.0153203718341057;288899190,6;;;
Osmia balearica;1;0;0;6;24;-0.0834614123044799;NA;NA;NA;NA;;;
Osmia bicolor;189;201;335;1506;5555;-0.0284224359353717;0.00245643215022262;0.0450282896282559;0.0641655741076082;0.00395113084117667;;;
Osmia bicornis;448;729;3366;6456;22507;0.0347095365170103;0.0125585212183856;0.035210244294158;0.0589786571097242;0.040495972010189;;;
Osmia bidentata;2;6;3;29;48;NA;NA;NA;NA;NA;;;
Osmia bischoffi;0;0;0;5;13;NA;NA;NA;NA;NA;;;
Osmia breviata;0;0;0;0;3;NA;NA;NA;NA;NA;;;
Osmia brevicornis;27;11;25;157;343;NA;NA;NA;NA;NA;;;
Osmia caerulescens;357;416;997;2365;5701;0.088899312042506;-0.00531621378943275;-0.011162791852288;-0.0043090847198464;0.00769687077126134;;;
Osmia cephalotes;0;0;2;91;113;0.182787367175536;NA;NA;NA;0.154859736334136;;;
Osmia cerinthidis;0;2;2;4;15;NA;NA;NA;NA;NA;;;
Osmia clypearis;0;0;0;17;5;-0.0139194730625784;NA;NA;NA;NA;;;
Osmia cornuta;232;263;1382;1940;10823;0.0505770441671763;-0.0270392453318759;0.0235938999305814;NA;0.0225422552751234;;;
Osmia croatica;0;0;0;36;33;NA;NA;NA;NA;NA;;;
Osmia cyanoxantha;0;0;1;39;44;NA;NA;NA;NA;NA;;;
Osmia dilaticornis;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Osmia dimidiata;2;0;17;49;71;0.0413293244484111;NA;NA;NA;NA;;;
Osmia disjuncta;1;1;0;1;14;NA;NA;NA;-0.0182727203343896;NA;;;
Osmia distinguenda;0;0;0;5;0;NA;NA;NA;NA;NA;;;
Osmia dives;0;0;0;8;35;0.13792619689549;NA;NA;NA;NA;;;
Osmia elegans;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Osmia emarginata;2;0;2;12;60;NA;NA;NA;NA;NA;;;
Osmia erythrogastra;0;2;10;13;12;0.0455869408760658;NA;NA;NA;NA;;;
Osmia fallax;0;0;10;4;14;NA;NA;NA;NA;NA;;;
Osmia ferruginea;0;1;16;16;96;NA;NA;NA;NA;NA;;;
Osmia forticornis;0;0;4;2;0;NA;NA;NA;NA;NA;;;
Osmia frieseana;0;1;0;0;1;NA;NA;NA;NA;NA;;;
Osmia gallarum;5;15;32;144;377;NA;NA;NA;NA;NA;;;
Osmia hellados;0;0;1;20;31;-0.00294345177470091;NA;NA;NA;NA;;;
Osmia heteracantha;0;0;0;6;9;NA;NA;NA;NA;NA;;;
Osmia iberica;0;0;0;11;55;0.0203429614595323;NA;NA;NA;NA;;;
Osmia inermis;81;59;62;98;242;NA;NA;NA;NA;NA;;;
Osmia kohlii;3;25;12;17;11;-0.0679143067289685;NA;NA;NA;NA;;;
Osmia labialis;19;3;5;47;186;NA;NA;NA;NA;NA;;;
Osmia laticauda;0;0;1;1;5;NA;NA;NA;NA;NA;;;
Osmia laticeps;11;56;44;25;73;NA;NA;NA;NA;NA;;;
Osmia latreillei;10;24;47;63;355;0.0247958338142986;NA;NA;NA;NA;;;
Osmia leaiana;304;318;517;1542;2958;NA;NA;NA;NA;NA;;;
Osmia leucopyga;0;0;0;0;4;NA;NA;NA;NA;NA;;;
Osmia ligurica;3;3;33;140;352;NA;NA;NA;NA;NA;;;
Osmia lunata;0;1;2;6;34;NA;NA;NA;NA;NA;;;
Osmia maritima;17;23;14;6;137;NA;NA;-0.152285666433121;-0.0749675788539169;-0.121761422720556;;;
Osmia melanogaster;1;11;26;86;176;NA;NA;NA;NA;NA;;;
Osmia melanura;0;0;1;6;6;NA;NA;NA;NA;NA;;;
Osmia mirhiji;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Osmia moreensis;0;0;5;1;20;0.0138961643432455;NA;NA;NA;NA;;;
Osmia mustelina;43;22;19;95;260;NA;NA;NA;NA;NA;;;
Osmia nana;1;1;13;121;78;0.14950780286728;NA;NA;NA;0.0176382849509849;;;
Osmia nasoproducta;0;0;3;3;41;0.0546129658455197;NA;NA;NA;NA;;;
Osmia nasuta;0;0;0;1;24;NA;NA;NA;NA;NA;;;
Osmia nigriventris;78;115;101;179;382;NA;-0.0101128492850743;NA;-0.0164288991583215;-0.0124184404814118;;;
Osmia nigrohirta;0;0;2;10;9;NA;NA;NA;NA;NA;;;
Osmia niveata;231;179;403;368;1147;NA;NA;NA;NA;NA;;;
Osmia niveocincta;1;0;15;42;64;NA;NA;NA;NA;NA;;;
Osmia notata;2;6;9;0;18;NA;NA;NA;NA;NA;;;
Osmia nuda;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Osmia padri;0;0;4;21;16;NA;NA;NA;NA;NA;;;
Osmia parietina;97;183;235;484;1016;NA;NA;NA;NA;NA;;;
Osmia picena;0;0;0;2;4;NA;NA;NA;NA;NA;;;
Osmia pilicornis;117;112;156;349;548;NA;-0.0109604951905323;-0.0763834925624464;0.0330344479830233;-0.0284730930880635;;;
Osmia rhodoensis;0;0;2;26;19;0.0785453212715951;NA;NA;NA;NA;;;
Osmia rufohirta;141;70;142;416;778;NA;NA;NA;NA;NA;;;
Osmia rutila;0;0;0;12;6;-0.0046833361281239;NA;NA;NA;NA;;;
Osmia saxicola;0;0;1;12;21;NA;NA;NA;NA;NA;;;
Osmia scutellaris;21;12;10;127;274;NA;NA;NA;NA;NA;;;
Osmia signata;10;0;10;149;430;0.0441716029779637;NA;NA;NA;NA;;;
Osmia spinigera;0;1;2;45;34;0.076425514799754;NA;NA;NA;NA;;;
Osmia spinulosa;141;341;197;1013;2460;0.113593684918277;0.0269979819931679;0.119198234255936;0.0246372740768427;0.000248626015973555;;;
Osmia steinmanni;0;0;0;5;10;NA;NA;NA;NA;NA;;;
Osmia subcornuta;0;0;1;7;14;NA;NA;NA;NA;NA;;;
Osmia submicans;62;38;113;255;754;0.138021563654418;0.0217901589086877;0.0855654222627035;NA;-0.0179152201674618;;;
Osmia svenssoni;6;6;4;0;12;NA;-0.020210494290777;NA;NA;NA;;;
Osmia sybarita;0;0;3;79;86;0.291040781764423;NA;NA;NA;NA;;;
Osmia tergestensis;8;6;14;56;112;NA;NA;NA;NA;NA;;;
Osmia teunisseni;0;0;3;2;11;-0.0922417686097017;NA;NA;NA;NA;;;
Osmia tricornis;14;15;82;72;240;-0.00112269089387584;NA;NA;NA;NA;;;
Osmia uncicornis;0;0;3;22;51;NA;NA;NA;NA;NA;;;
Osmia uncinata;67;164;172;296;969;NA;NA;NA;NA;NA;;;
Osmia versicolor;4;0;27;139;365;NA;NA;NA;NA;NA;;;
Osmia viridana;3;1;9;56;76;0.22208834189588;0.181588472451885;0.104426599136089;NA;0.019160330287852;;;
Osmia xanthomelana;129;65;58;164;604;-0.0552413428168157;0.0220089546420894;-0.0827940003274096;NA;-0.0902953535763634;;;
Palumbia bellierii;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Panurginus albopilosus;0;48;133;120;117;0.00960606296637599;NA;NA;NA;NA;;;
Panurginus alpinus;0;0;2;1;7;NA;NA;NA;NA;NA;;;
Panurginus annulatus;0;6;3;0;12;-0.0282695506962957;NA;NA;NA;NA;;;
Panurginus herzi;2;7;4;16;206;NA;0.041618747286166;NA;NA;0.0744685772082263;;;
Panurginus labiatus;1;5;12;21;12;NA;0.0221333129907074;NA;NA;-0.0437661978530563;;;
Panurginus lactipennis;2;2;8;0;0;NA;NA;NA;NA;NA;;;
Panurginus montanus;14;36;78;107;287;NA;0.0239098268571158;NA;NA;NA;;;
Panurginus romani;7;481;99;47;515;NA;0.197532047953824;0.158589045495518;0.166139942386346;NA;;;
Panurginus schwarzi;0;0;0;5;119;NA;NA;NA;NA;NA;;;
Panurginus sericatus;2;0;16;5;1;NA;NA;NA;NA;NA;;;
Panurginus tyrolensis;5;0;0;2;0;NA;NA;NA;NA;NA;;;
Panurgus banksianus;389;381;694;1418;2903;-0.0551882574638745;-0.0115567586922964;-0.0136204035140046;-0.0338856467970471;-0.0191223217679517;;;
Panurgus calcaratus;534;1272;1134;2372;7739;-0.0112793254139673;0.0226003411100995;0.0287482293814235;-0.00771659698810342;-0.00750417592893926;;;
Panurgus canescens;0;13;138;119;129;0.00516398809785271;NA;NA;NA;NA;;;
Panurgus cephalotes;3;27;231;270;141;-0.0729894295527655;NA;-0.0249305165629858;NA;NA;;;
Panurgus corsicus;0;5;34;158;2;-0.585649057985011;NA;NA;NA;NA;;;
Panurgus dargius;0;0;18;5;74;-0.153129685687808;NA;NA;NA;NA;;;
Panurgus dentipes;66;176;340;329;496;NA;NA;NA;NA;NA;;;
Panurgus meridionalis;0;0;0;3;24;-0.000111167757574847;NA;NA;NA;NA;;;
Panurgus oblitus;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Panurgus perezi;9;60;379;273;201;NA;NA;NA;NA;NA;;;
Panurgus pici;0;0;0;3;0;NA;NA;NA;NA;NA;;;
Panurgus siculus;7;2;18;7;14;NA;NA;NA;NA;NA;;;
Paradioxys pannonicus;0;0;2;0;5;NA;NA;NA;NA;NA;;;
Paragus absidatus;0;0;0;3;3;NA;NA;NA;NA;NA;;;Alp
Paragus albifrons;0;2;2;19;20;-0.0344372775262108;NA;-0.0636261896875097;NA;-0.0524469933981775;;;
Paragus albipes;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Paragus ascoensis;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Paragus bicolor;3;14;58;251;468;-0.0208984057696176;-0.0201404846530286;-0.0409228645493883;NA;-0.0357351490492645;;;
Paragus bradescui;0;1;2;1;11;0.00970595298923157;NA;NA;NA;NA;;;
Paragus cinctus;0;1;1;6;10;0.0115517423292295;NA;NA;NA;NA;;;
Paragus compeditus;0;0;0;0;6;NA;NA;NA;NA;NA;;;
Paragus constrictus;0;0;0;16;4;NA;NA;NA;NA;NA;;;
Paragus finitimus;0;0;0;4;11;NA;NA;NA;NA;NA;;;
Paragus flammeus;0;0;3;8;15;NA;NA;NA;NA;NA;;;
Paragus glumaci;0;0;0;1;2;NA;NA;NA;NA;NA;;;
Paragus haemorrhous;7;2;48;230;705;0.0566163056657897;0.0428696539330458;0.0509701378103175;-0.00449185013672428;0.0148268491604507;;;
Paragus hyalopteri;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Paragus kopdagensis;0;0;0;1;3;NA;NA;NA;NA;NA;;;Alp
Paragus majoranae;0;0;0;21;6;-0.0456069062192225;-0.0656331023826413;NA;NA;-0.0200107660964141;;;
Paragus oltenicus;0;0;0;5;0;NA;NA;NA;NA;NA;;;
Paragus pecchiolii;2;1;13;108;410;0.0744957165164252;0.083330443036815;0.0583682286505346;-0.0408755618091273;0.0785084901684168;;;
Paragus punctulatus;0;0;9;20;20;NA;0.0124668652120057;NA;NA;NA;;;Alp
Paragus quadrifasciatus;0;1;15;222;227;NA;NA;NA;NA;NA;;;
Paragus sexarcuatus;0;1;8;1;1;NA;NA;NA;NA;NA;;;
Paragus strigatus;0;0;5;71;186;NA;NA;NA;NA;NA;;;
Paragus testaceus;0;4;1;17;17;NA;NA;NA;NA;NA;;;
Paragus tibialis;7;23;57;230;429;-0.0301785579705745;0.00804455917548436;-0.0502185884530881;NA;-0.0277198717270363;;;
Parasyrphus annulatus;1;5;11;117;123;NA;NA;NA;NA;NA;;;
Parasyrphus groenlandicus;10;0;0;4;11;NA;-0.0373961654599948;NA;0.00622650729164354;NA;;;
Parasyrphus lineola;1;7;22;161;124;NA;-0.0227544039730785;-0.0966295390331808;-0.0355792986071201;-0.013345184364296;;;
Parasyrphus macularis;0;1;4;48;37;NA;-0.0133353165796901;NA;NA;-0.0208312444249577;;;
Parasyrphus malinellus;1;2;11;39;40;NA;NA;NA;NA;NA;;;
Parasyrphus nigritarsis;1;1;4;29;70;NA;0.00182680923972485;0.0119224177270013;NA;0.0565187475406256;;;Alp
Parasyrphus proximus;0;1;5;7;25;NA;NA;NA;0.00336002350823039;NA;;;
Parasyrphus punctulatus;8;6;36;233;752;0.000301811014796754;-0.221533232661234;-0.0106607362929783;NA;-0.0992063503420522;;;
Parasyrphus relictus;0;0;3;99;57;NA;NA;NA;NA;NA;;;
Parasyrphus tarsatus;0;0;0;1;7;NA;NA;NA;NA;NA;;;
Parhelophilus consimilis;3;8;41;60;166;NA;NA;-0.0122572211500749;0.0112719311582084;-0.0492118670916827;;;
Parhelophilus frutetorum;2;4;12;107;427;-0.0264600943930546;NA;0.00561199953043908;-0.00777238748381585;0.0345423738689879;;;
Parhelophilus versicolor;0;11;23;175;610;0.0225371226108908;NA;-0.00673304632038049;0.019597075290203;0.013108145943847;;;
Pasites maculatus;8;13;26;14;103;0.4243074988298;0.0814356587876053;NA;NA;0.0779849409964466;;;
Pelecocera caledonica;0;0;3;23;59;NA;NA;NA;NA;NA;;;
Pelecocera hederae;0;0;0;0;3;NA;NA;NA;NA;NA;;;
Pelecocera lusitanica;0;0;3;13;79;NA;NA;NA;NA;NA;;;
Pelecocera pruinosomaculata;0;0;2;9;11;NA;NA;NA;NA;NA;;;
Pelecocera scaevoides;1;3;14;57;269;NA;0.046771354294656;-0.0420042652155425;0.0267668222012301;-0.061455525583069;;;
Pelecocera tricincta;1;1;14;68;293;NA;NA;NA;NA;NA;;;
Philhelius aeginae;0;0;0;0;11;NA;NA;NA;NA;NA;;;
Philhelius citrofasciatus;9;13;11;98;502;0.0673656873048955;0.145030104949448;0.0151051718850952;NA;0.0383527750016305;;;
Philhelius dives;0;0;2;34;541;0.243187058604482;0.170654622892338;0.168459123817391;NA;0.0702567331481014;;;
Philhelius laetus;0;0;0;4;39;NA;NA;NA;NA;0.0840922420252138;;;
Philhelius marginalis;0;0;0;0;3;NA;NA;NA;NA;NA;;;
Philhelius pedissequus;24;23;16;110;374;NA;NA;NA;NA;NA;;;
Philhelius pilosus;0;0;0;0;3;NA;NA;NA;NA;NA;;;
Philhelius stackelbergi;3;2;3;18;242;0.274961330229864;0.507169707565114;0.175284610951651;NA;0.150482379585492;;;
Pipiza austriaca;5;13;17;79;214;0.200938179359863;0.0497373655771561;-0.0298935749131222;0.010858452292284;-0.0344178289343339;;;
Pipiza carbonaria;0;0;0;25;3;NA;NA;NA;NA;NA;;;
Pipiza fasciata;0;4;22;16;10;NA;NA;NA;NA;-0.0719008268376588;;;
Pipiza festiva;0;3;3;11;8;NA;NA;0.0855070998873777;NA;-0.0408211955838471;;;
Pipiza laurusi;0;0;4;2;3;NA;NA;NA;NA;NA;;;
Pipiza lugubris;6;5;13;34;120;NA;NA;-0.0443704505395325;-0.0402348688827151;-0.0689311363365535;;;
Pipiza luteibarba;0;0;0;1;1;NA;NA;NA;NA;NA;;;
Pipiza luteitarsis;5;5;21;57;100;NA;NA;-0.0263580355194059;NA;-0.0212324515592508;;;
Pipiza noctiluca;25;28;96;331;906;0.0416275951220177;-0.0172161574978443;-0.00765594160198895;0.0109322803753852;-0.030477971032872;;;
Pipiza notata;7;8;75;162;326;NA;NA;NA;NA;NA;;;
Pipiza quadrimaculata;12;22;151;336;717;NA;NA;NA;NA;NA;;;Alp
Pipizella annulata;0;0;2;75;41;0.266665633980745;0.0551421406746489;0.256585342581319;NA;-0.0115672395171744;;;
Pipizella bispina;0;0;0;9;5;NA;-0.130315579751658;NA;NA;NA;;;
Pipizella brevis;0;0;0;0;7;NA;NA;NA;NA;NA;;;
Pipizella calabra;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Pipizella divicoi;0;0;1;118;79;-0.0563834579090919;0.240743373973449;0.0787984210716173;NA;0.0479200920565731;;;
Pipizella lyneborgi;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Pipizella maculipennis;0;6;6;88;33;0.00640050799247407;-0.000450959761766813;-0.0372037101240164;NA;-0.0468743511599625;;;
Pipizella mongolorum;0;0;0;0;4;NA;NA;NA;NA;NA;;;
Pipizella nigriana;0;0;0;3;26;NA;0.484862116044315;NA;NA;NA;;;
Pipizella pennina;0;0;0;1;7;NA;NA;NA;NA;NA;;;
Pipizella siciliana;0;0;0;0;3;NA;NA;NA;NA;NA;;;
Pipizella speighti;0;2;5;54;6;NA;NA;NA;NA;NA;;;Alp
Pipizella viduata;23;8;76;307;2302;-0.0213787038759756;-0.00204916463039174;0.0620015734486497;0.0577729533310232;0.0188042135518905;;;
Pipizella virens;12;32;7;125;127;0.023905813320845;-0.00476233985400265;-0.0425950969171823;NA;-0.0633893883475565;;;
Pipizella zeneggenensis;0;0;3;61;54;NA;NA;NA;NA;NA;;;
Pipizella zloti;0;0;0;17;8;NA;NA;NA;NA;0.00302365698035309;;;
Platycheirus abruzzensis;0;0;0;0;1;NA;NA;NA;NA;NA;;;Alp
Platycheirus albimanus;17;33;561;833;10702;NA;NA;NA;NA;NA;;;
Platycheirus ambiguus;1;0;1;17;19;NA;NA;NA;NA;NA;;;
