Genus,Species,TAXON,European_Category,Taxa_group
Hylaeus,kahri,Hylaeus kahri,LC,Bees
Andrena,atrata,Andrena atrata,DD,Bees
Andrena,figurata,Andrena figurata,LC,Bees
Andrena,spolata,Andrena spolata,NA,Bees
Hylaeus,signatus,Hylaeus signatus,LC,Bees
Andrena,quadrimaculata,Andrena quadrimaculata,NT,Bees
Andrena,ehnbergi,Andrena ehnbergi,NA,Bees
Andrena,villipes,Andrena villipes,LC,Bees
Andrena,producta,Andrena producta,DD,Bees
Andrena,tiaretta,Andrena tiaretta,DD,Bees
Andrena,falsifica,Andrena falsifica,LC,Bees
Andrena,fucata,Andrena fucata,LC,Bees
Andrena,humabilis,Andrena humabilis,DD,Bees
Andrena,fumida,Andrena fumida,LC,Bees
Andrena,nigroviridula,Andrena nigroviridula,LC,Bees
Hylaeus,gredleri,Hylaeus gredleri,LC,Bees
Andrena,numida,Andrena numida,DD,Bees
Andrena,pyropygia,Andrena pyropygia,LC,Bees
Nomada,fabriciana,Nomada fabriciana,LC,Bees
Hylaeus,pfankuchi,Hylaeus pfankuchi,LC,Bees
Andrena,exquisita,Andrena exquisita,NT,Bees
Osmia,pilicornis,Osmia pilicornis,LC,Bees
Andrena,lagopus,Andrena lagopus,LC,Bees
Megachile,opacifrons,Megachile opacifrons,LC,Bees
Andrena,erberi,Andrena erberi,LC,Bees
Hylaeus,cardioscapus,Hylaeus cardioscapus,LC,Bees
Andrena,albopunctata,Andrena albopunctata,LC,Bees
Andrena,asperrima,Andrena asperrima,LC,Bees
Andrena,cinereophila,Andrena cinereophila,LC,Bees
Andrena,forsterella,Andrena forsterella,LC,Bees
Nomada,arrogans,Nomada arrogans,EN,Bees
Andrena,tuberculifera,Andrena tuberculifera,NA,Bees
Andrena,florivaga,Andrena florivaga,LC,Bees
Andrena,mocsaryi,Andrena mocsaryi,LC,Bees
Andrena,wilkella,Andrena wilkella,LC,Bees
Anthophora,dalmatica,Anthophora dalmatica,LC,Bees
Andrena,vaulogeri,Andrena vaulogeri,NT,Bees
Andrena,bellidis,Andrena bellidis,LC,Bees
Andrena,tunetana,Andrena tunetana,LC,Bees
Andrena,leptopyga,Andrena leptopyga,LC,Bees
Andrena,gordia,Andrena gordia,DD,Bees
Andrena,agnata,Andrena agnata,DD,Bees
Andrena,polita,Andrena polita,LC,Bees
Andrena,fuscocalcarata,Andrena fuscocalcarata,NA,Bees
Andrena,apiformis,Andrena apiformis,DD,Bees
Hylaeus,imparilis,Hylaeus imparilis,LC,Bees
Andrena,vetula,Andrena vetula,LC,Bees
Andrena,bimaculata,Andrena bimaculata,LC,Bees
Andrena,limata,Andrena limata,LC,Bees
Hylaeus,glacialis,Hylaeus glacialis,EN,Bees
Andrena,pandosa,Andrena pandosa,DD,Bees
Andrena,schmiedeknechti,Andrena schmiedeknechti,LC,Bees
Cubiandrena,cubiceps,Cubiandrena cubiceps,DD,Bees
Andrena,alluaudi,Andrena alluaudi,LC,Bees
Andrena,verticalis,Andrena verticalis,LC,Bees
Andrena,apicata,Andrena apicata,LC,Bees
Andrena,fuscipes,Andrena fuscipes,LC,Bees
Andrena,rhyssonota,Andrena rhyssonota,LC,Bees
Andrena,lindbergella,Andrena lindbergella,EN,Bees
Andrena,icterina,Andrena icterina,LC,Bees
Andrena,cilissaeformis,Andrena cilissaeformis,LC,Bees
Andrena,microthorax,Andrena microthorax,NA,Bees
Andrena,barbilabris,Andrena barbilabris,LC,Bees
Andrena,potentillae,Andrena potentillae,NT,Bees
Andrena,pallidicincta,Andrena pallidicincta,LC,Bees
Andrena,compta,Andrena compta,VU,Bees
Andrena,helvola,Andrena helvola,LC,Bees
Andrena,longibarbis,Andrena longibarbis,LC,Bees
Andrena,kamarti,Andrena kamarti,DD,Bees
Megachile,hungarica,Megachile hungarica,DD,Bees
Hylaeus,leptocephalus,Hylaeus leptocephalus,LC,Bees
Hylaeus,paulus,Hylaeus paulus,LC,Bees
Andrena,nasuta,Andrena nasuta,NT,Bees
Andrena,aberrans,Andrena aberrans,VU,Bees
Andrena,rhenana,Andrena rhenana,LC,Bees
Andrena,boyerella,Andrena boyerella,CR,Bees
Nomada,piccioliana,Nomada piccioliana,LC,Bees
Andrena,nanula,Andrena nanula,NT,Bees
Andrena,gravida,Andrena gravida,LC,Bees
Andrena,orbitalis,Andrena orbitalis,LC,Bees
Hylaeus,trinotatus,Hylaeus trinotatus,LC,Bees
Andrena,dargia,Andrena dargia,DD,Bees
Andrena,dorsalis,Andrena dorsalis,LC,Bees
Andrena,corax,Andrena corax,LC,Bees
Megachile,lagopoda,Megachile lagopoda,LC,Bees
Hylaeus,sinuatus,Hylaeus sinuatus,LC,Bees
Nomada,noskiewiczi,Nomada noskiewiczi,EN,Bees
Andrena,hypopolia,Andrena hypopolia,LC,Bees
Andrena,floricola,Andrena floricola,NT,Bees
Andrena,clarkella,Andrena clarkella,LC,Bees
Andrena,isis,Andrena isis,NA,Bees
Andrena,ampla,Andrena ampla,LC,Bees
Hylaeus,lineolatus,Hylaeus lineolatus,LC,Bees
Hylaeus,brachycephalus,Hylaeus brachycephalus,LC,Bees
Andrena,wilhelmi,Andrena wilhelmi,LC,Bees
Hylaeus,soror,Hylaeus soror,LC,Bees
Andrena,thomsonii,Andrena thomsonii,DD,Bees
Andrena,senecionis,Andrena senecionis,LC,Bees
Hylaeus,brevicornis,Hylaeus brevicornis,LC,Bees
Andrena,tenuiformis,Andrena tenuiformis,DD,Bees
Andrena,clusia,Andrena clusia,CR,Bees
Hylaeus,tyrolensis,Hylaeus tyrolensis,LC,Bees
Andrena,symphyti,Andrena symphyti,LC,Bees
Nomada,ferruginata,Nomada ferruginata,LC,Bees
Andrena,soror,Andrena soror,EN,Bees
Andrena,doursana,Andrena doursana,LC,Bees
Hylaeus,punctulatissimus,Hylaeus punctulatissimus,LC,Bees
Andrena,hyacinthina,Andrena hyacinthina,LC,Bees
Hylaeus,coriaceus,Hylaeus coriaceus,LC,Bees
Andrena,troodica,Andrena troodica,CR,Bees
Andrena,nitidiuscula,Andrena nitidiuscula,LC,Bees
Andrena,hedikae,Andrena hedikae,LC,Bees
Andrena,impunctata,Andrena impunctata,LC,Bees
Andrena,gamskrucki,Andrena gamskrucki,DD,Bees
Hylaeus,trifidus,Hylaeus trifidus,LC,Bees
Andrena,schulzi,Andrena schulzi,LC,Bees
Nomada,ariasi,Nomada ariasi,NT,Bees
Andrena,congruens,Andrena congruens,DD,Bees
Andrena,incisa,Andrena incisa,CR,Bees
Andrena,miegiella,Andrena miegiella,LC,Bees
Andrena,alfkenelloides,Andrena alfkenelloides,LC,Bees
Osmia,moreensis,Osmia moreensis,LC,Bees
Andrena,leucopsis,Andrena leucopsis,LC,Bees
Andrena,fulvida,Andrena fulvida,NT,Bees
Andrena,haemorrhoa,Andrena haemorrhoa,LC,Bees
Andrena,cineraria,Andrena cineraria,LC,Bees
Andrena,athenensis,Andrena athenensis,LC,Bees
Andrena,praecox,Andrena praecox,LC,Bees
Andrena,tringa,Andrena tringa,LC,Bees
Andrena,ebmerella,Andrena ebmerella,DD,Bees
Hoplitis,peniculifera,Hoplitis peniculifera,DD,Bees
Colletes,sidemii,Colletes sidemii,NA,Bees
Andrena,asperula,Andrena asperula,DD,Bees
Andrena,capillosa,Andrena capillosa,DD,Bees
Andrena,limonii,Andrena limonii,DD,Bees
Andrena,rudolfae,Andrena rudolfae,DD,Bees
Andrena,rugulosella,Andrena rugulosella,DD,Bees
Epeolus,intermedius,Epeolus intermedius,LC,Bees
Epeolus,transitorius,Epeolus transitorius,DD,Bees
Andrena,flavilabris,Andrena flavilabris,DD,Bees
Andrena,fulvicornis,Andrena fulvicornis,LC,Bees
Andrena,discors,Andrena discors,LC,Bees
Andrena,tibialis,Andrena tibialis,LC,Bees
Andrena,assimilis,Andrena assimilis,LC,Bees
Andrena,scotica,Andrena scotica,LC,Bees
Andrena,griseobalteata,Andrena griseobalteata,LC,Bees
Andrena,chrysosceles,Andrena chrysosceles,LC,Bees
Andrena,biguttata,Andrena biguttata,LC,Bees
Andrena,rhypara,Andrena rhypara,NA,Bees
Andrena,russula,Andrena russula,LC,Bees
Hylaeus,hyalinatus,Hylaeus hyalinatus,LC,Bees
Andrena,acerba,Andrena acerba,DD,Bees
Andrena,aegypticola,Andrena aegypticola,NT,Bees
Andrena,afzeliella,Andrena afzeliella,LC,Bees
Andrena,amieti,Andrena amieti,LC,Bees
Andrena,asiatica,Andrena asiatica,NA,Bees
Andrena,baetica,Andrena baetica,LC,Bees
Andrena,crepidis,Andrena crepidis,DD,Bees
Andrena,curtivalvis,Andrena curtivalvis,NA,Bees
Andrena,falcinella,Andrena falcinella,DD,Bees
Andrena,fuligula,Andrena fuligula,NA,Bees
Andrena,garrula,Andrena garrula,DD,Bees
Andrena,hebescens,Andrena hebescens,DD,Bees
Andrena,henotica,Andrena henotica,NA,Bees
Andrena,lavandulae,Andrena lavandulae,LC,Bees
Andrena,kocoureki,Andrena kocoureki,DD,Bees
Andrena,larisana,Andrena larisana,NT,Bees
Andrena,laurivora,Andrena laurivora,DD,Bees
Andrena,limosa,Andrena limosa,DD,Bees
Andrena,lusitania,Andrena lusitania,LC,Bees
Andrena,melacana,Andrena melacana,LC,Bees
Andrena,nitidemula,Andrena nitidemula,NA,Bees
Andrena,oedicnema,Andrena oedicnema,NA,Bees
Andrena,omnilaevis,Andrena omnilaevis,LC,Bees
Andrena,querquedula,Andrena querquedula,DD,Bees
Andrena,rotundilabris,Andrena rotundilabris,NA,Bees
Andrena,semiflava,Andrena semiflava,NA,Bees
Andrena,ulula,Andrena ulula,NA,Bees
Andrena,walishanovi,Andrena walishanovi,DD,Bees
Panurginus,corpanus,Panurginus corpanus,NA,Bees
Panurginus,turcomanicus,Panurginus turcomanicus,NA,Bees
Panurgus,oblitus,Panurgus oblitus,NA,Bees
Hylaeus,hyrcanius,Hylaeus hyrcanius,NA,Bees
Andrena,fallax,Andrena fallax,NT,Bees
Andrena,proxima,Andrena proxima,LC,Bees
Andrena,abbreviata,Andrena abbreviata,LC,Bees
Andrena,bicolor,Andrena bicolor,LC,Bees
Andrena,eversmanniana,Andrena eversmanniana,DD,Bees
Andrena,ovatula,Andrena ovatula,LC,Bees
Andrena,ovata,Andrena ovata,LC,Bees
Andrena,portosanctana,Andrena portosanctana,DD,Bees
Andrena,vocifera,Andrena vocifera,LC,Bees
Panurginus,alticolus,Panurginus alticolus,NA,Bees
Andrena,nigrospina,Andrena nigrospina,LC,Bees
Andrena,pilipes,Andrena pilipes,LC,Bees
Nomada,corcyraea,Nomada corcyraea,NT,Bees
Andrena,alma,Andrena alma,LC,Bees
Andrena,mariana,Andrena mariana,NA,Bees
Andrena,marginata,Andrena marginata,VU,Bees
Andrena,inconstans,Andrena inconstans,EN,Bees
Andrena,nigropilosa,Andrena nigropilosa,LC,Bees
Andrena,spreta,Andrena spreta,LC,Bees
Andrena,limbata,Andrena limbata,LC,Bees
Andrena,morio,Andrena morio,LC,Bees
Eucera,punctatissima,Eucera punctatissima,DD,Bees
Colletes,anceps,Colletes anceps,DD,Bees
Colletes,kozlovi,Colletes kozlovi,DD,Bees
Colletes,wacki,Colletes wacki,NA,Bees
Andrena,poupillieri,Andrena poupillieri,LC,Bees
Hylaeus,purpurissatus,Hylaeus purpurissatus,LC,Bees
Andrena,taedium,Andrena taedium,DD,Bees
Andrena,niveata,Andrena niveata,NT,Bees
Andrena,fulvago,Andrena fulvago,LC,Bees
Andrena,pareklisiae,Andrena pareklisiae,NT,Bees
Andrena,alfkenella,Andrena alfkenella,LC,Bees
Andrena,crecca,Andrena crecca,LC,Bees
Andrena,minutuloides,Andrena minutuloides,LC,Bees
Ceylalictus,variegatus,Ceylalictus variegatus,LC,Bees
Halictus,alfkenellus,Halictus alfkenellus,DD,Bees
Halictus,asperulus,Halictus asperulus,LC,Bees
Halictus,brunnescens,Halictus brunnescens,LC,Bees
Seladonia,cephalica,Seladonia cephalica,LC,Bees
Halictus,cochlearitarsis,Halictus cochlearitarsis,LC,Bees
Seladonia,confusa,Seladonia confusa,LC,Bees
Halictus,consobrinus,Halictus consobrinus,NA,Bees
Halictus,constantinensis,Halictus constantinensis,NA,Bees
Seladonia,cyprica,Seladonia cyprica,NA,Bees
Halictus,fatsensis,Halictus fatsensis,LC,Bees
Halictus,fulvipes,Halictus fulvipes,LC,Bees
Seladonia,gavarnica,Seladonia gavarnica,LC,Bees
Seladonia,gemmea,Seladonia gemmea,LC,Bees
Halictus,graecus,Halictus graecus,NT,Bees
Halictus,grossellus,Halictus grossellus,DD,Bees
Seladonia,kessleri,Seladonia kessleri,LC,Bees
Seladonia,leucahenea,Seladonia leucahenea,LC,Bees
Halictus,luganicus,Halictus luganicus,NA,Bees
Halictus,maculatus,Halictus maculatus,LC,Bees
Seladonia,mucorea,Seladonia mucorea,VU,Bees
Halictus,patellatus,Halictus patellatus,LC,Bees
Seladonia,pollinosa,Seladonia pollinosa,LC,Bees
Seladonia,pseudomucorea,Seladonia pseudomucorea,NA,Bees
Halictus,quadricinctus,Halictus quadricinctus,LC,Bees
Halictus,resurgens,Halictus resurgens,LC,Bees
Halictus,rubicundus,Halictus rubicundus,LC,Bees
Halictus,rufipes,Halictus rufipes,NA,Bees
Halictus,sajoi,Halictus sajoi,LC,Bees
Halictus,scabiosae,Halictus scabiosae,LC,Bees
Seladonia,seladonia,Seladonia seladonia,LC,Bees
Seladonia,semitecta,Seladonia semitecta,EN,Bees
Seladonia,semitica,Seladonia semitica,NA,Bees
Halictus,senilis,Halictus senilis,NA,Bees
Halictus,sexcinctus,Halictus sexcinctus,LC,Bees
Halictus,simplex,Halictus simplex,LC,Bees
Seladonia,subaurata,Seladonia subaurata,LC,Bees
Halictus,tetrazonianellus,Halictus tetrazonianellus,LC,Bees
Halictus,tetrazonius,Halictus tetrazonius,NT,Bees
Seladonia,tumulorum,Seladonia tumulorum,LC,Bees
Seladonia,vestita,Seladonia vestita,DD,Bees
Nomioides,deceptor,Nomioides deceptor,LC,Bees
Nomioides,facilis,Nomioides facilis,LC,Bees
Nomioides,fortunatus,Nomioides fortunatus,LC,Bees
Nomioides,minutissimus,Nomioides minutissimus,LC,Bees
Nomiapis,diversipes,Nomiapis diversipes,LC,Bees
Nomiapis,equestris,Nomiapis equestris,LC,Bees
Nomiapis,femoralis,Nomiapis femoralis,EN,Bees
Nomiapis,monstrosa,Nomiapis monstrosa,LC,Bees
Nomiapis,valga,Nomiapis valga,EN,Bees
Halictus,adjikenticus,Halictus adjikenticus,EN,Bees
Halictus,minor,Halictus minor,NA,Bees
Seladonia,tuberculata,Seladonia tuberculata,NA,Bees
Halictus,compressus,Halictus compressus,LC,Bees
Osmia,hellados,Osmia hellados,LC,Bees
Coelioxys,acanthopyga,Coelioxys acanthopyga,VU,Bees
Paradioxys,pannonicus,Paradioxys pannonicus,VU,Bees
Dioxys,ardens,Dioxys ardens,NA,Bees
Metadioxys,graecus,Metadioxys graecus,DD,Bees
Heriades,clavicornis,Heriades clavicornis,NA,Bees
Megachile,albisecta,Megachile albisecta,LC,Bees
Icteranthidium,cimbiciforme,Icteranthidium cimbiciforme,CR,Bees
Stenoheriades,asiatica,Stenoheriades asiatica,NA,Bees
Lithurgus,chrysurus,Lithurgus chrysurus,LC,Bees
Stelis,aegyptiaca,Stelis aegyptiaca,NA,Bees
Systropha,curvicornis,Systropha curvicornis,LC,Bees
Trachusa,byssina,Trachusa byssina,LC,Bees
Ensliniana,bidentata,Ensliniana bidentata,LC,Bees
Aglaoapis,tridentata,Aglaoapis tridentata,LC,Bees
Sphecodes,albilabris,Sphecodes albilabris,LC,Bees
Haetosmia,circumventa,Haetosmia circumventa,LC,Bees
Pseudoanthidium,alpinum,Pseudoanthidium alpinum,DD,Bees
Hofferia,schmiedeknechti,Hofferia schmiedeknechti,LC,Bees
Thrincohalictus,prognathus,Thrincohalictus prognathus,NA,Bees
Eoanthidium,clypeare,Eoanthidium clypeare,NT,Bees
Rhodanthidium,acuminatum,Rhodanthidium acuminatum,DD,Bees
Lasioglossum,aegyptiellum,Lasioglossum aegyptiellum,LC,Bees
Chelostoma,campanularum,Chelostoma campanularum,LC,Bees
Anthidium,cingulatum,Anthidium cingulatum,NT,Bees
Rophites,algirus,Rophites algirus,LC,Bees
Protosmia,monstrosa,Protosmia monstrosa,LC,Bees
Osmia,apicata,Osmia apicata,LC,Bees
Heriades,labiata,Heriades labiata,NA,Bees
Lasioglossum,strictifrons,Lasioglossum strictifrons,NT,Bees
Osmia,heteracantha,Osmia heteracantha,LC,Bees
Sphecodes,ruficrus,Sphecodes ruficrus,LC,Bees
Rophites,quinquespinosus,Rophites quinquespinosus,VU,Bees
Lasioglossum,callizonium,Lasioglossum callizonium,LC,Bees
Megachile,manicata,Megachile manicata,DD,Bees
Lasioglossum,annulipes,Lasioglossum annulipes,NA,Bees
Lasioglossum,subaenescens,Lasioglossum subaenescens,NT,Bees
Lasioglossum,buccale,Lasioglossum buccale,NT,Bees
Hoplitis,idaensis,Hoplitis idaensis,NA,Bees
Sphecodes,nomioidis,Sphecodes nomioidis,LC,Bees
Lasioglossum,debilior,Lasioglossum debilior,NA,Bees
Lasioglossum,lucidulum,Lasioglossum lucidulum,LC,Bees
Anthidium,oblongatum,Anthidium oblongatum,LC,Bees
Osmia,bicornis,Osmia bicornis,LC,Bees
Lasioglossum,bicallosum,Lasioglossum bicallosum,DD,Bees
Coelioxys,lanceolatus,Coelioxys lanceolatus,NT,Bees
Dioxys,pumilus,Dioxys pumilus,LC,Bees
Stelis,nasuta,Stelis nasuta,NT,Bees
Lasioglossum,mediterraneum,Lasioglossum mediterraneum,LC,Bees
Osmia,melanura,Osmia melanura,NT,Bees
Coelioxys,echinatus,Coelioxys echinatus,LC,Bees
Lasioglossum,hilare,Lasioglossum hilare,NA,Bees
Icteranthidium,grohmanni,Icteranthidium grohmanni,LC,Bees
Icteranthidium,laterale,Icteranthidium laterale,NT,Bees
Lasioglossum,albocinctum,Lasioglossum albocinctum,LC,Bees
Lasioglossum,phoenicurum,Lasioglossum phoenicurum,DD,Bees
Sphecodes,gibbus,Sphecodes gibbus,LC,Bees
Megachile,deceptoria,Megachile deceptoria,DD,Bees
Chelostoma,florisomne,Chelostoma florisomne,LC,Bees
Stelis,breviuscula,Stelis breviuscula,LC,Bees
Hoplitis,nitidula,Hoplitis nitidula,NA,Bees
Megachile,octosignata,Megachile octosignata,LC,Bees
Anthidium,florentinum,Anthidium florentinum,LC,Bees
Hoplitis,robusta,Hoplitis robusta,LC,Bees
Rhodanthidium,septemdentatum,Rhodanthidium septemdentatum,LC,Bees
Anthidium,taeniatum,Anthidium taeniatum,LC,Bees
Hoplitis,mitis,Hoplitis mitis,LC,Bees
Lasioglossum,glaciegenitum,Lasioglossum glaciegenitum,NA,Bees
Stelis,iugae,Stelis iugae,DD,Bees
Sphecodes,intermedius,Sphecodes intermedius,VU,Bees
Megachile,sicula,Megachile sicula,LC,Bees
Osmia,elegans,Osmia elegans,LC,Bees
Dufourea,inermis,Dufourea inermis,EN,Bees
Lasioglossum,rupestre,Lasioglossum rupestre,NA,Bees
Lasioglossum,laticeps,Lasioglossum laticeps,LC,Bees
Hoplitis,bicallosa,Hoplitis bicallosa,EN,Bees
Lasioglossum,marginellum,Lasioglossum marginellum,NT,Bees
Osmia,labialis,Osmia labialis,LC,Bees
Chelostoma,lucens,Chelostoma lucens,LC,Bees
Rhodanthidium,sticticum,Rhodanthidium sticticum,LC,Bees
Megachile,argentata,Megachile argentata,LC,Bees
Protosmia,paradoxa,Protosmia paradoxa,LC,Bees
Osmia,lunata,Osmia lunata,LC,Bees
Osmia,tergestensis,Osmia tergestensis,LC,Bees
Osmia,cyanoxantha,Osmia cyanoxantha,LC,Bees
Stelis,minuta,Stelis minuta,LC,Bees
Lasioglossum,montivolans,Lasioglossum montivolans,DD,Bees
Osmia,gallarum,Osmia gallarum,LC,Bees
Osmia,niveata,Osmia niveata,LC,Bees
Lasioglossum,nitidulum,Lasioglossum nitidulum,LC,Bees
Sphecodes,reticulatus,Sphecodes reticulatus,LC,Bees
Lasioglossum,angusticeps,Lasioglossum angusticeps,NT,Bees
Hoplitis,haemi,Hoplitis haemi,DD,Bees
Lasioglossum,mesosclerum,Lasioglossum mesosclerum,LC,Bees
Osmia,viridana,Osmia viridana,LC,Bees
Osmia,alfkenii,Osmia alfkenii,NA,Bees
Sphecodes,niger,Sphecodes niger,LC,Bees
Lasioglossum,lativentre,Lasioglossum lativentre,LC,Bees
Lasioglossum,marginatum,Lasioglossum marginatum,LC,Bees
Lasioglossum,malachurum,Lasioglossum malachurum,LC,Bees
Coelioxys,afer,Coelioxys afer,LC,Bees
Lasioglossum,transitorium,Lasioglossum transitorium,LC,Bees
Osmia,submicans,Osmia submicans,LC,Bees
Sphecodes,hyalinatus,Sphecodes hyalinatus,LC,Bees
Osmia,ferruginea,Osmia ferruginea,LC,Bees
Hoplitis,grumi,Hoplitis grumi,NA,Bees
Lasioglossum,puncticolle,Lasioglossum puncticolle,LC,Bees
Protosmia,tiflensis,Protosmia tiflensis,LC,Bees
Hoplitis,dalmatica,Hoplitis dalmatica,LC,Bees
Sphecodes,ferruginatus,Sphecodes ferruginatus,LC,Bees
Osmia,olgae,Osmia olgae,NA,Bees
Lasioglossum,salinum,Lasioglossum salinum,NA,Bees
Lithurgus,cornutus,Lithurgus cornutus,LC,Bees
Lasioglossum,bischoffi,Lasioglossum bischoffi,LC,Bees
Sphecodes,ephippius,Sphecodes ephippius,LC,Bees
Osmia,bidentata,Osmia bidentata,LC,Bees
Hoplitis,quinquespinosa,Hoplitis quinquespinosa,NA,Bees
Anthidium,undulatiforme,Anthidium undulatiforme,LC,Bees
Lasioglossum,soror,Lasioglossum soror,LC,Bees
Stelis,gigantea,Stelis gigantea,NA,Bees
Osmia,scutellaris,Osmia scutellaris,LC,Bees
Osmia,nasoproducta,Osmia nasoproducta,LC,Bees
Hoplitis,laevifrons,Hoplitis laevifrons,LC,Bees
Sphecodes,pinguiculus,Sphecodes pinguiculus,EN,Bees
Trachusa,dumerlei,Trachusa dumerlei,LC,Bees
Osmia,latreillei,Osmia latreillei,LC,Bees
Sphecodes,pseudofasciatus,Sphecodes pseudofasciatus,LC,Bees
Megachile,nigriventris,Megachile nigriventris,LC,Bees
Pseudoanthidium,nanum,Pseudoanthidium nanum,LC,Bees
Hoplitis,mollis,Hoplitis mollis,NA,Bees
Sphecodes,spinulosus,Sphecodes spinulosus,NT,Bees
Protosmia,sideritis,Protosmia sideritis,LC,Bees
Stelis,scutellaris,Stelis scutellaris,DD,Bees
Hoplitis,pulchella,Hoplitis pulchella,NA,Bees
Protosmia,glutinosa,Protosmia glutinosa,LC,Bees
Megachile,ericetorum,Megachile ericetorum,LC,Bees
Osmia,nasuta,Osmia nasuta,LC,Bees
Hoplitis,mocsaryi,Hoplitis mocsaryi,LC,Bees
Osmia,croatica,Osmia croatica,LC,Bees
Osmia,jason,Osmia jason,LC,Bees
Dufourea,dentiventris,Dufourea dentiventris,NT,Bees
Coelioxys,inermis,Coelioxys inermis,LC,Bees
Coelioxys,alatus,Coelioxys alatus,LC,Bees
Megachile,pyrenaica,Megachile pyrenaica,LC,Bees
Hoplitis,benoisti,Hoplitis benoisti,LC,Bees
Chelostoma,diodon,Chelostoma diodon,LC,Bees
Lasioglossum,maurusium,Lasioglossum maurusium,NT,Bees
Dioxys,moestus,Dioxys moestus,LC,Bees
Osmia,subcornuta,Osmia subcornuta,LC,Bees
Lasioglossum,samaricum,Lasioglossum samaricum,DD,Bees
Megachile,foersteri,Megachile foersteri,NA,Bees
Sphecodes,croaticus,Sphecodes croaticus,LC,Bees
Anthidiellum,strigatum,Anthidiellum strigatum,LC,Bees
Hoplitis,curvipes,Hoplitis curvipes,LC,Bees
Lasioglossum,pygmaeum,Lasioglossum pygmaeum,LC,Bees
Lasioglossum,haesitans,Lasioglossum haesitans,LC,Bees
Osmia,dives,Osmia dives,LC,Bees
Lasioglossum,sexmaculatum,Lasioglossum sexmaculatum,NT,Bees
Osmia,melanogaster,Osmia melanogaster,LC,Bees
Lasioglossum,aureolum,Lasioglossum aureolum,LC,Bees
Lasioglossum,bimaculatum,Lasioglossum bimaculatum,LC,Bees
Lasioglossum,littorale,Lasioglossum littorale,NT,Bees
Megachile,walkeri,Megachile walkeri,NA,Bees
Lasioglossum,subhirtum,Lasioglossum subhirtum,LC,Bees
Anthidium,spiniventre,Anthidium spiniventre,LC,Bees
Systropha,planidens,Systropha planidens,LC,Bees
Hoplitis,curtula,Hoplitis curtula,LC,Bees
Lithurgus,tibialis,Lithurgus tibialis,LC,Bees
Megachile,albonotata,Megachile albonotata,LC,Bees
Hoplitis,maritima,Hoplitis maritima,NA,Bees
Osmia,amathusica,Osmia amathusica,LC,Bees
Megachile,analis,Megachile analis,LC,Bees
Coelioxys,elsei,Coelioxys elsei,DD,Bees
Lasioglossum,musculoides,Lasioglossum musculoides,NA,Bees
Osmia,sybarita,Osmia sybarita,LC,Bees
Lasioglossum,corvinum,Lasioglossum corvinum,LC,Bees
Hoplitis,laboriosa,Hoplitis laboriosa,NA,Bees
Lasioglossum,subfasciatum,Lasioglossum subfasciatum,VU,Bees
Lasioglossum,euxinicum,Lasioglossum euxinicum,NA,Bees
Lasioglossum,bluethgeni,Lasioglossum bluethgeni,LC,Bees
Hoplitis,cristatula,Hoplitis cristatula,LC,Bees
Lasioglossum,laterale,Lasioglossum laterale,NT,Bees
Heriades,rubicola,Heriades rubicola,LC,Bees
Coelioxys,argenteus,Coelioxys argenteus,LC,Bees
Hoplitis,leucomelana,Hoplitis leucomelana,LC,Bees
Lasioglossum,erraticum,Lasioglossum erraticum,LC,Bees
Megachile,circumcincta,Megachile circumcincta,LC,Bees
Hoplitis,tridentata,Hoplitis tridentata,LC,Bees
Lasioglossum,perclavipes,Lasioglossum perclavipes,LC,Bees
Osmia,niveocincta,Osmia niveocincta,LC,Bees
Hoplitis,galbula,Hoplitis galbula,NA,Bees
Sphecodes,zangherii,Sphecodes zangherii,DD,Bees
Hoplitis,zaianorum,Hoplitis zaianorum,LC,Bees
Osmia,signata,Osmia signata,LC,Bees
Megachile,thevestensis,Megachile thevestensis,DD,Bees
Osmia,fallax,Osmia fallax,LC,Bees
Trachusa,laeviventris,Trachusa laeviventris,LC,Bees
Hoplitis,limassolica,Hoplitis limassolica,LC,Bees
Hoplitis,illyrica,Hoplitis illyrica,LC,Bees
Osmia,xanthomelana,Osmia xanthomelana,LC,Bees
Lasioglossum,articulare,Lasioglossum articulare,DD,Bees
Sphecodes,majalis,Sphecodes majalis,LC,Bees
Lasioglossum,pseudoplanulum,Lasioglossum pseudoplanulum,LC,Bees
Lasioglossum,leucozonium,Lasioglossum leucozonium,LC,Bees
Chelostoma,foveolatum,Chelostoma foveolatum,LC,Bees
Sphecodes,geoffrellus,Sphecodes geoffrellus,LC,Bees
Sphecodes,puncticeps,Sphecodes puncticeps,LC,Bees
Lasioglossum,aeratum,Lasioglossum aeratum,LC,Bees
Rhophitoides,canus,Rhophitoides canus,LC,Bees
Anthidium,undulatum,Anthidium undulatum,NT,Bees
Coelioxys,caudatus,Coelioxys caudatus,LC,Bees
Osmia,cinnabarina,Osmia cinnabarina,LC,Bees
Hoplitis,pici,Hoplitis pici,LC,Bees
Coelioxys,obtusispina,Coelioxys obtusispina,DD,Bees
Hoplitis,mazzuccoi,Hoplitis mazzuccoi,LC,Bees
Osmia,nigriventris,Osmia nigriventris,LC,Bees
Coelioxys,decipiens,Coelioxys decipiens,VU,Bees
Lasioglossum,leucopus,Lasioglossum leucopus,LC,Bees
Osmia,laticeps,Osmia laticeps,LC,Bees
Trachusa,pubescens,Trachusa pubescens,EN,Bees
