species
Hoplitis mocsaryi
Hoplitis monticola
Hoplitis nicolaei
Hoplitis obtusa
Hoplitis occidentalis
Hoplitis tenuispina
Hoplitis tigrina
Hoplitis tkalcuella
Hylaeus absolutus
Hylaeus brachycephalus
Hylaeus convergens
Hylaeus coriaceus
Hylaeus deceptorius
Hylaeus garrulus
Hylaeus hyperpunctatus
Hylaeus ibericus
Hylaeus penalaris
Hylaeus punctus
Hylaeus rubicola
Lasioglossum algericolellum
Lasioglossum apostoli
Lasioglossum bischoffi
Lasioglossum cristula
Lasioglossum dusmeti
Lasioglossum erraticum
Lasioglossum eurasicum
Lasioglossum kussariense
Lasioglossum limbelloides
Lasioglossum orihuelicum
Lasioglossum pseudocaspicum
Lasioglossum tschibuklinum
Lasioglossum vergilianum
Megachile apennina
Megachile giraudi
Megachile hungarica
Megachile leucomalla
Megachile montenegrensis
Megachile roeweri
Megachile semicircularis
Melecta fulgida
Melecta funeraria
Melitta kastiliensis
Melitta maura
Melitta murciana
Nomada blepharipes
Nomada confinis
Nomada cretensis
Nomada cypricola
Nomada ebmeri
Nomada eos
Nomada filicornis
Nomada flavigenis
Nomada hera
Nomada hungarica
Nomada immaculata
Nomada nausicaa
Nomada oculata
Nomada polemediana
Nomada serricornis
Nomada sicula
Nomada unica
Nomiapis equestris
Osmia cyanoxantha
Osmia dives
Osmia fallax
Osmia ferruginea
Osmia hellados
Osmia heteracantha
Osmia lunata
Osmia melanura
Osmia niveocincta
Osmia notata
Osmia teunisseni
Osmia uncicornis
Panurginus lactipennis
Panurginus schwarzi
Panurgus meridionalis
Panurgus siculus
Protosmia asensioi
Protosmia capitata
Protosmia montana
Protosmia sideritis
Pseudoanthidium reticulatum
Rophites hellenicus
Seladonia cephalica
Seladonia microcardia
Seladonia vestita
Sphecodes rubripes
Stelis annulata
Stelis simillima
Systropha grandimargo
Tetralonia iberica
Tetralonia pollinosa
Tetralonia strigata
Trachusa balcanica
Trachusa pubescens
