"","sample","Estimator","region_year","region_100","endYear","record_count"
"73","Ratlantic_Y1987",51.4763206876824,"Ratlantic_Y1987","atlantic",1987,6724
"74","Ratlantic_Y1988",68.0564866113731,"Ratlantic_Y1988","atlantic",1988,5332
"75","Ratlantic_Y1989",56.4552521626939,"Ratlantic_Y1989","atlantic",1989,4370
"76","Ratlantic_Y1990",69.8590168362826,"Ratlantic_Y1990","atlantic",1990,3034
"77","Ratlantic_Y1991",64.9831395031908,"Ratlantic_Y1991","atlantic",1991,3617
"78","Ratlantic_Y1992",52.7459397187983,"Ratlantic_Y1992","atlantic",1992,4861
"79","Ratlantic_Y1993",53.0224739255926,"Ratlantic_Y1993","atlantic",1993,4357
"80","Ratlantic_Y1994",53.5687351060876,"Ratlantic_Y1994","atlantic",1994,4544
"81","Ratlantic_Y1995",63.0827583500587,"Ratlantic_Y1995","atlantic",1995,3246
"82","Ratlantic_Y1996",58.8832408497981,"Ratlantic_Y1996","atlantic",1996,3897
"83","Ratlantic_Y1997",53.8062898603238,"Ratlantic_Y1997","atlantic",1997,6607
"84","Ratlantic_Y1998",41.7661376406302,"Ratlantic_Y1998","atlantic",1998,5929
"85","Ratlantic_Y1999",56.5250833599293,"Ratlantic_Y1999","atlantic",1999,5636
"86","Ratlantic_Y2000",65.3447525274014,"Ratlantic_Y2000","atlantic",2000,4227
"87","Ratlantic_Y2001",45.6177226856133,"Ratlantic_Y2001","atlantic",2001,6161
"88","Ratlantic_Y2002",55.6253878916477,"Ratlantic_Y2002","atlantic",2002,4720
"89","Ratlantic_Y2003",54.9401848719877,"Ratlantic_Y2003","atlantic",2003,4013
"90","Ratlantic_Y2004",55.4279160244135,"Ratlantic_Y2004","atlantic",2004,3654
"91","Ratlantic_Y2005",64.1699457573559,"Ratlantic_Y2005","atlantic",2005,4774
"92","Ratlantic_Y2006",66.3656567204032,"Ratlantic_Y2006","atlantic",2006,5416
"93","Ratlantic_Y2007",59.7824176154284,"Ratlantic_Y2007","atlantic",2007,6389
"94","Ratlantic_Y2008",47.2130416553968,"Ratlantic_Y2008","atlantic",2008,8304
"95","Ratlantic_Y2009",48.7992585674275,"Ratlantic_Y2009","atlantic",2009,12105
"96","Ratlantic_Y2010",63.6538093972825,"Ratlantic_Y2010","atlantic",2010,11629
"97","Ratlantic_Y2011",55.8316832931426,"Ratlantic_Y2011","atlantic",2011,13448
"98","Ratlantic_Y2012",55.6734424919812,"Ratlantic_Y2012","atlantic",2012,15495
"99","Ratlantic_Y2013",48.8440123730234,"Ratlantic_Y2013","atlantic",2013,18141
"100","Ratlantic_Y2014",44.3948356290221,"Ratlantic_Y2014","atlantic",2014,22197
"101","Ratlantic_Y2015",47.930168545795,"Ratlantic_Y2015","atlantic",2015,19075
"102","Ratlantic_Y2016",39.8654322214725,"Ratlantic_Y2016","atlantic",2016,23546
"103","Ratlantic_Y2017",45.3388403953709,"Ratlantic_Y2017","atlantic",2017,23037
"104","Ratlantic_Y2018",46.6592858956692,"Ratlantic_Y2018","atlantic",2018,30225
"105","Ratlantic_Y2019",41.3767426047456,"Ratlantic_Y2019","atlantic",2019,45195
"106","Ratlantic_Y2020",37.8137368633356,"Ratlantic_Y2020","atlantic",2020,65362
"107","Rboreal_Y1966",71.1130691039099,"Rboreal_Y1966","boreal",1966,395
"108","Rboreal_Y1967",79.2892937833303,"Rboreal_Y1967","boreal",1967,212
"109","Rboreal_Y1969",78.0759336861576,"Rboreal_Y1969","boreal",1969,302
"110","Rboreal_Y1975",87.5479966978539,"Rboreal_Y1975","boreal",1975,208
"111","Rboreal_Y1976",78.996516748667,"Rboreal_Y1976","boreal",1976,418
"112","Rboreal_Y1978",68.9294835602552,"Rboreal_Y1978","boreal",1978,268
"113","Rboreal_Y1979",69.0941414257848,"Rboreal_Y1979","boreal",1979,308
"114","Rboreal_Y1980",77.1881399703139,"Rboreal_Y1980","boreal",1980,256
"115","Rboreal_Y1981",77.8535918882392,"Rboreal_Y1981","boreal",1981,244
"116","Rboreal_Y1982",76.6094935326045,"Rboreal_Y1982","boreal",1982,331
"117","Rboreal_Y1983",73.8440759060472,"Rboreal_Y1983","boreal",1983,401
"118","Rboreal_Y1984",71.959691285655,"Rboreal_Y1984","boreal",1984,295
"119","Rboreal_Y1985",84.4264376017022,"Rboreal_Y1985","boreal",1985,331
"120","Rboreal_Y1986",90.9968574132487,"Rboreal_Y1986","boreal",1986,486
"121","Rboreal_Y1988",67.0708833321102,"Rboreal_Y1988","boreal",1988,273
"122","Rboreal_Y1989",78.7017709094117,"Rboreal_Y1989","boreal",1989,208
"123","Rboreal_Y1990",88.0720317516283,"Rboreal_Y1990","boreal",1990,385
"124","Rboreal_Y1991",71.4050278095098,"Rboreal_Y1991","boreal",1991,211
"125","Rboreal_Y1993",66.3410353706215,"Rboreal_Y1993","boreal",1993,220
"126","Rboreal_Y1994",65.5264451134142,"Rboreal_Y1994","boreal",1994,396
"127","Rboreal_Y1995",71.3806148935744,"Rboreal_Y1995","boreal",1995,291
"128","Rboreal_Y1996",82.4989665429503,"Rboreal_Y1996","boreal",1996,359
"129","Rboreal_Y1997",85.4191188943419,"Rboreal_Y1997","boreal",1997,413
"130","Rboreal_Y1998",87.0857673696234,"Rboreal_Y1998","boreal",1998,450
"131","Rboreal_Y1999",98.5251548365992,"Rboreal_Y1999","boreal",1999,789
"132","Rboreal_Y2000",83.0195191405816,"Rboreal_Y2000","boreal",2000,655
"133","Rboreal_Y2001",81.0985050873187,"Rboreal_Y2001","boreal",2001,899
"134","Rboreal_Y2002",84.4964963438699,"Rboreal_Y2002","boreal",2002,1261
"135","Rboreal_Y2003",90.1578535634091,"Rboreal_Y2003","boreal",2003,1642
"136","Rboreal_Y2004",87.2033524718815,"Rboreal_Y2004","boreal",2004,1913
"137","Rboreal_Y2005",91.1206592030391,"Rboreal_Y2005","boreal",2005,2676
"138","Rboreal_Y2006",96.1858579203591,"Rboreal_Y2006","boreal",2006,1827
"139","Rboreal_Y2007",91.780301480494,"Rboreal_Y2007","boreal",2007,2839
"140","Rboreal_Y2008",92.7828012488,"Rboreal_Y2008","boreal",2008,2775
"141","Rboreal_Y2009",91.6872381175862,"Rboreal_Y2009","boreal",2009,3007
"142","Rboreal_Y2010",93.8088257450931,"Rboreal_Y2010","boreal",2010,3135
"143","Rboreal_Y2011",93.3561724261826,"Rboreal_Y2011","boreal",2011,1792
"144","Rboreal_Y2012",84.4562275480865,"Rboreal_Y2012","boreal",2012,2381
"145","Rboreal_Y2013",85.2867905936233,"Rboreal_Y2013","boreal",2013,2130
"146","Rboreal_Y2014",81.9991629127232,"Rboreal_Y2014","boreal",2014,2292
"147","Rboreal_Y2015",90.3248691267188,"Rboreal_Y2015","boreal",2015,2053
"148","Rboreal_Y2016",89.0178545645447,"Rboreal_Y2016","boreal",2016,2146
"149","Rboreal_Y2017",87.7065225660474,"Rboreal_Y2017","boreal",2017,1535
"150","Rboreal_Y2018",88.6346507763917,"Rboreal_Y2018","boreal",2018,2440
"151","Rboreal_Y2019",89.149203423569,"Rboreal_Y2019","boreal",2019,1532
"152","Rboreal_Y2020",84.4895232913766,"Rboreal_Y2020","boreal",2020,2002
"153","Rcontinental_Y1955",73.1012460730759,"Rcontinental_Y1955","continental",1955,212
"154","Rcontinental_Y1979",75.9050661915957,"Rcontinental_Y1979","continental",1979,351
"155","Rcontinental_Y1980",47.7062947525743,"Rcontinental_Y1980","continental",1980,365
"156","Rcontinental_Y1981",64.2396745204024,"Rcontinental_Y1981","continental",1981,312
"157","Rcontinental_Y1982",75.1996633964565,"Rcontinental_Y1982","continental",1982,517
"158","Rcontinental_Y1983",86.9641660919668,"Rcontinental_Y1983","continental",1983,615
"159","Rcontinental_Y1984",75.2180431084972,"Rcontinental_Y1984","continental",1984,522
"160","Rcontinental_Y1985",95.8082223492221,"Rcontinental_Y1985","continental",1985,1298
"161","Rcontinental_Y1986",101.472009537952,"Rcontinental_Y1986","continental",1986,2310
"162","Rcontinental_Y1987",100.724371870472,"Rcontinental_Y1987","continental",1987,1147
"163","Rcontinental_Y1988",84.5326646447942,"Rcontinental_Y1988","continental",1988,1640
"164","Rcontinental_Y1989",94.5205919108684,"Rcontinental_Y1989","continental",1989,1333
"165","Rcontinental_Y1990",68.5888432791966,"Rcontinental_Y1990","continental",1990,605
"166","Rcontinental_Y1991",107.50707770572,"Rcontinental_Y1991","continental",1991,1062
"167","Rcontinental_Y1992",88.3345246613476,"Rcontinental_Y1992","continental",1992,919
"168","Rcontinental_Y1993",98.7471388408502,"Rcontinental_Y1993","continental",1993,1259
"169","Rcontinental_Y1994",93.1012310709078,"Rcontinental_Y1994","continental",1994,1477
"170","Rcontinental_Y1995",116.054920425021,"Rcontinental_Y1995","continental",1995,508
"171","Rcontinental_Y1996",117.37452454883,"Rcontinental_Y1996","continental",1996,836
"172","Rcontinental_Y1997",97.1755655356383,"Rcontinental_Y1997","continental",1997,996
"173","Rcontinental_Y1998",86.705223693168,"Rcontinental_Y1998","continental",1998,853
"174","Rcontinental_Y1999",63.978591801424,"Rcontinental_Y1999","continental",1999,946
"175","Rcontinental_Y2000",71.9963634229066,"Rcontinental_Y2000","continental",2000,1495
"176","Rcontinental_Y2001",82.1104123094031,"Rcontinental_Y2001","continental",2001,1459
"177","Rcontinental_Y2002",82.6526634861284,"Rcontinental_Y2002","continental",2002,468
"178","Rcontinental_Y2003",78.259757044408,"Rcontinental_Y2003","continental",2003,306
"179","Rcontinental_Y2004",27.2519413892434,"Rcontinental_Y2004","continental",2004,461
"180","Rcontinental_Y2005",48.2460318235672,"Rcontinental_Y2005","continental",2005,396
"181","Rcontinental_Y2006",39.5812263226435,"Rcontinental_Y2006","continental",2006,554
"182","Rcontinental_Y2007",38.0215512885303,"Rcontinental_Y2007","continental",2007,898
"183","Rcontinental_Y2008",52.4133014258442,"Rcontinental_Y2008","continental",2008,1269
"184","Rcontinental_Y2009",115.486923232991,"Rcontinental_Y2009","continental",2009,1927
"185","Rcontinental_Y2010",73.0116008859234,"Rcontinental_Y2010","continental",2010,1424
"186","Rcontinental_Y2011",87.1974929965776,"Rcontinental_Y2011","continental",2011,2608
"187","Rcontinental_Y2012",79.8164417586652,"Rcontinental_Y2012","continental",2012,2815
"188","Rcontinental_Y2013",69.4052768819844,"Rcontinental_Y2013","continental",2013,1315
"189","Rcontinental_Y2014",65.2883996321152,"Rcontinental_Y2014","continental",2014,1851
"190","Rcontinental_Y2015",62.509573980753,"Rcontinental_Y2015","continental",2015,3382
"191","Rcontinental_Y2016",62.6659045670588,"Rcontinental_Y2016","continental",2016,4198
"192","Rcontinental_Y2017",80.1948042882426,"Rcontinental_Y2017","continental",2017,3240
"193","Rcontinental_Y2018",60.9723878473367,"Rcontinental_Y2018","continental",2018,5969
"194","Rcontinental_Y2019",42.5560507886049,"Rcontinental_Y2019","continental",2019,7342
"195","Rcontinental_Y2020",43.0131890999682,"Rcontinental_Y2020","continental",2020,14158
"196","Rmediterranean_Y1980",42.6543161067304,"Rmediterranean_Y1980","mediterranean",1980,458
"197","Rmediterranean_Y1982",66.2158514045649,"Rmediterranean_Y1982","mediterranean",1982,254
"198","Rmediterranean_Y1983",65.5813655621028,"Rmediterranean_Y1983","mediterranean",1983,268
"199","Rmediterranean_Y1986",53.7025269691148,"Rmediterranean_Y1986","mediterranean",1986,202
"200","Rmediterranean_Y1987",67.5031340759203,"Rmediterranean_Y1987","mediterranean",1987,218
"201","Rmediterranean_Y1988",66.2149758625824,"Rmediterranean_Y1988","mediterranean",1988,210
"202","Rmediterranean_Y1990",94.6846552330087,"Rmediterranean_Y1990","mediterranean",1990,480
"203","Rmediterranean_Y1991",71.9932837163376,"Rmediterranean_Y1991","mediterranean",1991,253
"204","Rmediterranean_Y1992",38.5843207935922,"Rmediterranean_Y1992","mediterranean",1992,556
"205","Rmediterranean_Y1993",46.6564490947664,"Rmediterranean_Y1993","mediterranean",1993,657
"206","Rmediterranean_Y1994",88.2353639284905,"Rmediterranean_Y1994","mediterranean",1994,1037
"207","Rmediterranean_Y1995",99.656082758055,"Rmediterranean_Y1995","mediterranean",1995,435
"208","Rmediterranean_Y1996",74.6287883668217,"Rmediterranean_Y1996","mediterranean",1996,210
"209","Rmediterranean_Y1997",94.5834399683265,"Rmediterranean_Y1997","mediterranean",1997,533
"210","Rmediterranean_Y1998",94.0572389688701,"Rmediterranean_Y1998","mediterranean",1998,487
"211","Rmediterranean_Y2000",60.2762321442887,"Rmediterranean_Y2000","mediterranean",2000,260
"212","Rmediterranean_Y2001",56.6105564510937,"Rmediterranean_Y2001","mediterranean",2001,998
"213","Rmediterranean_Y2002",42.5367341180442,"Rmediterranean_Y2002","mediterranean",2002,495
"214","Rmediterranean_Y2004",65.3984558007985,"Rmediterranean_Y2004","mediterranean",2004,346
"215","Rmediterranean_Y2005",78,"Rmediterranean_Y2005","mediterranean",2005,200
"216","Rmediterranean_Y2006",22.4167551641769,"Rmediterranean_Y2006","mediterranean",2006,960
"217","Rmediterranean_Y2007",48.9687816770537,"Rmediterranean_Y2007","mediterranean",2007,812
"218","Rmediterranean_Y2008",63.6179218547114,"Rmediterranean_Y2008","mediterranean",2008,713
"219","Rmediterranean_Y2009",84.5104379044762,"Rmediterranean_Y2009","mediterranean",2009,587
"220","Rmediterranean_Y2010",64.255843794892,"Rmediterranean_Y2010","mediterranean",2010,1279
"221","Rmediterranean_Y2011",82.2288771219684,"Rmediterranean_Y2011","mediterranean",2011,987
"222","Rmediterranean_Y2012",67.9141210198058,"Rmediterranean_Y2012","mediterranean",2012,1382
"223","Rmediterranean_Y2013",90.1564126158284,"Rmediterranean_Y2013","mediterranean",2013,639
"224","Rmediterranean_Y2014",97.9161527000645,"Rmediterranean_Y2014","mediterranean",2014,1021
"225","Rmediterranean_Y2015",77.9665950884938,"Rmediterranean_Y2015","mediterranean",2015,592
"226","Rmediterranean_Y2016",68.8611003228988,"Rmediterranean_Y2016","mediterranean",2016,989
"227","Rmediterranean_Y2017",86.5715200205213,"Rmediterranean_Y2017","mediterranean",2017,1382
"228","Rmediterranean_Y2018",63.0696506225758,"Rmediterranean_Y2018","mediterranean",2018,1337
"229","Rmediterranean_Y2019",61.9082269535439,"Rmediterranean_Y2019","mediterranean",2019,1672
"230","Rmediterranean_Y2020",29.502901655256,"Rmediterranean_Y2020","mediterranean",2020,3529
