"","sample","Estimator","region_year","region_100","endYear","record_count"
"307","Rcontinental_Y1927",108.489702661456,"Rcontinental_Y1927","continental",1927,1050
"308","Rcontinental_Y1928",113.48170536765,"Rcontinental_Y1928","continental",1928,1104
"309","Rcontinental_Y1929",111.224074488568,"Rcontinental_Y1929","continental",1929,1108
"310","Rcontinental_Y1930",119.284414785858,"Rcontinental_Y1930","continental",1930,2219
"311","Rcontinental_Y1931",129.706846564669,"Rcontinental_Y1931","continental",1931,1906
"312","Rcontinental_Y1932",129.717289441237,"Rcontinental_Y1932","continental",1932,1690
"313","Rcontinental_Y1933",120.09565254711,"Rcontinental_Y1933","continental",1933,2123
"314","Rcontinental_Y1934",125.294087491699,"Rcontinental_Y1934","continental",1934,2666
"315","Rcontinental_Y1935",123.270993307381,"Rcontinental_Y1935","continental",1935,2538
"316","Rcontinental_Y1936",116.994255366071,"Rcontinental_Y1936","continental",1936,2317
"317","Rcontinental_Y1937",115.429754866962,"Rcontinental_Y1937","continental",1937,1742
"318","Rcontinental_Y1938",120.917492475278,"Rcontinental_Y1938","continental",1938,1708
"319","Rcontinental_Y1939",102.990815444676,"Rcontinental_Y1939","continental",1939,1749
"320","Rcontinental_Y1940",93.6673041314787,"Rcontinental_Y1940","continental",1940,1428
"321","Rcontinental_Y1941",105.170115582346,"Rcontinental_Y1941","continental",1941,1112
"322","Rcontinental_Y1942",108.947916981773,"Rcontinental_Y1942","continental",1942,1150
"323","Rcontinental_Y1943",115.289358863436,"Rcontinental_Y1943","continental",1943,1148
"324","Rcontinental_Y1944",109.691234403557,"Rcontinental_Y1944","continental",1944,1377
"325","Rcontinental_Y1945",109.4854974429,"Rcontinental_Y1945","continental",1945,1273
"326","Rcontinental_Y1946",120.974388661251,"Rcontinental_Y1946","continental",1946,1687
"327","Rcontinental_Y1947",116.56088328664,"Rcontinental_Y1947","continental",1947,1901
"328","Rcontinental_Y1948",121.921744791948,"Rcontinental_Y1948","continental",1948,1658
"329","Rcontinental_Y1949",92.495262296949,"Rcontinental_Y1949","continental",1949,2943
"330","Rcontinental_Y1950",99.5042922495498,"Rcontinental_Y1950","continental",1950,1969
"331","Rcontinental_Y1951",111.602772555982,"Rcontinental_Y1951","continental",1951,1597
"332","Rcontinental_Y1952",116.508789728865,"Rcontinental_Y1952","continental",1952,1686
"333","Rcontinental_Y1953",120.720788202657,"Rcontinental_Y1953","continental",1953,1369
"334","Rcontinental_Y1954",117.067350991008,"Rcontinental_Y1954","continental",1954,1399
"335","Rcontinental_Y1955",108.417829087738,"Rcontinental_Y1955","continental",1955,1090
"336","Rcontinental_Y1956",110.861494791258,"Rcontinental_Y1956","continental",1956,1270
"337","Rcontinental_Y1957",99.0168527878908,"Rcontinental_Y1957","continental",1957,1478
"338","Rcontinental_Y1958",106.529648511428,"Rcontinental_Y1958","continental",1958,1586
"339","Rcontinental_Y1959",117.389110639794,"Rcontinental_Y1959","continental",1959,2274
"340","Rcontinental_Y1960",111.517154440357,"Rcontinental_Y1960","continental",1960,2972
"341","Rcontinental_Y1961",110.4580647055,"Rcontinental_Y1961","continental",1961,3496
"342","Rcontinental_Y1962",113.062222768073,"Rcontinental_Y1962","continental",1962,3538
"343","Rcontinental_Y1963",104.993421229314,"Rcontinental_Y1963","continental",1963,3084
"344","Rcontinental_Y1964",101.272308367791,"Rcontinental_Y1964","continental",1964,3619
"345","Rcontinental_Y1965",115.681450347826,"Rcontinental_Y1965","continental",1965,4666
"346","Rcontinental_Y1966",100.479466364862,"Rcontinental_Y1966","continental",1966,3347
"347","Rcontinental_Y1967",101.086899093743,"Rcontinental_Y1967","continental",1967,3093
"348","Rcontinental_Y1968",118.247600895259,"Rcontinental_Y1968","continental",1968,3229
"349","Rcontinental_Y1969",97.7925349987972,"Rcontinental_Y1969","continental",1969,4475
"350","Rcontinental_Y1970",100.25403591689,"Rcontinental_Y1970","continental",1970,4456
"351","Rcontinental_Y1971",103.569960753662,"Rcontinental_Y1971","continental",1971,5992
"352","Rcontinental_Y1972",103.118152325184,"Rcontinental_Y1972","continental",1972,6163
"353","Rcontinental_Y1973",89.7041171280965,"Rcontinental_Y1973","continental",1973,5188
"354","Rcontinental_Y1974",93.2164822871601,"Rcontinental_Y1974","continental",1974,6795
"355","Rcontinental_Y1975",99.6636327027178,"Rcontinental_Y1975","continental",1975,4368
"356","Rcontinental_Y1976",85.3214728320809,"Rcontinental_Y1976","continental",1976,4790
"357","Rcontinental_Y1977",90.5257514282631,"Rcontinental_Y1977","continental",1977,5496
"358","Rcontinental_Y1978",87.8500691587278,"Rcontinental_Y1978","continental",1978,4571
"359","Rcontinental_Y1979",74.7357769161742,"Rcontinental_Y1979","continental",1979,4798
"360","Rcontinental_Y1980",79.0583023700323,"Rcontinental_Y1980","continental",1980,3853
"361","Rcontinental_Y1981",82.5738250231016,"Rcontinental_Y1981","continental",1981,2594
"362","Rcontinental_Y1982",84.8655765963758,"Rcontinental_Y1982","continental",1982,3841
"363","Rcontinental_Y1983",89.7271743625873,"Rcontinental_Y1983","continental",1983,4191
"364","Rcontinental_Y1984",62.5027441840573,"Rcontinental_Y1984","continental",1984,8388
"365","Rcontinental_Y1985",71.6414765195717,"Rcontinental_Y1985","continental",1985,6269
"366","Rcontinental_Y1986",71.6239445536748,"Rcontinental_Y1986","continental",1986,7173
"367","Rcontinental_Y1987",74.4522401416948,"Rcontinental_Y1987","continental",1987,7090
"368","Rcontinental_Y1988",91.8321296675297,"Rcontinental_Y1988","continental",1988,5750
"369","Rcontinental_Y1989",89.6143792563347,"Rcontinental_Y1989","continental",1989,9236
"370","Rcontinental_Y1990",92.949835763857,"Rcontinental_Y1990","continental",1990,5193
"371","Rcontinental_Y1991",90.626693140911,"Rcontinental_Y1991","continental",1991,8523
"372","Rcontinental_Y1992",91.9779902523795,"Rcontinental_Y1992","continental",1992,9006
"373","Rcontinental_Y1993",103.255196764321,"Rcontinental_Y1993","continental",1993,8325
"374","Rcontinental_Y1994",93.3837923346586,"Rcontinental_Y1994","continental",1994,12296
"375","Rcontinental_Y1995",99.6184308379696,"Rcontinental_Y1995","continental",1995,8247
"376","Rcontinental_Y1996",104.535889929292,"Rcontinental_Y1996","continental",1996,6538
"377","Rcontinental_Y1997",106.759705547728,"Rcontinental_Y1997","continental",1997,11568
"378","Rcontinental_Y1998",96.2082319477158,"Rcontinental_Y1998","continental",1998,11007
"379","Rcontinental_Y1999",97.4341839108092,"Rcontinental_Y1999","continental",1999,15604
"380","Rcontinental_Y2000",96.1076495946035,"Rcontinental_Y2000","continental",2000,15192
"381","Rcontinental_Y2001",96.6993975613066,"Rcontinental_Y2001","continental",2001,13223
"382","Rcontinental_Y2002",100.077380955891,"Rcontinental_Y2002","continental",2002,13864
"383","Rcontinental_Y2003",101.684913173091,"Rcontinental_Y2003","continental",2003,11945
"384","Rcontinental_Y2004",100.056064221046,"Rcontinental_Y2004","continental",2004,16676
"385","Rcontinental_Y2005",98.3426426781748,"Rcontinental_Y2005","continental",2005,12810
"386","Rcontinental_Y2006",94.8999017135122,"Rcontinental_Y2006","continental",2006,14135
"387","Rcontinental_Y2007",97.1293914180736,"Rcontinental_Y2007","continental",2007,14480
"388","Rcontinental_Y2008",89.0731308295583,"Rcontinental_Y2008","continental",2008,20684
"389","Rcontinental_Y2009",92.881421329695,"Rcontinental_Y2009","continental",2009,17073
"390","Rcontinental_Y2010",86.3363478297525,"Rcontinental_Y2010","continental",2010,19678
"391","Rcontinental_Y2011",102.166049066674,"Rcontinental_Y2011","continental",2011,14820
"392","Rcontinental_Y2012",108.224948639667,"Rcontinental_Y2012","continental",2012,14154
"393","Rcontinental_Y2013",96.7292360753652,"Rcontinental_Y2013","continental",2013,17667
"394","Rcontinental_Y2014",95.7161494745536,"Rcontinental_Y2014","continental",2014,27801
"395","Rcontinental_Y2015",87.703854682428,"Rcontinental_Y2015","continental",2015,24908
"396","Rcontinental_Y2016",97.2868618638865,"Rcontinental_Y2016","continental",2016,22447
"397","Rcontinental_Y2017",101.211995786218,"Rcontinental_Y2017","continental",2017,22303
"398","Rcontinental_Y2018",92.821020120966,"Rcontinental_Y2018","continental",2018,30134
"399","Rcontinental_Y2019",104.59048739593,"Rcontinental_Y2019","continental",2019,26661
"400","Rcontinental_Y2020",106.242717026617,"Rcontinental_Y2020","continental",2020,29271
"401","Rmediterranean_Y1921",81.6302007750417,"Rmediterranean_Y1921","mediterranean",1921,293
"402","Rmediterranean_Y1924",75.3176213375487,"Rmediterranean_Y1924","mediterranean",1924,1039
"403","Rmediterranean_Y1925",34.6463281312518,"Rmediterranean_Y1925","mediterranean",1925,930
"404","Rmediterranean_Y1926",68.1983818942746,"Rmediterranean_Y1926","mediterranean",1926,219
"405","Rmediterranean_Y1927",53.0144968919084,"Rmediterranean_Y1927","mediterranean",1927,350
"406","Rmediterranean_Y1929",84.5528484678416,"Rmediterranean_Y1929","mediterranean",1929,221
"407","Rmediterranean_Y1930",95.8442044318324,"Rmediterranean_Y1930","mediterranean",1930,227
"408","Rmediterranean_Y1931",90.8882880460421,"Rmediterranean_Y1931","mediterranean",1931,559
"409","Rmediterranean_Y1932",92.3637941359157,"Rmediterranean_Y1932","mediterranean",1932,870
"410","Rmediterranean_Y1933",81.718771295767,"Rmediterranean_Y1933","mediterranean",1933,410
"411","Rmediterranean_Y1934",106.013950504975,"Rmediterranean_Y1934","mediterranean",1934,516
"412","Rmediterranean_Y1935",89.6449794299974,"Rmediterranean_Y1935","mediterranean",1935,361
"413","Rmediterranean_Y1936",98.3055157107905,"Rmediterranean_Y1936","mediterranean",1936,522
"414","Rmediterranean_Y1937",97.8218461755185,"Rmediterranean_Y1937","mediterranean",1937,336
"415","Rmediterranean_Y1938",93.6289689161254,"Rmediterranean_Y1938","mediterranean",1938,385
"416","Rmediterranean_Y1939",98.5362961541735,"Rmediterranean_Y1939","mediterranean",1939,222
"417","Rmediterranean_Y1941",66.9865664605091,"Rmediterranean_Y1941","mediterranean",1941,311
"418","Rmediterranean_Y1942",87.5500882951985,"Rmediterranean_Y1942","mediterranean",1942,207
"419","Rmediterranean_Y1947",72.9015356226983,"Rmediterranean_Y1947","mediterranean",1947,213
"420","Rmediterranean_Y1948",99.1853674243109,"Rmediterranean_Y1948","mediterranean",1948,336
"421","Rmediterranean_Y1949",99.5951035113261,"Rmediterranean_Y1949","mediterranean",1949,475
"422","Rmediterranean_Y1950",105.995874237728,"Rmediterranean_Y1950","mediterranean",1950,282
"423","Rmediterranean_Y1951",84.6017871496177,"Rmediterranean_Y1951","mediterranean",1951,272
"424","Rmediterranean_Y1952",107.073817452899,"Rmediterranean_Y1952","mediterranean",1952,276
"425","Rmediterranean_Y1953",118.553424663842,"Rmediterranean_Y1953","mediterranean",1953,458
"426","Rmediterranean_Y1954",99.8179708914044,"Rmediterranean_Y1954","mediterranean",1954,339
"427","Rmediterranean_Y1955",100.431596739186,"Rmediterranean_Y1955","mediterranean",1955,542
"428","Rmediterranean_Y1956",114.998674012415,"Rmediterranean_Y1956","mediterranean",1956,602
"429","Rmediterranean_Y1957",104.263367794764,"Rmediterranean_Y1957","mediterranean",1957,913
"430","Rmediterranean_Y1958",113.575491679856,"Rmediterranean_Y1958","mediterranean",1958,627
"431","Rmediterranean_Y1959",111.482438936222,"Rmediterranean_Y1959","mediterranean",1959,1097
"432","Rmediterranean_Y1960",117.898229170004,"Rmediterranean_Y1960","mediterranean",1960,772
"433","Rmediterranean_Y1961",119.06941713526,"Rmediterranean_Y1961","mediterranean",1961,1349
"434","Rmediterranean_Y1962",115.642634385061,"Rmediterranean_Y1962","mediterranean",1962,2991
"435","Rmediterranean_Y1963",119.852456231965,"Rmediterranean_Y1963","mediterranean",1963,2357
"436","Rmediterranean_Y1964",121.459520164784,"Rmediterranean_Y1964","mediterranean",1964,1725
"437","Rmediterranean_Y1965",118.87413804358,"Rmediterranean_Y1965","mediterranean",1965,1933
"438","Rmediterranean_Y1966",119.744540255985,"Rmediterranean_Y1966","mediterranean",1966,1772
"439","Rmediterranean_Y1967",124.851710962796,"Rmediterranean_Y1967","mediterranean",1967,2517
"440","Rmediterranean_Y1968",131.507245956411,"Rmediterranean_Y1968","mediterranean",1968,2416
"441","Rmediterranean_Y1969",115.7407118887,"Rmediterranean_Y1969","mediterranean",1969,1774
"442","Rmediterranean_Y1970",128.311675504288,"Rmediterranean_Y1970","mediterranean",1970,3297
"443","Rmediterranean_Y1971",139.303225515143,"Rmediterranean_Y1971","mediterranean",1971,2329
"444","Rmediterranean_Y1972",107.489923485097,"Rmediterranean_Y1972","mediterranean",1972,1694
"445","Rmediterranean_Y1973",119.207897031646,"Rmediterranean_Y1973","mediterranean",1973,1253
"446","Rmediterranean_Y1974",103.502369569089,"Rmediterranean_Y1974","mediterranean",1974,2812
"447","Rmediterranean_Y1975",71.3762923919332,"Rmediterranean_Y1975","mediterranean",1975,2707
"448","Rmediterranean_Y1976",120.991392825854,"Rmediterranean_Y1976","mediterranean",1976,2441
"449","Rmediterranean_Y1977",97.2893254526291,"Rmediterranean_Y1977","mediterranean",1977,1718
"450","Rmediterranean_Y1978",110.735779839159,"Rmediterranean_Y1978","mediterranean",1978,2401
"451","Rmediterranean_Y1979",124.306877135149,"Rmediterranean_Y1979","mediterranean",1979,1956
"452","Rmediterranean_Y1980",111.816216979489,"Rmediterranean_Y1980","mediterranean",1980,2078
"453","Rmediterranean_Y1981",119.071298862776,"Rmediterranean_Y1981","mediterranean",1981,1520
"454","Rmediterranean_Y1982",116.314063210255,"Rmediterranean_Y1982","mediterranean",1982,2716
"455","Rmediterranean_Y1983",121.296495127864,"Rmediterranean_Y1983","mediterranean",1983,1963
"456","Rmediterranean_Y1984",100.10349392325,"Rmediterranean_Y1984","mediterranean",1984,4241
"457","Rmediterranean_Y1985",120.595056985299,"Rmediterranean_Y1985","mediterranean",1985,3731
"458","Rmediterranean_Y1986",116.23681389347,"Rmediterranean_Y1986","mediterranean",1986,2751
"459","Rmediterranean_Y1987",130.017430878956,"Rmediterranean_Y1987","mediterranean",1987,3519
"460","Rmediterranean_Y1988",110.17112751825,"Rmediterranean_Y1988","mediterranean",1988,3392
"461","Rmediterranean_Y1989",111.411429261508,"Rmediterranean_Y1989","mediterranean",1989,3923
"462","Rmediterranean_Y1990",131.062707410293,"Rmediterranean_Y1990","mediterranean",1990,2774
"463","Rmediterranean_Y1991",127.870306472973,"Rmediterranean_Y1991","mediterranean",1991,5053
"464","Rmediterranean_Y1992",126.433181616632,"Rmediterranean_Y1992","mediterranean",1992,2057
"465","Rmediterranean_Y1993",125.235555783328,"Rmediterranean_Y1993","mediterranean",1993,2789
"466","Rmediterranean_Y1994",121.866924696161,"Rmediterranean_Y1994","mediterranean",1994,2225
"467","Rmediterranean_Y1995",118.987528475893,"Rmediterranean_Y1995","mediterranean",1995,3938
"468","Rmediterranean_Y1996",125.93036131553,"Rmediterranean_Y1996","mediterranean",1996,2931
"469","Rmediterranean_Y1997",124.684458185735,"Rmediterranean_Y1997","mediterranean",1997,3523
"470","Rmediterranean_Y1998",128.054520480099,"Rmediterranean_Y1998","mediterranean",1998,2031
"471","Rmediterranean_Y1999",118.806500790743,"Rmediterranean_Y1999","mediterranean",1999,2413
"472","Rmediterranean_Y2000",121.256114984992,"Rmediterranean_Y2000","mediterranean",2000,1981
"473","Rmediterranean_Y2001",129.776223549581,"Rmediterranean_Y2001","mediterranean",2001,1747
"474","Rmediterranean_Y2002",127.010694197646,"Rmediterranean_Y2002","mediterranean",2002,2490
"475","Rmediterranean_Y2003",126.188593790294,"Rmediterranean_Y2003","mediterranean",2003,3585
"476","Rmediterranean_Y2004",121.359805839009,"Rmediterranean_Y2004","mediterranean",2004,9529
"477","Rmediterranean_Y2005",135.437516978229,"Rmediterranean_Y2005","mediterranean",2005,6326
"478","Rmediterranean_Y2006",142.946999752598,"Rmediterranean_Y2006","mediterranean",2006,1852
"479","Rmediterranean_Y2007",124.809630800776,"Rmediterranean_Y2007","mediterranean",2007,2824
"480","Rmediterranean_Y2008",129.061202866049,"Rmediterranean_Y2008","mediterranean",2008,3250
"481","Rmediterranean_Y2009",118.665817804333,"Rmediterranean_Y2009","mediterranean",2009,4204
"482","Rmediterranean_Y2010",119.06815738864,"Rmediterranean_Y2010","mediterranean",2010,3426
"483","Rmediterranean_Y2011",111.015019960664,"Rmediterranean_Y2011","mediterranean",2011,5190
"484","Rmediterranean_Y2012",140.160684419548,"Rmediterranean_Y2012","mediterranean",2012,9481
"485","Rmediterranean_Y2013",148.260827106126,"Rmediterranean_Y2013","mediterranean",2013,4755
"486","Rmediterranean_Y2014",143.755245099544,"Rmediterranean_Y2014","mediterranean",2014,5736
"487","Rmediterranean_Y2015",118.134032636113,"Rmediterranean_Y2015","mediterranean",2015,11532
"488","Rmediterranean_Y2016",132.25929469532,"Rmediterranean_Y2016","mediterranean",2016,10837
"489","Rmediterranean_Y2017",128.877167509639,"Rmediterranean_Y2017","mediterranean",2017,6806
"490","Rmediterranean_Y2018",125.16777871482,"Rmediterranean_Y2018","mediterranean",2018,4362
"491","Rmediterranean_Y2019",133.050322014602,"Rmediterranean_Y2019","mediterranean",2019,4433
"492","Rmediterranean_Y2020",125.715831579815,"Rmediterranean_Y2020","mediterranean",2020,3013
