"","endYear",".estimate","std_error","conf.low","conf.high","region_100",".smooth",".derivative",".lower_ci",".upper_ci","sig"
"1",1921,67.8461308815745,3.16145489866232,61.6343373607268,74.0579244024222,"alpine","s(endYear):region_100alpine",-0.309104862995834,-0.561290107096398,-0.0569196188952704,"Decreasing"
"2",1921,71.7067323285577,1.36977467036605,69.0153267272944,74.398137929821,"atlantic","s(endYear):region_100atlantic",-0.229810719885579,-0.275460707121773,-0.184160732649385,"Decreasing"
"3",1921,56.1434828614615,2.02395837564466,52.1667025728625,60.1202631500604,"boreal","s(endYear):region_100boreal",0.00636025410384636,-0.0590985077166569,0.0718190159243496,"Stable"
"4",1921,78.6748512151422,3.0110088668898,72.7586620016017,84.5910404286828,"continental","s(endYear):region_100continental",-0.459144707764405,-0.675660891213372,-0.242628524315438,"Decreasing"
"5",1921,52.7444412447964,5.04980681268642,42.8223141716408,62.6665683179521,"mediterranean","s(endYear):region_100mediterranean",0.368590161890066,0.0377528188558258,0.699427504924306,"Increasing"
"6",1922,67.537033768686,3.07392376854473,61.4972260342454,73.5768415031266,"alpine","s(endYear):region_100alpine",-0.309082294553688,-0.561253837155388,-0.0569107519519884,"Decreasing"
"7",1922,71.4769217897617,1.35282216985809,68.8188253566482,74.1350182228752,"atlantic","s(endYear):region_100atlantic",-0.229810733646601,-0.275460592641608,-0.184160874651593,"Decreasing"
"8",1922,56.1498431058805,1.99975813582411,52.2206127263389,60.0790734854222,"boreal","s(endYear):region_100boreal",0.00636024042396943,-0.0590983622259748,0.0718188430739137,"Stable"
"9",1922,78.2157139617978,2.93332282988768,72.4521663758554,83.9792615477402,"continental","s(endYear):region_100continental",-0.459123393774076,-0.675628716084569,-0.242618071463584,"Decreasing"
"10",1922,53.1130281685601,4.93057854536652,43.4251670907072,62.8008892464131,"mediterranean","s(endYear):region_100mediterranean",0.368581314476805,0.0377595033853795,0.69940312556823,"Increasing"
"11",1923,67.227988962429,2.98704601566088,61.358883224306,73.0970947005521,"alpine","s(endYear):region_100alpine",-0.308993402526458,-0.561110978646427,-0.0568758264064891,"Decreasing"
"12",1923,71.2471112190719,1.33588969712699,68.6222846024746,73.8719378356691,"atlantic","s(endYear):region_100atlantic",-0.229810787848175,-0.275460141793942,-0.184161433902409,"Decreasing"
"13",1923,56.1562033185939,1.97558839270551,52.2744629265793,60.0379437106085,"boreal","s(endYear):region_100boreal",0.00636018654200518,-0.0590977892512643,0.0718181623352747,"Stable"
"14",1923,77.7566261076556,2.85600551241154,72.1449956697171,83.3682565455941,"continental","s(endYear):region_100continental",-0.459039442750946,-0.675501985909827,-0.242576899592066,"Decreasing"
"15",1923,53.4815945867709,4.81183553786594,44.0270460401042,62.9361431334377,"mediterranean","s(endYear):region_100mediterranean",0.368546466502123,0.0377858313686875,0.699307101635558,"Increasing"
"16",1924,66.9190827623489,2.9008944636465,61.2192521427291,72.6189133819686,"alpine","s(endYear):region_100alpine",-0.308798725569615,-0.560798116624497,-0.0567993345147322,"Decreasing"
"17",1924,71.0173005638675,1.31897808895567,68.4257027679977,73.6088983597372,"atlantic","s(endYear):region_100atlantic",-0.229810906551707,-0.275459154776827,-0.184162658326586,"Decreasing"
"18",1924,56.1625634472911,1.95145035290456,52.3282507504509,59.9968761441312,"boreal","s(endYear):region_100boreal",0.00636006853843212,-0.0590965348627433,0.0718166719396075,"Stable"
"19",1924,77.2976691553582,2.77909985368058,71.837147016584,82.7581912941324,"continental","s(endYear):region_100continental",-0.458855586783025,-0.675224444378596,-0.242486729187454,"Decreasing"
"20",1924,53.8501066677741,4.69363188602016,44.6278108978232,63.072402437725,"mediterranean","s(endYear):region_100mediterranean",0.368470148097935,0.0378434857691755,0.699096810426694,"Increasing"
"21",1925,66.6104393459958,2.81555413570601,61.0782899089835,72.1425887830081,"alpine","s(endYear):region_100alpine",-0.308462145261263,-0.560257215835692,-0.056667074686834,"Decreasing"
"22",1925,70.7874897484317,1.30208824430101,68.2290780111828,73.3459014856807,"atlantic","s(endYear):region_100atlantic",-0.229811111780266,-0.275457449461284,-0.184164774099248,"Decreasing"
"23",1925,56.1689234167017,1.92734530327173,52.3819735942116,59.9558732391917,"boreal","s(endYear):region_100boreal",0.00635986452004365,-0.0590943675806455,0.0718140966207328,"Stable"
"24",1925,76.8389603801296,2.70265717076444,71.528636861192,82.1492838990672,"continental","s(endYear):region_100continental",-0.458537715066831,-0.674744605955318,-0.242330824178345,"Decreasing"
"25",1925,54.218515730757,4.57603251546799,45.227285413728,63.2097460477859,"mediterranean","s(endYear):region_100mediterranean",0.368338199908323,0.0379431495687865,0.69873325024786,"Increasing"
"26",1926,66.302217265363,2.73112174066589,60.9359650564535,71.6684694742726,"alpine","s(endYear):region_100alpine",-0.307950841529842,-0.5594355544993,-0.0564661285603845,"Decreasing"
"27",1926,70.5576786760881,1.28522111978827,68.0324083557254,73.0829489964509,"atlantic","s(endYear):region_100atlantic",-0.229811423545766,-0.275454861694271,-0.18416798539726,"Decreasing"
"28",1926,56.1752831307193,1.90327460582942,52.4356286855815,59.9149375758571,"boreal","s(endYear):region_100boreal",0.00635955459293052,-0.0590910787526673,0.0718101879385284,"Stable"
"29",1926,76.380649520956,2.62673665214692,71.2194986458689,81.5418003960431,"continental","s(endYear):region_100continental",-0.458054831812611,-0.67401569597059,-0.242093967654632,"Decreasing"
"30",1926,54.5867596192357,4.45911234805663,45.8252602209333,63.3482590175381,"mediterranean","s(endYear):region_100mediterranean",0.368137755616045,0.0380945116295915,0.698180999602498,"Increasing"
"31",1927,65.9946061145442,2.64770519379322,60.7922551416176,71.1969570874708,"alpine","s(endYear):region_100alpine",-0.307235567516652,-0.558286172152176,-0.0561849628811276,"Decreasing"
"32",1927,70.3278672312324,1.26837772562504,67.8356917011121,72.8200427613527,"atlantic","s(endYear):region_100atlantic",-0.229811859681367,-0.275451247279881,-0.184172472082853,"Decreasing"
"33",1927,56.1816424744214,1.87923969324203,52.4892130946634,59.8740718541794,"boreal","s(endYear):region_100boreal",0.00635912102908896,-0.0590864850632918,0.0718047271214697,"Stable"
"34",1927,75.9229156334697,2.55140488586664,70.9097805905528,80.9360506763867,"continental","s(endYear):region_100continental",-0.457379315828817,-0.672996046582338,-0.241762585075297,"Decreasing"
"35",1927,54.9547640074201,4.34295550797235,46.4214957020057,63.4880323128346,"mediterranean","s(endYear):region_100mediterranean",0.36785734969575,0.0383061770191646,0.697408522372335,"Increasing"
"36",1928,65.68782336408,2.56542316092221,60.6471444741196,70.7285022540404,"alpine","s(endYear):region_100alpine",-0.306289936419024,-0.556766730152642,-0.0558131426854062,"Decreasing"
"37",1928,70.0980552812627,1.2515591219454,67.6389258317337,72.5571847307917,"atlantic","s(endYear):region_100atlantic",-0.229812436276321,-0.275446478980276,-0.184178393572366,"Decreasing"
"38",1928,56.1880013159881,1.85524206483277,52.5427237436879,59.8332788882883,"boreal","s(endYear):region_100boreal",0.00635854783414013,-0.0590804247131943,0.0717975203814745,"Stable"
"39",1928,75.4659641002564,2.47673541943442,70.5995435677964,80.3323846327165,"continental","s(endYear):region_100continental",-0.456486247005625,-0.671648084483196,-0.241324409528054,"Decreasing"
"40",1928,55.3224436412313,4.22765456424359,47.0157247183512,63.6291625641115,"mediterranean","s(endYear):region_100mediterranean",0.367486637838056,0.0385858693171979,0.696387406358915,"Increasing"
"41",1929,65.3821113573216,2.48440461079653,60.500621992713,70.2636007219302,"alpine","s(endYear):region_100alpine",-0.305090459263859,-0.554839575032155,-0.0553413434955632,"Decreasing"
"42",1929,69.8682426784111,1.2347664155973,67.4421084250289,72.2943769317933,"atlantic","s(endYear):region_100atlantic",-0.229813152936356,-0.275440429786002,-0.184185876086709,"Decreasing"
"43",1929,56.1943595085227,1.83128328316379,52.5961574155538,59.7925616014916,"boreal","s(endYear):region_100boreal",0.00635782037525192,-0.0590727547670107,0.0717883955175145,"Stable"
"44",1929,75.0100237941735,2.40280834797722,70.2888590753224,79.7311885130246,"continental","s(endYear):region_100continental",-0.455353431289138,-0.669938374234672,-0.240768488343604,"Decreasing"
"45",1929,55.6897035158053,4.11330980580516,47.607655212111,63.7717518194995,"mediterranean","s(endYear):region_100mediterranean",0.367016395926933,0.0389404020875753,0.695092389766292,"Increasing"
"46",1930,65.0777344640211,2.40478835596469,60.3526793209248,69.8027896071174,"alpine","s(endYear):region_100alpine",-0.303616489756855,-0.552471677329622,-0.0547613021840886,"Decreasing"
"47",1930,69.6384292614792,1.21800075738805,67.2452370586323,72.031621464326,"atlantic","s(endYear):region_100atlantic",-0.229814066400225,-0.275433060829712,-0.184195071970738,"Decreasing"
"48",1930,56.2007168917774,1.80736497119885,52.6495107611284,59.7519230224265,"boreal","s(endYear):region_100boreal",0.00635692732258274,-0.0590633697800923,0.0717772244252578,"Stable"
"49",1930,74.5553443901566,2.3297099260801,69.9778073105031,79.13288146981,"continental","s(endYear):region_100continental",-0.453961402094707,-0.66783761934359,-0.240085184845825,"Decreasing"
"50",1930,56.0564399913587,4.00002854473922,48.1969726910565,63.915907291661,"mediterranean","s(endYear):region_100mediterranean",0.366438577573262,0.0393757275327284,0.693501427613796,"Increasing"
"51",1931,64.7749763862665,2.32672255695053,60.2033090472224,69.3466437253106,"alpine","s(endYear):region_100alpine",-0.301849971206864,-0.549634186134658,-0.054065756279069,"Decreasing"
"52",1931,69.4086148574807,1.20126333980481,67.048309216496,71.7689204984654,"atlantic","s(endYear):region_100atlantic",-0.229815128811587,-0.275424227826381,-0.184206029796793,"Decreasing"
"53",1931,56.2070732937859,1.78348881006957,52.7027803052691,59.7113662823027,"boreal","s(endYear):region_100boreal",0.0063558561511579,-0.0590521606011433,0.071763872903459,"Stable"
"54",1931,74.1021938209021,2.25753219754732,69.6664753535082,78.5379122882961,"continental","s(endYear):region_100continental",-0.452293063601475,-0.665320140469439,-0.239265986733511,"Decreasing"
"55",1931,56.4225418493327,3.88792444260902,48.7833426083874,64.061741090278,"mediterranean","s(endYear):region_100mediterranean",0.36574604076364,0.0398969117026723,0.691595169824607,"Increasing"
"56",1932,64.4741376118031,2.25036415769983,60.0525032875993,68.895771936007,"alpine","s(endYear):region_100alpine",-0.29977546050587,-0.546302536282444,-0.0532483847292958,"Decreasing"
"57",1932,69.1787992831943,1.18455539522844,66.8513222939516,71.506276272437,"atlantic","s(endYear):region_100atlantic",-0.229816408453158,-0.275413944511246,-0.18421887239507,"Decreasing"
