family,scientificName,Group,1921-1940,1941-1960,1961-1980,1981-2000,2001-2020,mediterranean,alpine,atlantic,continental,boreal
Apidae,Eucera vulpes,bees,42,7,142,153,395,0.0251557156097036,0.107721155312026,NA,0.0498713475713575,NA
Apidae,Habropoda ezonata,bees,0,0,0,0,28,NA,NA,NA,NA,NA
Apidae,Habropoda tarsata,bees,12,36,104,305,243,0.0791828760297233,NA,NA,-0.0192603742446641,NA
Apidae,Habropoda zonatula,bees,0,48,48,63,77,0.0744037369826898,NA,NA,NA,NA
Apidae,Melecta aegyptiaca,bees,7,5,8,1,12,-0.235154459230428,NA,NA,NA,NA
Apidae,Melecta albifrons,bees,259,319,627,766,2517,-0.0336107265700688,-0.00336061921287071,0.0383016232301956,-0.00575770220935678,0.0355274748491313
Apidae,Melecta duodecimmaculata,bees,10,6,11,0,4,-0.12527318608745,NA,NA,NA,NA
Apidae,Melecta festiva,bees,13,7,31,20,17,-0.115925646424859,-0.0520469252776035,NA,NA,NA
Apidae,Melecta fulgida,bees,0,2,29,0,3,-0.135534806483034,NA,NA,NA,NA
Apidae,Melecta funeraria,bees,0,12,16,3,11,0.00906120836354883,NA,NA,NA,NA
Apidae,Melecta gracilipes,bees,0,2,0,0,0,NA,NA,NA,NA,NA
Apidae,Melecta grandis,bees,0,0,2,0,0,NA,NA,NA,NA,NA
Apidae,Melecta guichardi,bees,0,0,1,0,1,NA,NA,NA,NA,NA
Apidae,Melecta guilochei,bees,0,0,0,0,4,NA,NA,NA,NA,NA
Apidae,Melecta italica,bees,20,25,31,29,31,NA,NA,NA,NA,NA
Apidae,Melecta leucorhyncha,bees,13,17,38,1,10,-0.116953510925529,NA,NA,-0.240490325234382,NA
Apidae,Melecta luctuosa,bees,230,221,112,163,322,NA,NA,NA,NA,NA
Apidae,Melecta mundula,bees,2,4,1,1,0,NA,NA,NA,NA,NA
Apidae,Melecta obscura,bees,15,14,18,10,43,-0.00174909556234332,NA,NA,0.0113007819072035,NA
Apidae,Melecta tuberculata,bees,9,18,64,1,7,-0.0975407762156541,NA,NA,NA,NA
Apidae,Nomada accentifera,bees,0,0,3,5,1,NA,NA,NA,NA,NA
Apidae,Nomada achaica,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Apidae,Nomada aeginaica,bees,0,0,5,0,0,NA,NA,NA,NA,NA
Apidae,Nomada agrestis,bees,0,10,37,51,117,-0.00149547604644114,NA,NA,NA,NA
Apidae,Nomada alboguttata,bees,150,510,638,729,2782,0.0186203038127272,0.00476511867411219,0.00109162547274187,0.0195206448320665,-0.0108688862792745
Apidae,Nomada alpigena,bees,0,1,0,2,0,NA,NA,NA,NA,NA
Apidae,Nomada argentata,bees,52,72,29,44,142,0.166447309938274,-0.0873736251874904,-0.0865828376365824,-0.0883730772921829,-0.012253355197517
Apidae,Nomada ariasi,bees,2,1,2,4,0,NA,NA,NA,NA,NA
Apidae,Nomada armata,bees,103,133,95,147,649,0.0148448174088508,0.00831208354276657,0.00236504037565096,-0.00289137181626052,-0.0400069174343606
Apidae,Nomada arrogans,bees,0,3,3,1,0,NA,NA,NA,NA,NA
Apidae,Nomada atroscutellaris,bees,8,17,60,142,162,NA,NA,NA,NA,NA
Apidae,Nomada babiyi,bees,0,4,11,11,37,0.0838944214567685,NA,NA,NA,NA
Apidae,Nomada baccata,bees,52,90,107,157,275,NA,NA,-0.046459361530579,-0.0334175608109364,-0.0263759474705012
Apidae,Nomada barcelonensis,bees,0,0,1,2,5,NA,NA,NA,NA,NA
Apidae,Nomada basalis,bees,19,26,80,158,387,0.0709569139863333,-0.0328915310777819,NA,-0.0481803473708636,NA
Apidae,Nomada beaumonti,bees,1,2,16,33,78,NA,NA,NA,NA,NA
Apidae,Nomada bifasciata,bees,84,154,195,357,1559,NA,NA,NA,NA,NA
Apidae,Nomada bispinosa,bees,3,10,25,25,48,NA,NA,NA,NA,NA
Apidae,Nomada blepharipes,bees,5,16,26,8,7,-0.0852680518689657,NA,NA,NA,NA
Apidae,Nomada bluethgeni,bees,7,9,51,36,54,0.0613289891362865,NA,NA,-0.122184296592157,NA
Apidae,Nomada bouceki,bees,0,4,1,1,1,NA,NA,NA,NA,NA
Apidae,Nomada braunsiana,bees,17,13,28,27,45,NA,NA,NA,NA,NA
Apidae,Nomada breviscapa,bees,0,0,0,4,0,NA,NA,NA,NA,NA
Apidae,Nomada calimorpha,bees,4,58,18,1,12,0.0117763703862949,NA,NA,NA,NA
Apidae,Nomada carnifex,bees,30,19,44,50,30,-0.0661444775100569,NA,NA,-0.0174908140387163,NA
Apidae,Nomada caspia,bees,1,2,29,11,111,-0.00798130543703329,NA,NA,NA,NA
Apidae,Nomada castellana,bees,20,18,53,74,125,NA,NA,NA,NA,NA
Apidae,Nomada cherkesiana,bees,0,25,6,5,27,-0.0955915142510916,NA,NA,NA,NA
Apidae,Nomada collarae,bees,0,1,10,0,0,NA,NA,NA,NA,NA
Apidae,Nomada concolor,bees,3,17,17,15,6,-0.0310893367966435,NA,NA,-0.0569348390871985,NA
Apidae,Nomada confinis,bees,0,9,14,4,8,0.008246540009848,NA,NA,NA,NA
Apidae,Nomada conjungens,bees,65,49,76,174,478,NA,NA,NA,NA,NA
Apidae,Nomada connectens,bees,4,8,20,11,20,NA,NA,NA,NA,NA
Apidae,Nomada corcyraea,bees,1,2,9,11,23,-0.00901831828292634,NA,NA,NA,NA
Apidae,Nomada coronata,bees,0,1,26,12,26,0.0068637697951892,NA,NA,NA,NA
Apidae,Nomada crenulata,bees,0,0,0,1,4,NA,NA,NA,NA,NA
Apidae,Nomada cretensis,bees,0,0,11,4,11,NA,NA,NA,NA,NA
Apidae,Nomada cristata,bees,0,1,26,9,16,-0.0660525036844123,NA,NA,NA,NA
Apidae,Nomada cruenta,bees,2,24,39,14,35,NA,NA,NA,NA,NA
Apidae,Nomada cypria,bees,0,6,4,5,7,-0.0514561692628489,NA,NA,NA,NA
Apidae,Nomada cypricola,bees,3,9,1,7,0,-0.281021290999843,NA,NA,NA,NA
Apidae,Nomada diacantha,bees,0,0,9,4,9,NA,NA,NA,NA,NA
Apidae,Nomada dira,bees,3,0,15,41,29,-0.0656264673851347,NA,NA,NA,NA
Apidae,Nomada discedens,bees,1,8,33,30,62,NA,NA,NA,NA,NA
Apidae,Nomada discrepans,bees,8,5,55,68,59,-0.0574650368720333,NA,0.139989292608293,-4.33075105946227e-5,NA
Apidae,Nomada distinguenda,bees,125,175,294,152,545,0.00853634570118289,-0.0402877148854926,-0.0151582067821845,-0.0023870353900623,-0.251247131606254
Apidae,Nomada dolosa,bees,0,0,2,17,6,-0.146252976494657,NA,NA,NA,NA
Apidae,Nomada duplex,bees,1,3,19,16,22,-0.0441360235932059,NA,NA,NA,NA
Apidae,Nomada ebmeri,bees,0,0,11,5,20,0.013873492522834,NA,NA,NA,NA
Apidae,Nomada elsei,bees,0,0,1,1,2,NA,NA,NA,NA,NA
Apidae,Nomada emarginata,bees,45,46,161,104,86,NA,-0.0205089034377929,NA,-0.0211105523736258,NA
Apidae,Nomada eos,bees,0,1,5,8,46,NA,NA,NA,NA,NA
Apidae,Nomada errans,bees,15,19,35,14,23,NA,-0.0158948205911497,NA,-0.0163919199088126,NA
Apidae,Nomada erythrocephala,bees,2,2,19,15,41,NA,NA,NA,NA,NA
Apidae,Nomada fabriciana,bees,399,341,1142,3270,6396,NA,NA,NA,NA,NA
Apidae,Nomada facilis,bees,24,23,51,89,199,NA,NA,NA,NA,NA
Apidae,Nomada fallax,bees,1,1,20,25,63,0.109884798748964,NA,NA,NA,NA
Apidae,Nomada femoralis,bees,106,143,173,194,680,NA,NA,NA,NA,NA
Apidae,Nomada fenestrata,bees,1,3,14,9,4,-0.018990109921386802,NA,NA,NA,NA
Apidae,Nomada ferruginata,bees,41,101,126,330,1487,0.0623370856793909,-0.0173766009185595,0.0305194144125852,0.0242522531089065,0.0762174352831921
Apidae,Nomada filicornis,bees,4,0,2,13,13,0.398683203920987,NA,NA,NA,NA
Apidae,Nomada flava,bees,352,533,3274,4815,7748,0.011258618049952,-0.00992919613904033,0.0548515564540052,0.00642622797283616,NA
Apidae,Nomada flavigenis,bees,0,0,5,2,11,-0.112620591273351,NA,NA,NA,NA
Apidae,Nomada flavilabris,bees,3,4,2,2,5,NA,-0.0382970353126962,NA,NA,NA
Apidae,Nomada flavinervis,bees,0,0,9,0,4,NA,NA,NA,NA,NA
Apidae,Nomada flavoguttata,bees,499,493,1542,4235,9370,NA,NA,NA,NA,NA
Apidae,Nomada flavopicta,bees,308,455,528,720,2249,-0.00517076063693387,0.00138035476601459,-0.0128936148966644,0.010308788586456,-0.0184826034638838
Apidae,Nomada fucata,bees,153,384,552,1800,4778,0.00943774052683519,0.0152591476404777,0.0440879393900167,0.0234496563035,0.0549569748320583
Apidae,Nomada fulvicornis,bees,343,421,435,834,1913,0.00606522903499048,-0.0441511350928279,-0.0171876724387863,-0.0221590383779026,-0.0127219396850686
Apidae,Nomada furva,bees,18,31,75,30,78,0.0272672421811932,-0.0102092173980144,-0.0384597287245497,-0.0253686253163931,NA
Apidae,Nomada furvoides,bees,4,10,26,28,66,NA,NA,NA,NA,NA
Apidae,Nomada fusca,bees,45,127,66,104,390,NA,NA,NA,NA,NA
Apidae,Nomada fuscicornis,bees,104,336,221,136,437,0.01696065531393,0.0247337556455715,-0.0692500968262231,-0.0158606676430091,-0.0404692868441662
Apidae,Nomada gageae,bees,0,2,0,0,0,NA,NA,NA,NA,NA
Apidae,Nomada glaberrima,bees,1,1,30,23,57,-0.00107135905069889,NA,NA,NA,NA
Apidae,Nomada glaucopis,bees,6,8,59,91,110,-0.00357039758588773,NA,NA,NA,NA
Apidae,Nomada goodeniana,bees,250,445,713,2644,7245,0.0129521205617212,0.013911429312466,0.017448921287609,0.0137050439602134,0.0140674480146822
Apidae,Nomada gransassoi,bees,0,6,15,20,7,NA,NA,NA,NA,NA
Apidae,Nomada gredosiana,bees,0,0,0,3,0,NA,NA,NA,NA,NA
Apidae,Nomada gribodoi,bees,0,0,10,9,10,NA,NA,NA,NA,NA
Apidae,Nomada gruenwaldti,bees,0,0,2,0,19,NA,NA,NA,NA,NA
Apidae,Nomada guichardi,bees,0,0,0,0,3,NA,NA,NA,NA,NA
Apidae,Nomada guttulata,bees,23,58,58,131,345,-0.00165814080715321,0.0144577007681205,-0.00208374639319066,0.00619357870645174,-7.12338373025368e-4
Apidae,Nomada hera,bees,0,0,6,7,68,NA,NA,NA,NA,NA
Apidae,Nomada hirtipes,bees,27,39,67,257,330,0.0926969249277622,0.00283764842914087,-0.0230605227707917,-0.00814775504592763,NA
Apidae,Nomada hispanica,bees,0,1,11,17,25,NA,NA,NA,NA,NA
Apidae,Nomada hungarica,bees,1,1,12,10,17,-0.00630214974069641,NA,NA,NA,NA
Apidae,Nomada illustris,bees,1,4,17,25,36,-0.0522452333834813,NA,NA,NA,NA
Apidae,Nomada immaculata,bees,0,1,3,11,5,NA,NA,NA,NA,NA
Apidae,Nomada imperialis,bees,0,1,13,18,21,-0.0400991322335437,NA,NA,NA,NA
Apidae,Nomada incisa,bees,3,1,8,9,4,0.0260596518134508,NA,NA,NA,NA
Apidae,Nomada insignipes,bees,0,1,16,32,28,-0.00868059461916877,NA,NA,NA,NA
Apidae,Nomada integra,bees,182,167,289,501,761,NA,NA,NA,NA,NA
Apidae,Nomada italica,bees,0,11,2,5,8,NA,NA,NA,NA,NA
Apidae,Nomada kervilleana,bees,0,0,0,1,1,NA,NA,NA,NA,NA
Apidae,Nomada kohli,bees,20,16,50,44,162,NA,NA,NA,NA,NA
Apidae,Nomada kornosica,bees,0,5,4,4,3,-0.291241488128879,NA,NA,NA,NA
Apidae,Nomada kriesteni,bees,0,0,3,3,6,0.00253353578079307,NA,NA,NA,NA
Apidae,Nomada lamellata,bees,0,1,2,2,0,NA,NA,NA,NA,NA
Apidae,Nomada lapillula,bees,0,0,7,0,52,0.0476776186786174,NA,NA,NA,NA
Apidae,Nomada lateritia,bees,0,0,0,4,6,NA,NA,NA,NA,NA
Apidae,Nomada lathburiana,bees,274,406,656,1053,6069,-0.0038431885497966,0.00139836681874579,0.0365195796519581,0.0555275296308031,-0.0352296135992829
Apidae,Nomada laticrus,bees,0,0,1,1,1,NA,NA,NA,NA,NA
Apidae,Nomada leucophthalma,bees,259,247,487,924,3240,0.12566718604113,0.0126056312559085,-0.00851540196899868,-0.00132841599126496,-0.119733121334244
Apidae,Nomada limassolica,bees,0,42,2,9,24,-0.140088442953004,NA,NA,NA,NA
Apidae,Nomada linsenmaieri,bees,2,8,38,70,137,0.0476590726051747,0.006601301799593,-0.0177762303514782,NA,NA
Apidae,Nomada lucidula,bees,0,0,18,14,26,NA,NA,NA,NA,NA
Apidae,Nomada lutea,bees,1,0,0,0,0,NA,NA,NA,NA,NA
Apidae,Nomada luteipes,bees,0,0,2,0,1,NA,NA,NA,NA,NA
Apidae,Nomada maculicornis,bees,2,0,17,31,22,0.00290107754396596,NA,NA,NA,NA
Apidae,Nomada mandibularis,bees,0,0,4,3,3,NA,NA,NA,NA,NA
Apidae,Nomada marshamella,bees,547,461,1471,3430,5066,0.00579896436578628,0.0104250900227855,-0.00165429268666536,0.00799146155855555,0.0324359773347291
Apidae,Nomada mauritanica,bees,10,18,40,19,15,-0.158852063609168,-0.0167722538899892,NA,NA,NA
Apidae,Nomada mavromoustakisi,bees,0,0,1,1,11,0.0389237599628467,NA,NA,NA,NA
Apidae,Nomada maxschwarzi,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Apidae,Nomada melanopyga,bees,8,0,2,0,5,NA,NA,NA,NA,NA
Apidae,Nomada melathoracica,bees,41,39,28,56,65,-0.0571359937089897,-0.147239559463671,-0.0706474432411621,-0.0255169533147192,NA
Apidae,Nomada merceti,bees,4,7,47,19,41,-0.0758874452223165,NA,NA,NA,NA
Apidae,Nomada minuscula,bees,1,13,30,19,37,NA,NA,NA,NA,NA
Apidae,Nomada mitaii,bees,0,0,1,0,0,NA,NA,NA,NA,NA
Apidae,Nomada mocsaryi,bees,3,24,28,20,14,NA,NA,NA,NA,NA
Apidae,Nomada moeschleri,bees,27,17,22,67,281,NA,0.0906293665395364,NA,0.0809332470759714,-0.0282347072697073
Apidae,Nomada montarco,bees,2,0,0,0,0,NA,NA,NA,NA,NA
Apidae,Nomada moravitzii,bees,0,0,0,0,4,NA,NA,NA,NA,NA
Apidae,Nomada mutabilis,bees,29,32,66,32,108,0.0307956862580902,-0.0336159398718518,-0.109723517264167,-0.0339615074897045,NA
Apidae,Nomada mutica,bees,17,12,14,53,82,0.167436539098172,0.0228084856232422,0.0402225014766792,0.0155299636470057,NA
Apidae,Nomada nausicaa,bees,3,1,16,14,60,0.0346077083119715,NA,NA,NA,NA
Apidae,Nomada nesiotica,bees,5,17,1,0,0,-0.43227060003473,NA,NA,NA,NA
Apidae,Nomada nigrifrons,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Apidae,Nomada nigrilabris,bees,0,0,0,0,4,NA,NA,NA,NA,NA
Apidae,Nomada nigrospina,bees,0,0,0,2,1,NA,NA,NA,NA,NA
Apidae,Nomada nigrovaria,bees,7,1,14,28,7,NA,NA,NA,NA,NA
Apidae,Nomada nobilis,bees,3,9,75,95,230,NA,NA,NA,NA,NA
Apidae,Nomada noskiewiczi,bees,5,4,4,2,1,NA,NA,NA,NA,NA
Apidae,Nomada numida,bees,4,7,39,12,45,NA,NA,NA,NA,NA
Apidae,Nomada obscura,bees,17,93,208,142,451,NA,0.00942237997653593,-0.00112795583032075,0.00246406539317579,-0.179102870387934
Apidae,Nomada obtusifrons,bees,149,71,122,97,84,NA,-0.002384276657032,-0.0404442350396485,-0.00767435972287213,-0.0294904031725288
Apidae,Nomada oculata,bees,1,0,4,2,33,NA,NA,NA,NA,NA
Apidae,Nomada opaca,bees,24,28,18,22,154,NA,NA,NA,NA,NA
Apidae,Nomada opaciformis,bees,0,0,0,2,0,NA,NA,NA,NA,NA
Apidae,Nomada oralis,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Apidae,Nomada orbitalis,bees,4,1,2,0,4,NA,NA,NA,NA,NA
Apidae,Nomada ottomanensis,bees,0,0,13,1,21,0.0117764108790297,NA,NA,NA,NA
Apidae,Nomada pallispinosa,bees,1,1,19,30,75,2.9439202115985e-4,NA,NA,NA,NA
Apidae,Nomada panurgina,bees,2,4,22,31,33,NA,NA,NA,NA,NA
Apidae,Nomada panzeri,bees,637,697,1450,2896,5450,0.0498371876967178,-1.29327326076757e-4,-0.0193295011016714,-0.00312695516439476,-0.0158076701270099
Apidae,Nomada pastoralis,bees,0,0,1,0,0,NA,NA,NA,NA,NA
Apidae,Nomada pectoralis,bees,1,2,17,13,16,-6.53524073949207e-4,NA,NA,NA,NA
Apidae,Nomada piccioliana,bees,25,13,19,38,32,0.0445088685293411,-0.00950333637982364,NA,-0.0324858477660561,NA
Apidae,Nomada piliventris,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Apidae,Nomada pilosa,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Apidae,Nomada platythorax,bees,0,0,2,0,0,NA,NA,NA,NA,NA
Apidae,Nomada pleurosticta,bees,17,13,38,42,44,-0.0827414044474835,-0.0126331317935004,0.0238328161023735,-0.00804575279541189,NA
Apidae,Nomada polemediana,bees,1,18,0,0,0,NA,NA,NA,NA,NA
Apidae,Nomada posthuma,bees,1,6,4,10,23,NA,NA,NA,NA,NA
Apidae,Nomada priesneri,bees,0,0,2,6,17,-0.0693881000903547,NA,NA,NA,NA
Apidae,Nomada propinqua,bees,0,1,7,24,64,0.038961848666925,NA,NA,NA,NA
Apidae,Nomada pulchra,bees,1,0,0,1,4,NA,NA,NA,NA,NA
Apidae,Nomada pygidialis,bees,1,6,20,9,18,NA,NA,NA,NA,NA
Apidae,Nomada pyrgosica,bees,0,0,1,4,0,NA,NA,NA,NA,NA
Apidae,Nomada radoszkowskii,bees,0,0,0,0,4,NA,NA,NA,NA,NA
Apidae,Nomada rhenana,bees,98,104,101,41,21,-0.0175386272591011,-0.0364484793310463,-0.0789933564580891,-0.0472252399987296,NA
Apidae,Nomada roberjeotiana,bees,222,352,345,110,561,NA,NA,NA,NA,NA
Apidae,Nomada rostrata,bees,3,4,11,5,7,NA,NA,NA,NA,NA
Apidae,Nomada rubiginosa,bees,0,2,4,5,34,NA,NA,NA,NA,NA
Apidae,Nomada rubricollis,bees,0,0,5,6,199,0.425241545398618,NA,NA,NA,NA
Apidae,Nomada rubricoxa,bees,0,19,30,59,34,NA,NA,NA,NA,NA
Apidae,Nomada rubriventris,bees,0,0,4,1,0,NA,NA,NA,NA,NA
Apidae,Nomada ruficornis,bees,584,611,1036,2299,6206,0.0458691107985406,0.00407972115230446,-0.00259843043533105,0.00486492897349522,-0.0306223359747773
Apidae,Nomada rufipes,bees,468,513,1074,1755,3390,0.0041804293707838,-0.00660777155706188,-0.00161886163035275,-0.00780491482132576,-0.00546183609594065
Apidae,Nomada rufoabdominalis,bees,4,3,5,6,0,NA,NA,NA,NA,NA
Apidae,Nomada sabulosa,bees,0,0,0,0,3,NA,NA,NA,NA,NA
Apidae,Nomada sanguinea,bees,5,10,39,54,52,-0.0360166634472425,NA,0.0566321866297575,NA,NA
Apidae,Nomada scheuchli,bees,0,0,1,0,1,NA,NA,NA,NA,NA
Apidae,Nomada serricornis,bees,0,3,6,17,5,NA,NA,NA,NA,NA
Apidae,Nomada sexfasciata,bees,186,166,216,320,487,NA,NA,NA,NA,NA
Apidae,Nomada sheppardana,bees,176,168,446,997,1829,0.0808880553716339,0.00712493509054313,-0.00276216023200624,0.031345955784164,NA
Apidae,Nomada sicula,bees,0,2,47,2,0,NA,NA,NA,NA,NA
Apidae,Nomada signata,bees,138,215,210,491,1432,NA,NA,NA,NA,NA
Apidae,Nomada similis,bees,111,64,98,160,292,0.0181589605266616,-0.0351053167498899,-0.0460115563053598,-0.019077653427149,0.0141121472882379
Apidae,Nomada simulatrix,bees,0,0,7,0,0,NA,NA,NA,NA,NA
Apidae,Nomada smiti,bees,0,0,2,0,6,NA,NA,NA,NA,NA
Apidae,Nomada standfussi,bees,0,0,1,1,7,NA,NA,NA,NA,NA
Apidae,Nomada stigma,bees,53,75,76,75,324,NA,NA,NA,NA,NA
Apidae,Nomada stoeckherti,bees,0,9,21,6,25,NA,NA,NA,-6.87191189011585e-4,NA
Apidae,Nomada striata,bees,397,526,723,705,1698,-0.00637252624600413,-0.0033086898953963,-0.0350818078822134,-0.00631774050966291,-0.0476812307672288
Apidae,Nomada subcornuta,bees,14,33,6,10,103,NA,NA,0.584402455527499,-0.109492876514519,-0.1058605884017
Apidae,Nomada succincta,bees,174,224,510,704,1758,NA,NA,NA,NA,NA
Apidae,Nomada sybarita,bees,0,1,2,3,1,NA,NA,NA,NA,NA
Apidae,Nomada symphyti,bees,5,21,41,13,36,NA,NA,NA,NA,NA
Apidae,Nomada tarsalis,bees,0,0,1,0,2,NA,NA,NA,NA,NA
Apidae,Nomada tenella,bees,5,3,13,2,0,NA,NA,NA,NA,NA
Apidae,Nomada teunisseni,bees,0,1,1,2,0,NA,NA,NA,NA,NA
Apidae,Nomada thersites,bees,1,2,6,7,17,-0.0510187387154362,NA,NA,NA,NA
Apidae,Nomada tormentillae,bees,10,30,75,58,148,NA,-0.00687247604711953,0.00183819909425755,0.0126944457091608,-0.0221477787880338
Apidae,Nomada trapeziformis,bees,8,6,13,3,1,NA,NA,NA,-0.220664427273049,NA
Apidae,Nomada tridentirostris,bees,2,9,32,57,69,NA,NA,NA,NA,NA
Apidae,Nomada trispinosa,bees,0,18,87,38,40,-0.0484454823329172,-5.38608295204286e-4,NA,-0.167004449081676,NA
Apidae,Nomada tuberculifera,bees,0,0,9,0,0,NA,NA,NA,NA,NA
Apidae,Nomada umbrosa,bees,0,0,6,1,2,NA,NA,NA,NA,NA
Apidae,Nomada unica,bees,0,0,1,1,12,NA,NA,NA,NA,NA
Apidae,Nomada unispinosa,bees,0,0,2,3,0,NA,NA,NA,NA,NA
Apidae,Nomada verna,bees,3,5,9,24,31,0.0435213581280241,NA,NA,0.0280849581946051,NA
Apidae,Nomada villosa,bees,28,38,111,69,223,NA,NA,NA,NA,NA
Apidae,Nomada warnckei,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Apidae,Nomada yermasoyiae,bees,0,8,1,0,0,NA,NA,NA,NA,NA
Apidae,Nomada zonata,bees,14,36,77,108,1378,0.161697891585361,0.0087176865670223,0.21265302165157,0.142874549344027,-0.0290123401476072
Apidae,Parammobatodes minutus,bees,0,4,5,2,4,NA,NA,NA,NA,NA
Apidae,Pasites maculatus,bees,14,31,51,42,138,0.424317853012097,0.0814457542058137,NA,0.0779991251611339,NA
Apidae,Schmiedeknechtia oraniensis,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Apidae,Tarsalia ancyliformis,bees,2,6,0,2,5,0.0288545533550679,NA,NA,NA,NA
Apidae,Tarsalia hirtipes,bees,2,0,0,0,0,NA,NA,NA,NA,NA
Apidae,Tetralonia alticincta,bees,5,4,40,55,54,NA,NA,NA,NA,NA
Apidae,Tetralonia cinctella,bees,0,0,1,0,4,NA,NA,NA,NA,NA
Apidae,Tetralonia dentata,bees,34,37,77,78,87,NA,NA,NA,NA,NA
Apidae,Tetralonia fulvescens,bees,2,13,27,59,119,NA,NA,NA,NA,NA
Apidae,Tetralonia gennargentui,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Apidae,Tetralonia glauca,bees,2,4,6,13,24,0.117961991523938,NA,NA,NA,NA
Apidae,Tetralonia graja,bees,0,5,9,27,24,0.029167007492123,NA,NA,NA,NA
Apidae,Tetralonia iberica,bees,0,1,2,4,21,0.0779921008078475,NA,NA,NA,NA
Apidae,Tetralonia inulae,bees,4,10,13,22,20,NA,-0.00468976866266187,NA,0.139105031476163,NA
Apidae,Tetralonia julliani,bees,0,1,10,8,11,NA,NA,NA,NA,NA
Apidae,Tetralonia lyncea,bees,0,0,4,1,8,NA,NA,NA,NA,NA
Apidae,Tetralonia malvae,bees,65,47,51,58,187,NA,NA,NA,NA,NA
Apidae,Tetralonia nana,bees,7,16,40,29,55,0.0231864390828227,NA,NA,0.0899959858808408,NA
Apidae,Tetralonia pollinosa,bees,2,0,2,5,16,NA,NA,NA,NA,NA
Apidae,Tetralonia salicariae,bees,47,36,84,84,155,0.00541383240638861,-0.00751892650090528,0.0532596299612806,9.01117535229634e-4,NA
Apidae,Tetralonia scabiosae,bees,2,5,19,12,3,NA,NA,NA,NA,NA
Apidae,Tetralonia strigata,bees,0,1,4,30,45,NA,NA,NA,NA,NA
Apidae,Tetralonia vicina,bees,0,0,1,0,1,NA,NA,NA,NA,NA
Apidae,Thyreus affinis,bees,12,35,24,10,10,NA,NA,NA,NA,NA
Apidae,Thyreus elegans,bees,4,0,0,0,0,NA,NA,NA,NA,NA
Apidae,Thyreus hellenicus,bees,2,5,4,0,2,NA,NA,NA,NA,NA
Apidae,Thyreus hirtus,bees,35,43,68,30,68,-0.084149076621604,-0.0116536720740691,NA,NA,NA
Apidae,Thyreus histrionicus,bees,29,45,109,77,178,0.00920162074591656,-0.0293719775558326,NA,0.0102950857424752,NA
Apidae,Thyreus orbatus,bees,172,89,214,104,141,-0.0370343490973221,-0.0428907022203354,0.00157319165964296,-0.0422415212527955,NA
Apidae,Thyreus picaron,bees,6,4,9,5,13,-0.0719781603954243,0.145689388166552,NA,NA,NA
Apidae,Thyreus ramosus,bees,40,52,123,86,185,0.0136180051053637,0.00281259763368171,-0.035457498732178,-0.0254241176745875,NA
Apidae,Thyreus scutellaris,bees,0,8,0,0,0,NA,NA,NA,NA,NA
Apidae,Thyreus truncatus,bees,9,16,23,10,23,NA,NA,NA,NA,NA
Apidae,Triepeolus tristis,bees,11,18,7,16,8,NA,NA,NA,NA,NA
Apidae,Xylocopa amedaei,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Apidae,Xylocopa cantabrita,bees,2,7,34,30,28,7.22613905445895e-4,NA,NA,NA,NA
Apidae,Xylocopa iris,bees,28,13,38,42,212,-0.0534636614974297,0.0330664064938393,NA,0.0774570433417594,NA
Apidae,Xylocopa olivieri,bees,0,0,0,0,36,NA,NA,NA,NA,NA
Apidae,Xylocopa valga,bees,56,37,59,88,158,NA,NA,NA,NA,NA
Apidae,Xylocopa violacea,bees,121,90,135,235,1015,NA,NA,NA,NA,NA
Colletidae,Colletes abeillei,bees,3,24,23,68,156,0.00458654222197056,NA,NA,NA,NA
Colletidae,Colletes acutiformis,bees,0,0,1,1,2,NA,NA,NA,NA,NA
Colletidae,Colletes acutus,bees,0,6,10,12,67,-0.00692600055529004,NA,NA,NA,NA
Colletidae,Colletes albomaculatus,bees,4,34,33,96,152,-0.00314029002549671,NA,NA,NA,NA
Colletidae,Colletes anceps,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Colletidae,Colletes anchusae,bees,10,0,5,1,3,NA,NA,NA,0.0405345790001382,NA
Colletidae,Colletes brevigena,bees,11,3,20,21,103,0.0274306057876734,NA,NA,-0.0782699790057495,NA
Colletidae,Colletes canescens,bees,0,0,0,2,0,NA,NA,NA,NA,NA
Colletidae,Colletes carinatus,bees,1,1,10,9,8,NA,NA,NA,NA,NA
Colletidae,Colletes cariniger,bees,0,2,7,12,43,-0.0176318969923276,NA,NA,NA,NA
Colletidae,Colletes caskanus,bees,0,0,0,0,8,NA,NA,NA,NA,NA
Colletidae,Colletes caspicus,bees,4,4,0,17,7,NA,NA,NA,NA,NA
Colletidae,Colletes chengtehensis,bees,5,23,14,18,48,NA,NA,NA,NA,NA
Colletidae,Colletes collaris,bees,11,4,18,28,55,0.0747613662161577,NA,NA,-0.106605169276837,NA
