family,scientificName,Group,1921-1940,1941-1960,1961-1980,1981-2000,2001-2020,mediterranean,alpine,atlantic,continental,boreal
Syrphidae,Eumerus niehuisi,hoverflies,0,0,0,0,2,NA,NA,NA,NA,NA
Syrphidae,Eumerus nigrorufus,hoverflies,0,0,0,0,9,NA,NA,NA,NA,NA
Syrphidae,Eumerus niveitibia,hoverflies,0,0,0,4,13,0.211598367194601,NA,NA,NA,NA
Syrphidae,Eumerus nudus,hoverflies,0,1,0,0,2,NA,NA,NA,NA,NA
Syrphidae,Eumerus obliquus,hoverflies,0,0,0,0,21,0.304238156982785,NA,NA,NA,NA
Syrphidae,Eumerus olivaceus,hoverflies,0,3,3,9,7,-0.0932636304733402,-0.193514766435744,NA,NA,NA
Syrphidae,Eumerus ornatus,hoverflies,2,15,21,188,235,0.129481838594742,0.0329296615138101,-0.0155937349196578,-0.0407046698192234,-0.0180391431586681
Syrphidae,Eumerus ovatus,hoverflies,0,1,0,2,6,NA,NA,NA,NA,NA
Syrphidae,Eumerus pannonicus,hoverflies,0,0,0,0,3,NA,NA,NA,NA,NA
Syrphidae,Eumerus phaeacus,hoverflies,0,0,1,0,4,NA,NA,NA,NA,NA
Syrphidae,Eumerus pulchellus,hoverflies,1,3,14,42,523,NA,NA,NA,NA,NA
Syrphidae,Eumerus pusillus,hoverflies,0,0,18,23,130,-0.0227981956175123,NA,NA,NA,NA
Syrphidae,Eumerus richteri,hoverflies,0,0,0,10,5,NA,NA,NA,-0.0876291003201327,NA
Syrphidae,Eumerus rubrum,hoverflies,0,0,0,2,1,NA,NA,NA,NA,NA
Syrphidae,Eumerus ruficornis,hoverflies,1,0,0,1,35,NA,NA,0.145925565373554,NA,NA
Syrphidae,Eumerus sabulonum,hoverflies,3,2,17,56,79,NA,NA,NA,NA,NA
Syrphidae,Eumerus sinuatus,hoverflies,0,0,0,5,10,NA,NA,NA,NA,NA
Syrphidae,Eumerus sogdianus,hoverflies,0,0,4,49,47,0.133374338017198,NA,-0.047320451822873,-0.0642697821616863,NA
Syrphidae,Eumerus strigatus,hoverflies,14,23,63,192,377,-0.0716746203598256,NA,-0.044023536344362,-0.00215316214631505,-0.00856740938336909
Syrphidae,Eumerus subornatus,hoverflies,0,0,0,0,1,NA,NA,NA,NA,NA
Syrphidae,Eumerus sulcitibius,hoverflies,0,2,9,10,183,0.045949202931062,NA,NA,NA,NA
Syrphidae,Eumerus tarsalis,hoverflies,0,0,1,10,12,NA,NA,NA,NA,NA
Syrphidae,Eumerus tauricus,hoverflies,0,1,0,0,0,NA,NA,NA,NA,NA
Syrphidae,Eumerus tenuitarsis,hoverflies,0,0,0,0,1,NA,NA,NA,NA,NA
Syrphidae,Eumerus torsicus,hoverflies,0,0,0,0,6,NA,NA,NA,NA,NA
Syrphidae,Eumerus tricolor,hoverflies,2,27,13,118,89,0.165922573515222,-0.0205153511171346,-0.00472277082136149,-0.0557337399290505,NA
Syrphidae,Eumerus truncatus,hoverflies,0,0,0,0,23,0.452845518066227,NA,NA,NA,NA
Syrphidae,Eumerus uncipes,hoverflies,0,0,1,3,10,NA,NA,NA,NA,NA
Syrphidae,Eumerus vestitus,hoverflies,0,0,0,0,4,NA,NA,NA,NA,NA
Syrphidae,Eupeodes abiskoensis,hoverflies,4,1,12,14,2,NA,NA,NA,NA,NA
Syrphidae,Eupeodes biciki,hoverflies,3,0,0,0,0,NA,NA,NA,NA,NA
Syrphidae,Eupeodes corollae,hoverflies,14,30,279,724,24303,NA,NA,NA,NA,NA
Syrphidae,Eupeodes curtus,hoverflies,0,0,5,5,12,NA,0.00609136072611224,NA,NA,-0.0402951504517427
Syrphidae,Eupeodes flaviceps,hoverflies,0,3,3,62,15,0.0121231114945059,-0.0398484889339189,NA,-0.0697890199360142,NA
Syrphidae,Eupeodes frequens,hoverflies,5,1,15,79,123,-0.0487552645779856,0.0660593459458849,-0.0244737919803582,0.025509155395562,NA
Syrphidae,Eupeodes goeldlini,hoverflies,0,1,0,1,56,NA,NA,0.566893200458411,0.456431076437947,NA
Syrphidae,Eupeodes latifasciatus,hoverflies,21,18,53,463,1442,0.0289241049120389,0.0418070670868843,0.0111068734185371,0.0112183418326545,NA
Syrphidae,Eupeodes lucasi,hoverflies,0,0,8,49,50,-0.0167054245218899,-0.00252627289838589,NA,0.120603545931054,NA
Syrphidae,Eupeodes lundbecki,hoverflies,1,2,2,7,15,NA,NA,NA,NA,NA
Syrphidae,Eupeodes luniger,hoverflies,11,12,134,291,6242,NA,NA,NA,NA,NA
Syrphidae,Eupeodes nielseni,hoverflies,6,0,1,35,49,-0.0621262261143281,0.269735802337631,-0.0250205042522974,0.0897635678767072,-0.0409482606168242
Syrphidae,Eupeodes nitens,hoverflies,3,2,13,78,132,NA,NA,NA,NA,NA
Syrphidae,Eupeodes nuba,hoverflies,0,0,0,31,9,-0.0355785184050232,NA,NA,NA,NA
Syrphidae,Eupeodes punctifer,hoverflies,15,2,43,32,30,NA,NA,NA,NA,NA
Syrphidae,Eupeodes tirolensis,hoverflies,0,0,1,21,20,NA,0.136083077207519,NA,NA,NA
Syrphidae,Eurimyia lineata,hoverflies,4,12,128,508,964,NA,NA,NA,NA,NA
Syrphidae,Fagisyrphus cinctus,hoverflies,4,16,60,231,738,-0.0144895717832183,-0.013852788674978,-0.0150533402726435,0.00202954674923836,-0.00524681152788667
Syrphidae,Ferdinandea aurea,hoverflies,1,1,3,18,54,-0.0556089782157741,NA,NA,NA,NA
Syrphidae,Ferdinandea cuprea,hoverflies,1,9,22,122,3648,NA,NA,NA,NA,NA
Syrphidae,Ferdinandea fumipennis,hoverflies,0,0,2,10,20,0.010185676080486,NA,NA,NA,NA
Syrphidae,Ferdinandea ruficornis,hoverflies,0,1,3,35,128,NA,NA,0.0249899318252421,0.0808638375403467,0.291573259123054
Syrphidae,Hammerschmidtia ferruginea,hoverflies,20,10,69,88,414,NA,0.03140319269366,0.0268202368435832,-0.00300295589499297,-0.00397263648793612
Syrphidae,Hammerschmidtia ingrica,hoverflies,1,2,4,0,11,NA,NA,NA,NA,0.0155273194637782
Syrphidae,Helophilus affinis,hoverflies,3,7,31,61,360,NA,NA,NA,NA,NA
Syrphidae,Helophilus groenlandicus,hoverflies,0,5,0,0,0,NA,NA,NA,NA,NA
Syrphidae,Helophilus hybridus,hoverflies,17,18,143,470,2009,NA,-0.0183389587585128,0.0144831701837195,0.0557972719025203,0.0108129761691853
Syrphidae,Helophilus pendulus,hoverflies,35,58,330,615,47007,NA,NA,NA,NA,NA
Syrphidae,Helophilus trivittatus,hoverflies,0,17,40,200,19271,NA,NA,NA,NA,NA
Syrphidae,Heringia heringi,hoverflies,1,6,14,200,159,0.0261476726066192,0.315698406802428,-0.00543362640952037,-0.00289190982089081,NA
Syrphidae,Ischiodon aegyptius,hoverflies,0,1,0,0,3,NA,NA,NA,NA,NA
Syrphidae,Ischiodon scutellaris,hoverflies,0,0,0,0,11,NA,NA,NA,NA,NA
Syrphidae,Katara connexa,hoverflies,0,0,0,1,2,NA,NA,NA,NA,NA
Syrphidae,Lapposyrphus lapponicus,hoverflies,9,22,35,278,436,-0.112600530758773,0.00846411925233767,0.0113276650770408,-0.0275405916523101,-0.0174759644055139
Syrphidae,Lejogaster metallina,hoverflies,13,17,109,707,686,-0.068242485915136,-0.0297339939159889,-0.032623802454252,-0.0048739077246273,-0.00474615449534243
Syrphidae,Lejogaster tarsata,hoverflies,0,19,16,98,204,0.11237470519041,NA,-0.0700331911157949,-0.0932176645579828,NA
Syrphidae,Lejops vittatus,hoverflies,1,1,0,1,81,NA,NA,NA,NA,NA
Syrphidae,Lejota ruficornis,hoverflies,1,4,1,34,49,NA,-0.0377735013583422,NA,0.0684996782076046,-0.0446448735311433
Syrphidae,Leucozona glaucia,hoverflies,7,17,58,434,1023,NA,0.245200536241839,-0.0168757423147749,-0.0353643716860369,0.0419652894845841
Syrphidae,Leucozona inopinata,hoverflies,0,0,5,9,34,NA,NA,NA,NA,NA
Syrphidae,Leucozona laternaria,hoverflies,5,11,39,151,385,NA,0.616542497512293,-0.0848579122256426,-0.0388845133363347,0.0424867678214198
Syrphidae,Leucozona lucorum,hoverflies,35,31,170,736,1932,NA,NA,NA,NA,NA
Syrphidae,Mallota cimbiciformis,hoverflies,2,17,9,26,55,-0.016815834222019502,NA,-0.0343578502068786,0.0613926296798158,NA
Syrphidae,Mallota dusmeti,hoverflies,0,0,3,3,13,0.01032105585127,NA,NA,NA,NA
Syrphidae,Mallota eurasiatica,hoverflies,0,0,1,1,0,NA,NA,NA,NA,NA
Syrphidae,Mallota fuciformis,hoverflies,0,1,3,8,82,0.00639302661428939,NA,-0.0431142534838019,0.15184753045077,NA
Syrphidae,Mallota megilliformis,hoverflies,4,4,4,10,38,NA,NA,NA,NA,NA
Syrphidae,Mallota rossica,hoverflies,0,0,0,0,1,NA,NA,NA,NA,NA
Syrphidae,Mallota tricolor,hoverflies,0,2,0,4,1,NA,NA,NA,NA,NA
Syrphidae,Matsumyia berberina,hoverflies,0,1,1,113,280,NA,NA,NA,NA,NA
Syrphidae,Megasyrphus erraticus,hoverflies,2,5,18,95,166,NA,0.0834464142062253,-0.0269810949183209,-0.0171636600156785,NA
Syrphidae,Melangyna arctica,hoverflies,4,1,9,72,19,NA,0.0170291691596503,-0.0801203489012966,NA,NA
Syrphidae,Melangyna barbifrons,hoverflies,1,4,4,14,24,NA,NA,NA,NA,NA
Syrphidae,Melangyna compositarum,hoverflies,12,15,48,151,340,NA,0.0186242846800258,-0.0277256845739411,-0.036347928220414,-0.0326079367852774
Syrphidae,Melangyna ericarum,hoverflies,0,0,3,2,2,NA,NA,NA,NA,NA
Syrphidae,Melangyna lasiophthalma,hoverflies,11,12,43,311,587,NA,NA,NA,NA,NA
Syrphidae,Melangyna pavlovskyi,hoverflies,0,0,0,0,32,NA,NA,NA,NA,NA
Syrphidae,Melangyna quadrimaculata,hoverflies,0,0,0,3,13,NA,NA,NA,-0.0295564886673045,NA
Syrphidae,Melangyna umbellatarum,hoverflies,11,13,32,135,374,0.0378565323143172,0.0427801499018401,-0.00382942261144915,-0.0148974763346556,-0.066695964262358
Syrphidae,Melanogaster aerosa,hoverflies,11,4,9,64,54,NA,NA,NA,NA,NA
Syrphidae,Melanogaster curvistylus,hoverflies,0,0,0,1,1,NA,NA,NA,NA,NA
Syrphidae,Melanogaster hirtella,hoverflies,13,8,39,888,1467,-0.0417441514789331,NA,-0.00538591452566676,0.0405084914737669,NA
Syrphidae,Melanogaster nuda,hoverflies,0,17,1,136,340,NA,NA,NA,NA,NA
Syrphidae,Melanogaster parumplicata,hoverflies,0,5,0,3,2,NA,NA,NA,NA,NA
Syrphidae,Melanostoma certum,hoverflies,5,4,35,41,51,NA,-0.0318176425979318,0.178677020923495,NA,NA
Syrphidae,Melanostoma mellarium,hoverflies,0,0,0,0,19,NA,NA,NA,NA,NA
Syrphidae,Melanostoma mellinum,hoverflies,56,72,162,759,10374,0.0239227438589408,0.00817172248312843,0.0824261432914995,0.0575359580549131,0.0295445272143467
Syrphidae,Melanostoma scalare,hoverflies,34,30,59,545,12611,0.208884571442728,-0.00959788955679008,0.147573970854951,0.121074341238155,0.0557587665825435
Syrphidae,Meligramma cingulatum,hoverflies,0,0,0,25,30,0.0142794552660946,0.16906367950372,NA,0.512200984162615,NA
Syrphidae,Meligramma guttatum,hoverflies,1,4,11,32,35,NA,NA,NA,NA,NA
Syrphidae,Meligramma triangulifera,hoverflies,6,3,17,58,221,NA,NA,-0.0122472341449822,0.0391689955145445,0.00332071414894266
Syrphidae,Meliscaeva auricollis,hoverflies,11,22,74,823,2888,-0.00314484602765664,0.0438725910239561,0.032620539319736,0.0262385286970544,NA
Syrphidae,Meliscaeva cinctella,hoverflies,17,24,152,289,2835,0.0455115066430071,0.0238185457350036,0.0511484911872428,0.049015624100862,0.0159359452571051
Syrphidae,Merodon aberrans,hoverflies,15,32,29,86,93,-0.0806576516072568,3.08880435410738e-4,NA,-0.0871974396851155,NA
Syrphidae,Merodon abruzzensis,hoverflies,0,7,0,0,0,NA,NA,NA,NA,NA
Syrphidae,Merodon adriaticus,hoverflies,0,0,0,1,1,NA,NA,NA,NA,NA
Syrphidae,Merodon aerarius,hoverflies,1,20,37,19,66,0.0345185099102021,-0.040896398102821,NA,0.0888246305282585,NA
Syrphidae,Merodon alagoezicus,hoverflies,0,0,0,8,3,0.360878048365476,NA,NA,NA,NA
Syrphidae,Merodon albifasciatus,hoverflies,0,0,0,2,8,NA,NA,NA,NA,NA
Syrphidae,Merodon albifrons,hoverflies,9,45,32,136,302,-0.05385300102843,-0.047384140463385,-0.540484909068945,-0.0425400150032012,NA
Syrphidae,Merodon alexandri,hoverflies,2,1,2,12,4,NA,NA,NA,NA,NA
Syrphidae,Merodon ambiguus,hoverflies,0,0,1,2,18,NA,NA,NA,NA,NA
Syrphidae,Merodon analis,hoverflies,1,12,5,23,37,NA,0.159778045494396,NA,-0.0668683927989197,NA
Syrphidae,Merodon andriotes,hoverflies,0,0,0,0,6,NA,NA,NA,NA,NA
Syrphidae,Merodon antonioi,hoverflies,0,0,0,0,4,NA,NA,NA,NA,NA
Syrphidae,Merodon armipes,hoverflies,1,23,21,144,110,-0.0191324440745326,-0.0767488351831842,NA,0.0126472069850797,NA
Syrphidae,Merodon atratus,hoverflies,4,5,24,4,5,NA,NA,NA,NA,NA
Syrphidae,Merodon atricapillatus,hoverflies,0,0,0,19,0,NA,NA,NA,NA,NA
Syrphidae,Merodon aureus,hoverflies,6,8,33,37,119,-0.220286476325869,0.0193579452222697,NA,0.0248370933616651,NA
Syrphidae,Merodon aurifer,hoverflies,8,8,7,7,44,-0.0991250643095456,NA,NA,NA,NA
Syrphidae,Merodon auripes,hoverflies,0,13,7,44,12,NA,NA,NA,NA,NA
Syrphidae,Merodon avidus,hoverflies,21,54,106,230,419,-0.0358648869851487,-0.0391142887488453,-0.0630032775367025,0.00585204607313931,NA
Syrphidae,Merodon balkanicus,hoverflies,0,0,0,0,2,NA,NA,NA,NA,NA
Syrphidae,Merodon bessarabicus,hoverflies,0,4,0,5,50,0.00414573412819195,NA,NA,0.704277160424367,NA
Syrphidae,Merodon cabanerensis,hoverflies,0,0,0,0,2,NA,NA,NA,NA,NA
Syrphidae,Merodon caerulescens,hoverflies,0,0,14,1,14,0.366415917165723,NA,NA,NA,NA
Syrphidae,Merodon calcaratus,hoverflies,0,0,1,0,3,NA,NA,NA,NA,NA
Syrphidae,Merodon calidus,hoverflies,3,7,2,55,56,-0.043365813496483,-0.0145131291633225,NA,0.131014831030286,NA
Syrphidae,Merodon chalybeatus,hoverflies,0,1,5,4,14,NA,NA,NA,NA,NA
Syrphidae,Merodon chalybeus,hoverflies,1,1,2,13,20,-0.0673067472765307,NA,0.00715720166175974,NA,NA
Syrphidae,Merodon chrysotrichos,hoverflies,0,0,0,0,9,NA,NA,NA,NA,NA
Syrphidae,Merodon cinereus,hoverflies,13,30,64,55,39,NA,NA,NA,NA,NA
Syrphidae,Merodon clavipes,hoverflies,19,16,24,64,236,-0.0707020904890335,0.0119729074403454,-0.0849177689288755,-0.10746741664938,NA
Syrphidae,Merodon clunipes,hoverflies,0,1,5,15,50,0.00106076379773558,NA,NA,NA,NA
Syrphidae,Merodon confinium,hoverflies,0,0,0,1,1,NA,NA,NA,NA,NA
Syrphidae,Merodon confusus,hoverflies,0,0,4,8,13,NA,NA,NA,NA,NA
Syrphidae,Merodon constans,hoverflies,0,9,6,20,57,-0.011213307689366,0.0818370452863113,NA,-0.061804604670094,NA
Syrphidae,Merodon crassifemoris,hoverflies,5,7,5,2,1,-0.328648040513965,-0.391021636954985,NA,NA,NA
Syrphidae,Merodon crypticus,hoverflies,0,0,0,2,1,NA,NA,NA,NA,NA
Syrphidae,Merodon desuturinus,hoverflies,0,0,0,22,14,NA,0.118555707652031,NA,0.337719968771614,NA
Syrphidae,Merodon dobrogensis,hoverflies,0,0,0,0,4,NA,NA,NA,NA,NA
Syrphidae,Merodon dzhalitae,hoverflies,1,0,0,6,1,NA,NA,NA,NA,NA
Syrphidae,Merodon eques,hoverflies,0,0,0,0,4,NA,NA,NA,NA,NA
Syrphidae,Merodon equestris,hoverflies,41,41,207,505,5821,NA,NA,NA,NA,NA
Syrphidae,Merodon erivanicus,hoverflies,2,4,0,9,88,-0.0758187483196849,NA,NA,NA,NA
Syrphidae,Merodon erymanthius,hoverflies,0,0,0,1,1,NA,NA,NA,NA,NA
Syrphidae,Merodon escorialensis,hoverflies,0,0,2,0,0,NA,NA,NA,NA,NA
Syrphidae,Merodon euri,hoverflies,0,0,1,4,22,NA,NA,NA,NA,NA
Syrphidae,Merodon femoratoides,hoverflies,7,1,0,4,7,-0.114114117639667,NA,NA,NA,NA
Syrphidae,Merodon femoratus,hoverflies,1,1,13,17,13,-0.111750612665162,NA,NA,NA,NA
Syrphidae,Merodon flavicornis,hoverflies,0,0,1,0,0,NA,NA,NA,NA,NA
Syrphidae,Merodon flavus,hoverflies,6,7,18,5,7,NA,NA,NA,NA,NA
Syrphidae,Merodon funestus,hoverflies,4,9,19,38,97,NA,NA,NA,NA,NA
Syrphidae,Merodon gallicus,hoverflies,1,0,1,0,3,NA,NA,NA,NA,NA
Syrphidae,Merodon geniculatus,hoverflies,2,0,9,23,30,-0.057594256827355,NA,NA,NA,NA
Syrphidae,Merodon hamifer,hoverflies,1,0,0,1,31,-0.026486503164958,NA,NA,NA,NA
Syrphidae,Merodon hoplitis,hoverflies,1,0,3,0,8,-0.0115499505812267,NA,NA,NA,NA
Syrphidae,Merodon ibericus,hoverflies,0,0,13,5,14,NA,NA,NA,NA,NA
Syrphidae,Merodon italicus,hoverflies,1,19,3,13,46,NA,NA,NA,NA,NA
Syrphidae,Merodon kozufensis,hoverflies,0,0,0,0,1,NA,NA,NA,NA,NA
Syrphidae,Merodon latifemoris,hoverflies,0,0,0,0,14,0.00580798894388767,NA,NA,NA,NA
Syrphidae,Merodon legionensis,hoverflies,0,0,0,7,10,0.031878481452045,NA,NA,NA,NA
Syrphidae,Merodon loewi,hoverflies,3,5,6,48,33,-0.0660917593791487,NA,NA,0.133499509585058,NA
Syrphidae,Merodon longisetus,hoverflies,0,0,0,0,3,NA,NA,NA,NA,NA
Syrphidae,Merodon luteihumerus,hoverflies,0,0,0,0,5,NA,NA,NA,NA,NA
Syrphidae,Merodon luteofasciatus,hoverflies,0,0,0,0,10,NA,NA,NA,NA,NA
Syrphidae,Merodon luteomaculatus,hoverflies,0,0,0,2,14,NA,NA,NA,NA,NA
Syrphidae,Merodon makrisi,hoverflies,0,0,0,0,9,NA,NA,NA,NA,NA
Syrphidae,Merodon medium,hoverflies,0,0,0,0,4,NA,NA,NA,NA,NA
Syrphidae,Merodon megavidus,hoverflies,0,0,0,1,12,NA,NA,NA,NA,NA
Syrphidae,Merodon minutus,hoverflies,1,3,16,7,24,-0.0706147482689429,NA,NA,NA,NA
Syrphidae,Merodon moenium,hoverflies,21,44,28,161,194,-0.0864863918225658,-0.0623527550264773,-0.0909252135486975,-0.0576500964464907,NA
Syrphidae,Merodon nanus,hoverflies,0,0,0,0,10,0.584299277152526,NA,NA,NA,NA
Syrphidae,Merodon natans,hoverflies,0,1,8,43,56,-0.0263663627904599,NA,NA,-0.0503519790812123,NA
Syrphidae,Merodon naxius,hoverflies,0,0,0,0,2,NA,NA,NA,NA,NA
Syrphidae,Merodon neofasciatus,hoverflies,1,0,1,5,47,0.0968581737677052,NA,NA,NA,NA
Syrphidae,Merodon neolydicus,hoverflies,0,0,0,1,5,NA,NA,NA,NA,NA
Syrphidae,Merodon neonanus,hoverflies,0,0,0,9,12,-0.0214760950719941,NA,NA,NA,NA
Syrphidae,Merodon nigritarsis,hoverflies,34,37,38,58,62,-0.0810551637122883,-0.0822874240586029,NA,-0.11957556410648,NA
Syrphidae,Merodon nisi,hoverflies,0,0,0,4,5,NA,NA,NA,NA,NA
Syrphidae,Merodon nitens,hoverflies,0,0,3,0,0,NA,NA,NA,NA,NA
Syrphidae,Merodon obscuritarsis,hoverflies,1,3,16,28,41,NA,NA,NA,NA,NA
Syrphidae,Merodon olympius,hoverflies,0,0,0,0,5,NA,NA,NA,NA,NA
Syrphidae,Merodon opacus,hoverflies,0,0,0,1,40,0.00754759931297177,NA,NA,NA,NA
Syrphidae,Merodon orjensis,hoverflies,0,0,0,0,1,NA,NA,NA,NA,NA
Syrphidae,Merodon ottomanus,hoverflies,0,0,1,0,4,NA,NA,NA,NA,NA
Syrphidae,Merodon papillus,hoverflies,0,0,0,0,23,-0.0596411757835598,NA,NA,NA,NA
Syrphidae,Merodon parietum,hoverflies,0,0,6,5,2,NA,NA,NA,NA,NA
Syrphidae,Merodon peloponnesius,hoverflies,0,0,0,0,3,NA,NA,NA,NA,NA
Syrphidae,Merodon planiceps,hoverflies,0,0,0,1,0,NA,NA,NA,NA,NA
Syrphidae,Merodon pruni,hoverflies,32,8,11,31,66,0.0208939455673571,NA,NA,NA,NA
Syrphidae,Merodon pulveris,hoverflies,0,0,17,3,31,NA,NA,NA,NA,NA
Syrphidae,Merodon pumilus,hoverflies,2,0,2,4,4,0.015813163597393,NA,NA,NA,NA
Syrphidae,Merodon puniceus,hoverflies,0,0,0,0,7,NA,NA,NA,NA,NA
Syrphidae,Merodon quercetorum,hoverflies,0,0,0,1,2,NA,NA,NA,NA,NA
Syrphidae,Merodon rasicus,hoverflies,1,0,1,0,3,NA,NA,NA,NA,NA
Syrphidae,Merodon robustus,hoverflies,0,0,0,7,2,NA,NA,NA,NA,NA
Syrphidae,Merodon rojoi,hoverflies,0,0,0,4,3,NA,NA,NA,NA,NA
Syrphidae,Merodon rubidiventris,hoverflies,1,3,5,1,8,-0.0846971109570427,NA,NA,NA,NA
Syrphidae,Merodon ruficornis,hoverflies,3,6,4,43,26,NA,NA,NA,NA,NA
Syrphidae,Merodon rufipes,hoverflies,0,0,0,2,0,NA,NA,NA,NA,NA
Syrphidae,Merodon rufus,hoverflies,9,7,26,31,36,-0.0781752873304961,-0.0705551403739665,NA,-0.0767018473933809,NA
Syrphidae,Merodon sacki,hoverflies,0,0,0,1,1,NA,NA,NA,NA,NA
Syrphidae,Merodon sapphous,hoverflies,0,0,0,0,8,NA,NA,NA,NA,NA
Syrphidae,Merodon segetum,hoverflies,2,0,0,1,1,NA,NA,NA,NA,NA
Syrphidae,Merodon serrulatus,hoverflies,2,5,11,18,33,NA,NA,NA,NA,NA
Syrphidae,Merodon spineus,hoverflies,0,0,0,0,4,NA,NA,NA,NA,NA
Syrphidae,Merodon spinitarsis,hoverflies,0,0,2,23,63,0.105667428045217,NA,NA,NA,NA
Syrphidae,Merodon telmateia,hoverflies,0,0,0,0,5,NA,NA,NA,NA,NA
Syrphidae,Merodon teruelensis,hoverflies,0,0,7,3,0,NA,NA,NA,NA,NA
Syrphidae,Merodon testaceus,hoverflies,0,0,2,1,41,NA,NA,NA,NA,NA
Syrphidae,Merodon toscanus,hoverflies,0,1,0,2,0,NA,NA,NA,NA,NA
Syrphidae,Merodon trebevicensis,hoverflies,1,3,4,20,15,-0.0084033637214092,-0.0031195165547044,NA,-0.0306124569505363,NA
Syrphidae,Merodon triangulum,hoverflies,0,3,3,2,11,NA,NA,NA,NA,NA
Syrphidae,Merodon trochantericus,hoverflies,0,0,7,5,18,0.0589230954394941,NA,-0.0909906487390693,NA,NA
Syrphidae,Merodon unguicornis,hoverflies,1,1,2,3,10,-0.0719408262130244,NA,NA,NA,NA
Syrphidae,Merodon unicolor,hoverflies,1,2,35,24,22,NA,NA,NA,NA,NA
Syrphidae,Merodon velox,hoverflies,1,1,4,15,53,0.00735535926788989,NA,NA,NA,NA
Syrphidae,Merodon virgatus,hoverflies,0,2,2,35,20,NA,-0.0425103259499607,NA,NA,NA
Syrphidae,Merodon vladimiri,hoverflies,0,0,0,0,1,NA,NA,NA,NA,NA
Syrphidae,Mesembrius peregrinus,hoverflies,0,9,1,20,30,NA,NA,NA,NA,NA
Syrphidae,Microdon analis,hoverflies,2,1,10,52,116,NA,NA,NA,NA,NA
Syrphidae,Microdon devius,hoverflies,4,13,18,65,142,-0.018240130066031,0.0170088303609332,-0.0591285405021865,0.0625380211443798,-0.063114524129396
Syrphidae,Microdon major,hoverflies,0,0,0,0,88,NA,NA,NA,NA,NA
Syrphidae,Microdon miki,hoverflies,0,0,0,0,4,NA,NA,NA,NA,NA
Syrphidae,Microdon mutabilis,hoverflies,1,3,7,84,254,0.0312007352975877,0.0952349941992589,0.121009690591357,0.0273780111621853,0.00710219115500098
Syrphidae,Microdon myrmicae,hoverflies,0,0,0,0,112,NA,NA,NA,NA,NA
Syrphidae,Milesia crabroniformis,hoverflies,1,1,7,27,606,0.0949444075159467,0.137367142468126,0.127065562073555,0.115025747653717,NA
Syrphidae,Milesia semiluctifera,hoverflies,0,2,8,21,79,0.0851768539595294,NA,NA,-0.0242915979518265,NA
Syrphidae,Myathropa florea,hoverflies,27,62,111,565,42789,NA,NA,NA,NA,NA
Syrphidae,Myolepta difformis,hoverflies,0,0,0,0,7,NA,NA,NA,NA,NA
Syrphidae,Myolepta dubia,hoverflies,4,7,19,70,73,NA,NA,NA,NA,NA
Syrphidae,Myolepta nigritarsis,hoverflies,0,0,3,13,30,0.0374170693649273,NA,NA,0.258226045761597,NA
Syrphidae,Myolepta obscura,hoverflies,0,0,0,8,19,NA,NA,NA,NA,NA
Syrphidae,Myolepta potens,hoverflies,0,5,0,7,44,NA,NA,NA,NA,NA
Syrphidae,Myolepta trojana,hoverflies,0,0,0,0,5,NA,NA,NA,NA,NA
Syrphidae,Myolepta vara,hoverflies,0,2,1,34,38,NA,NA,NA,NA,NA
Syrphidae,Neoascia annexa,hoverflies,0,5,7,42,72,NA,0.0904719445620184,NA,-0.0259915306406605,NA
Syrphidae,Neoascia geniculata,hoverflies,6,1,41,165,144,NA,-0.0140395449290349,-0.0172575989695109,NA,0.00201966199584817
Syrphidae,Neoascia interrupta,hoverflies,2,4,7,80,297,NA,NA,0.0243103828707663,0.0289771925897058,0.042814233721176
Syrphidae,Neoascia meticulosa,hoverflies,11,16,81,392,670,NA,-0.0182462633448303,-0.0655793378509539,-0.0117503866330538,-3.14688672420289e-4
Syrphidae,Neoascia obliqua,hoverflies,0,7,12,104,121,NA,0.0112858304422166,-0.0225003102943812,0.0268114279276936,0.0974404842573631
Syrphidae,Neoascia podagrica,hoverflies,27,27,174,285,577,NA,NA,NA,NA,NA
Syrphidae,Neoascia subchalybea,hoverflies,0,0,9,2,30,NA,NA,NA,NA,-0.0138173907061136
Syrphidae,Neoascia tenur,hoverflies,10,11,210,1480,2308,0.00583446684343283,0.0135253634766028,-0.018488347459324,0.0153676302891207,0.0152580202272665
Syrphidae,Neoascia unifasciata,hoverflies,0,0,0,19,1,NA,NA,NA,NA,NA
Syrphidae,Neocnemodon brevidens,hoverflies,0,1,1,29,23,NA,NA,0.00119079347612865,-0.0364596102864364,NA
Syrphidae,Neocnemodon fulvimanus,hoverflies,0,3,2,1,9,NA,NA,NA,NA,NA
Syrphidae,Neocnemodon larusi,hoverflies,2,1,5,24,100,NA,NA,NA,NA,NA
Syrphidae,Neocnemodon latitarsis,hoverflies,0,6,8,67,64,NA,NA,NA,NA,NA
Syrphidae,Neocnemodon pubescens,hoverflies,2,4,22,106,229,NA,-0.0772352685228665,-0.0199763344498529,-0.00793780961573068,0.0030138300028152
Syrphidae,Neocnemodon verrucula,hoverflies,0,0,2,10,12,NA,NA,0.138970136430675,NA,NA
Syrphidae,Neocnemodon vitripennis,hoverflies,4,10,27,78,153,NA,NA,NA,NA,NA
Syrphidae,Orthonevra brevicornis,hoverflies,0,4,18,96,118,NA,0.0172648837169741,-0.0188830685399938,0.0314415724826368,NA
