Genus,Specific,Species,taxo_group,European_Category
Eoanthidium,clypeare,Eoanthidium clypeare,bees,NT
Rhodanthidium,acuminatum,Rhodanthidium acuminatum,bees,DD
Lasioglossum,aegyptiellum,Lasioglossum aegyptiellum,bees,LC
Chelostoma,campanularum,Chelostoma campanularum,bees,LC
Anthidium,cingulatum,Anthidium cingulatum,bees,NT
Rophites,algirus,Rophites algirus,bees,LC
Protosmia,monstrosa,Protosmia monstrosa,bees,LC
Osmia,apicata,Osmia apicata,bees,LC
Heriades,labiata,Heriades labiata,bees,NA
Lasioglossum,strictifrons,Lasioglossum strictifrons,bees,NT
Osmia,heteracantha,Osmia heteracantha,bees,LC
Sphecodes,ruficrus,Sphecodes ruficrus,bees,LC
Rophites,quinquespinosus,Rophites quinquespinosus,bees,VU
Lasioglossum,callizonium,Lasioglossum callizonium,bees,LC
Megachile,manicata,Megachile manicata,bees,DD
Lasioglossum,annulipes,Lasioglossum annulipes,bees,NA
Lasioglossum,subaenescens,Lasioglossum subaenescens,bees,NT
Lasioglossum,buccale,Lasioglossum buccale,bees,NT
Hoplitis,idaensis,Hoplitis idaensis,bees,NA
Sphecodes,nomioidis,Sphecodes nomioidis,bees,LC
Lasioglossum,debilior,Lasioglossum debilior,bees,NA
Lasioglossum,lucidulum,Lasioglossum lucidulum,bees,LC
Anthidium,oblongatum,Anthidium oblongatum,bees,LC
Osmia,bicornis,Osmia bicornis,bees,LC
Lasioglossum,bicallosum,Lasioglossum bicallosum,bees,DD
Coelioxys,lanceolatus,Coelioxys lanceolatus,bees,NT
Dioxys,pumilus,Dioxys pumilus,bees,LC
Stelis,nasuta,Stelis nasuta,bees,NT
Lasioglossum,mediterraneum,Lasioglossum mediterraneum,bees,LC
Osmia,melanura,Osmia melanura,bees,NT
Coelioxys,echinatus,Coelioxys echinatus,bees,LC
Lasioglossum,hilare,Lasioglossum hilare,bees,NA
Icteranthidium,grohmanni,Icteranthidium grohmanni,bees,LC
Icteranthidium,laterale,Icteranthidium laterale,bees,NT
Lasioglossum,albocinctum,Lasioglossum albocinctum,bees,LC
Lasioglossum,phoenicurum,Lasioglossum phoenicurum,bees,DD
Sphecodes,gibbus,Sphecodes gibbus,bees,LC
Megachile,deceptoria,Megachile deceptoria,bees,DD
Chelostoma,florisomne,Chelostoma florisomne,bees,LC
Stelis,breviuscula,Stelis breviuscula,bees,LC
Hoplitis,nitidula,Hoplitis nitidula,bees,NA
Megachile,octosignata,Megachile octosignata,bees,LC
Anthidium,florentinum,Anthidium florentinum,bees,LC
Hoplitis,robusta,Hoplitis robusta,bees,LC
Rhodanthidium,septemdentatum,Rhodanthidium septemdentatum,bees,LC
Anthidium,taeniatum,Anthidium taeniatum,bees,LC
Hoplitis,mitis,Hoplitis mitis,bees,LC
Lasioglossum,glaciegenitum,Lasioglossum glaciegenitum,bees,NA
Stelis,iugae,Stelis iugae,bees,DD
Sphecodes,intermedius,Sphecodes intermedius,bees,VU
Megachile,sicula,Megachile sicula,bees,LC
Osmia,elegans,Osmia elegans,bees,LC
Dufourea,inermis,Dufourea inermis,bees,EN
Lasioglossum,rupestre,Lasioglossum rupestre,bees,NA
Lasioglossum,laticeps,Lasioglossum laticeps,bees,LC
Hoplitis,bicallosa,Hoplitis bicallosa,bees,EN
Lasioglossum,marginellum,Lasioglossum marginellum,bees,NT
Osmia,labialis,Osmia labialis,bees,LC
Chelostoma,lucens,Chelostoma lucens,bees,LC
Rhodanthidium,sticticum,Rhodanthidium sticticum,bees,LC
Megachile,argentata,Megachile argentata,bees,LC
Protosmia,paradoxa,Protosmia paradoxa,bees,LC
Osmia,lunata,Osmia lunata,bees,LC
Osmia,tergestensis,Osmia tergestensis,bees,LC
Osmia,cyanoxantha,Osmia cyanoxantha,bees,LC
Stelis,minuta,Stelis minuta,bees,LC
Lasioglossum,montivolans,Lasioglossum montivolans,bees,DD
Osmia,gallarum,Osmia gallarum,bees,LC
Osmia,niveata,Osmia niveata,bees,LC
Lasioglossum,nitidulum,Lasioglossum nitidulum,bees,LC
Sphecodes,reticulatus,Sphecodes reticulatus,bees,LC
Lasioglossum,angusticeps,Lasioglossum angusticeps,bees,NT
Hoplitis,haemi,Hoplitis haemi,bees,DD
Lasioglossum,mesosclerum,Lasioglossum mesosclerum,bees,LC
Osmia,viridana,Osmia viridana,bees,LC
Osmia,alfkenii,Osmia alfkenii,bees,NA
Sphecodes,niger,Sphecodes niger,bees,LC
Lasioglossum,lativentre,Lasioglossum lativentre,bees,LC
Lasioglossum,marginatum,Lasioglossum marginatum,bees,LC
Lasioglossum,malachurum,Lasioglossum malachurum,bees,LC
Coelioxys,afer,Coelioxys afer,bees,LC
Lasioglossum,transitorium,Lasioglossum transitorium,bees,LC
Osmia,submicans,Osmia submicans,bees,LC
Sphecodes,hyalinatus,Sphecodes hyalinatus,bees,LC
Osmia,ferruginea,Osmia ferruginea,bees,LC
Hoplitis,grumi,Hoplitis grumi,bees,NA
Lasioglossum,puncticolle,Lasioglossum puncticolle,bees,LC
Protosmia,tiflensis,Protosmia tiflensis,bees,LC
Hoplitis,dalmatica,Hoplitis dalmatica,bees,LC
Sphecodes,ferruginatus,Sphecodes ferruginatus,bees,LC
Osmia,olgae,Osmia olgae,bees,NA
Lasioglossum,salinum,Lasioglossum salinum,bees,NA
Lithurgus,cornutus,Lithurgus cornutus,bees,LC
Lasioglossum,bischoffi,Lasioglossum bischoffi,bees,LC
Sphecodes,ephippius,Sphecodes ephippius,bees,LC
Osmia,bidentata,Osmia bidentata,bees,LC
Hoplitis,quinquespinosa,Hoplitis quinquespinosa,bees,NA
Anthidium,undulatiforme,Anthidium undulatiforme,bees,LC
Lasioglossum,soror,Lasioglossum soror,bees,LC
Stelis,gigantea,Stelis gigantea,bees,NA
Osmia,scutellaris,Osmia scutellaris,bees,LC
Osmia,nasoproducta,Osmia nasoproducta,bees,LC
Hoplitis,laevifrons,Hoplitis laevifrons,bees,LC
Sphecodes,pinguiculus,Sphecodes pinguiculus,bees,EN
Trachusa,dumerlei,Trachusa dumerlei,bees,LC
Osmia,latreillei,Osmia latreillei,bees,LC
Sphecodes,pseudofasciatus,Sphecodes pseudofasciatus,bees,LC
Megachile,nigriventris,Megachile nigriventris,bees,LC
Pseudoanthidium,nanum,Pseudoanthidium nanum,bees,LC
Hoplitis,mollis,Hoplitis mollis,bees,NA
Sphecodes,spinulosus,Sphecodes spinulosus,bees,NT
Protosmia,sideritis,Protosmia sideritis,bees,LC
Stelis,scutellaris,Stelis scutellaris,bees,DD
Hoplitis,pulchella,Hoplitis pulchella,bees,NA
Protosmia,glutinosa,Protosmia glutinosa,bees,LC
Megachile,ericetorum,Megachile ericetorum,bees,LC
Osmia,nasuta,Osmia nasuta,bees,LC
Hoplitis,mocsaryi,Hoplitis mocsaryi,bees,LC
Osmia,croatica,Osmia croatica,bees,LC
Osmia,jason,Osmia jason,bees,LC
Dufourea,dentiventris,Dufourea dentiventris,bees,NT
Coelioxys,inermis,Coelioxys inermis,bees,LC
Coelioxys,alatus,Coelioxys alatus,bees,LC
Megachile,pyrenaica,Megachile pyrenaica,bees,LC
Hoplitis,benoisti,Hoplitis benoisti,bees,LC
Chelostoma,diodon,Chelostoma diodon,bees,LC
Lasioglossum,maurusium,Lasioglossum maurusium,bees,NT
Dioxys,moestus,Dioxys moestus,bees,LC
Osmia,subcornuta,Osmia subcornuta,bees,LC
Lasioglossum,samaricum,Lasioglossum samaricum,bees,DD
Megachile,foersteri,Megachile foersteri,bees,NA
Sphecodes,croaticus,Sphecodes croaticus,bees,LC
Anthidiellum,strigatum,Anthidiellum strigatum,bees,LC
Hoplitis,curvipes,Hoplitis curvipes,bees,LC
Lasioglossum,pygmaeum,Lasioglossum pygmaeum,bees,LC
Lasioglossum,haesitans,Lasioglossum haesitans,bees,LC
Osmia,dives,Osmia dives,bees,LC
Lasioglossum,sexmaculatum,Lasioglossum sexmaculatum,bees,NT
Osmia,melanogaster,Osmia melanogaster,bees,LC
Lasioglossum,aureolum,Lasioglossum aureolum,bees,LC
Lasioglossum,bimaculatum,Lasioglossum bimaculatum,bees,LC
Lasioglossum,littorale,Lasioglossum littorale,bees,NT
Megachile,walkeri,Megachile walkeri,bees,NA
Lasioglossum,subhirtum,Lasioglossum subhirtum,bees,LC
Anthidium,spiniventre,Anthidium spiniventre,bees,LC
Systropha,planidens,Systropha planidens,bees,LC
Hoplitis,curtula,Hoplitis curtula,bees,LC
Lithurgus,tibialis,Lithurgus tibialis,bees,LC
Megachile,albonotata,Megachile albonotata,bees,LC
Hoplitis,maritima,Hoplitis maritima,bees,NA
Osmia,amathusica,Osmia amathusica,bees,LC
Megachile,analis,Megachile analis,bees,LC
Coelioxys,elsei,Coelioxys elsei,bees,DD
Lasioglossum,musculoides,Lasioglossum musculoides,bees,NA
Osmia,sybarita,Osmia sybarita,bees,LC
Lasioglossum,corvinum,Lasioglossum corvinum,bees,LC
Hoplitis,laboriosa,Hoplitis laboriosa,bees,NA
Lasioglossum,subfasciatum,Lasioglossum subfasciatum,bees,VU
Lasioglossum,euxinicum,Lasioglossum euxinicum,bees,NA
Lasioglossum,bluethgeni,Lasioglossum bluethgeni,bees,LC
Hoplitis,cristatula,Hoplitis cristatula,bees,LC
Lasioglossum,laterale,Lasioglossum laterale,bees,NT
Heriades,rubicola,Heriades rubicola,bees,LC
Coelioxys,argenteus,Coelioxys argenteus,bees,LC
Hoplitis,leucomelana,Hoplitis leucomelana,bees,LC
Lasioglossum,erraticum,Lasioglossum erraticum,bees,LC
Megachile,circumcincta,Megachile circumcincta,bees,LC
Hoplitis,tridentata,Hoplitis tridentata,bees,LC
Lasioglossum,perclavipes,Lasioglossum perclavipes,bees,LC
Osmia,niveocincta,Osmia niveocincta,bees,LC
Hoplitis,galbula,Hoplitis galbula,bees,NA
Sphecodes,zangherii,Sphecodes zangherii,bees,DD
Hoplitis,zaianorum,Hoplitis zaianorum,bees,LC
Osmia,signata,Osmia signata,bees,LC
Megachile,thevestensis,Megachile thevestensis,bees,DD
Osmia,fallax,Osmia fallax,bees,LC
Trachusa,laeviventris,Trachusa laeviventris,bees,LC
Hoplitis,limassolica,Hoplitis limassolica,bees,LC
Hoplitis,illyrica,Hoplitis illyrica,bees,LC
Osmia,xanthomelana,Osmia xanthomelana,bees,LC
Lasioglossum,articulare,Lasioglossum articulare,bees,DD
Sphecodes,majalis,Sphecodes majalis,bees,LC
Lasioglossum,pseudoplanulum,Lasioglossum pseudoplanulum,bees,LC
Lasioglossum,leucozonium,Lasioglossum leucozonium,bees,LC
Chelostoma,foveolatum,Chelostoma foveolatum,bees,LC
Sphecodes,geoffrellus,Sphecodes geoffrellus,bees,LC
Sphecodes,puncticeps,Sphecodes puncticeps,bees,LC
Lasioglossum,aeratum,Lasioglossum aeratum,bees,LC
Rhophitoides,canus,Rhophitoides canus,bees,LC
Anthidium,undulatum,Anthidium undulatum,bees,NT
Coelioxys,caudatus,Coelioxys caudatus,bees,LC
Osmia,cinnabarina,Osmia cinnabarina,bees,LC
Hoplitis,pici,Hoplitis pici,bees,LC
Coelioxys,obtusispina,Coelioxys obtusispina,bees,DD
Hoplitis,mazzuccoi,Hoplitis mazzuccoi,bees,LC
Osmia,nigriventris,Osmia nigriventris,bees,LC
Coelioxys,decipiens,Coelioxys decipiens,bees,VU
Lasioglossum,leucopus,Lasioglossum leucopus,bees,LC
Osmia,laticeps,Osmia laticeps,bees,LC
Trachusa,pubescens,Trachusa pubescens,bees,EN
Sphecodes,pellucidus,Sphecodes pellucidus,bees,LC
Lasioglossum,sexnotatum,Lasioglossum sexnotatum,bees,LC
Sphecodes,alternatus,Sphecodes alternatus,bees,LC
Hoplitis,saundersi,Hoplitis saundersi,bees,LC
Osmia,argyropyga,Osmia argyropyga,bees,LC
Osmia,leaiana,Osmia leaiana,bees,LC
Lasioglossum,limbelloides,Lasioglossum limbelloides,bees,LC
Osmia,cyanescens,Osmia cyanescens,bees,NA
Lasioglossum,limbellum,Lasioglossum limbellum,bees,LC
Megachile,maritima,Megachile maritima,bees,LC
Hoplitis,grandiscapa,Hoplitis grandiscapa,bees,NA
Rhodanthidium,siculum,Rhodanthidium siculum,bees,LC
Lasioglossum,virens,Lasioglossum virens,bees,VU
Hoplitis,papaveris,Hoplitis papaveris,bees,LC
Megachile,burdigalensis,Megachile burdigalensis,bees,DD
Megachile,fulvimana,Megachile fulvimana,bees,NA
Hoplitis,annulata,Hoplitis annulata,bees,LC
Stelis,signata,Stelis signata,bees,LC
Coelioxys,rufescens,Coelioxys rufescens,bees,LC
Sphecodes,longuloides,Sphecodes longuloides,bees,LC
Megachile,rufitarsis,Megachile rufitarsis,bees,NA
Osmia,forticornis,Osmia forticornis,bees,NA
Osmia,pinguis,Osmia pinguis,bees,NA
Osmia,padri,Osmia padri,bees,LC
Hoplitis,pallicornis,Hoplitis pallicornis,bees,LC
Sphecodes,crassus,Sphecodes crassus,bees,LC
Lasioglossum,politum,Lasioglossum politum,bees,LC
Lasioglossum,minutissimum,Lasioglossum minutissimum,bees,LC
Osmia,tunensis,Osmia tunensis,bees,NA
Megachile,lapponica,Megachile lapponica,bees,LC
Protosmia,exenterata,Protosmia exenterata,bees,LC
Hoplitis,fasciculata,Hoplitis fasciculata,bees,LC
Coelioxys,conoideus,Coelioxys conoideus,bees,LC
Stelis,ornatula,Stelis ornatula,bees,LC
Osmia,kohlii,Osmia kohlii,bees,LC
Lasioglossum,niveocinctum,Lasioglossum niveocinctum,bees,NA
Lasioglossum,podolicum,Lasioglossum podolicum,bees,NT
Lasioglossum,albipes,Lasioglossum albipes,bees,LC
Lasioglossum,quadrinotatulum,Lasioglossum quadrinotatulum,bees,LC
Osmia,mustelina,Osmia mustelina,bees,LC
Sphecodes,schenckii,Sphecodes schenckii,bees,NT
Lasioglossum,intermedium,Lasioglossum intermedium,bees,NT
Hoplitis,claviventris,Hoplitis claviventris,bees,LC
Lasioglossum,nigripes,Lasioglossum nigripes,bees,LC
Hoplitis,ciliaris,Hoplitis ciliaris,bees,LC
Megachile,lefebvrei,Megachile lefebvrei,bees,NT
Megachile,willughbiella,Megachile willughbiella,bees,LC
Hoplitis,antigae,Hoplitis antigae,bees,LC
Stelis,rhodia,Stelis rhodia,bees,DD
Lasioglossum,fratellum,Lasioglossum fratellum,bees,LC
Osmia,ligurica,Osmia ligurica,bees,LC
Coelioxys,elongatus,Coelioxys elongatus,bees,LC
Stelis,annulata,Stelis annulata,bees,VU
Osmia,tricornis,Osmia tricornis,bees,LC
Osmia,dlabolae,Osmia dlabolae,bees,NA
Hoplitis,campanularis,Hoplitis campanularis,bees,LC
Osmia,uncicornis,Osmia uncicornis,bees,LC
Lasioglossum,ellipticeps,Lasioglossum ellipticeps,bees,NA
Lasioglossum,rufitarse,Lasioglossum rufitarse,bees,LC
Eoanthidium,insulare,Eoanthidium insulare,bees,LC
Hoplitis,pomarina,Hoplitis pomarina,bees,DD
Anthidium,diadema,Anthidium diadema,bees,LC
Megachile,farinosa,Megachile farinosa,bees,LC
Megachile,fertoni,Megachile fertoni,bees,LC
Hoplitis,insularis,Hoplitis insularis,bees,NT
Hoplitis,saxialis,Hoplitis saxialis,bees,VU
Lasioglossum,elegans,Lasioglossum elegans,bees,NT
Osmia,nana,Osmia nana,bees,LC
Osmia,uncinata,Osmia uncinata,bees,LC
Lasioglossum,semilucens,Lasioglossum semilucens,bees,LC
Hoplitis,cypriaca,Hoplitis cypriaca,bees,EN
Icteranthidium,ovasi,Icteranthidium ovasi,bees,NA
Megachile,leucomalla,Megachile leucomalla,bees,VU
Coelioxys,aurolimbatus,Coelioxys aurolimbatus,bees,LC
Coelioxys,brevis,Coelioxys brevis,bees,NT
Rophites,clypealis,Rophites clypealis,bees,NA
Pseudoanthidium,melanurum,Pseudoanthidium melanurum,bees,LC
Osmia,andrenoides,Osmia andrenoides,bees,LC
Rophites,foveolatus,Rophites foveolatus,bees,NA
Megachile,centuncularis,Megachile centuncularis,bees,LC
Lasioglossum,anellum,Lasioglossum anellum,bees,LC
Hoplitis,lysholmi,Hoplitis lysholmi,bees,LC
Chelostoma,edentulum,Chelostoma edentulum,bees,LC
Lasioglossum,laevigatum,Lasioglossum laevigatum,bees,LC
Megachile,rotundata,Megachile rotundata,bees,LC
Megachile,diabolica,Megachile diabolica,bees,EN
Sphecodes,rubicundus,Sphecodes rubicundus,bees,NT
Osmia,nigrohirta,Osmia nigrohirta,bees,LC
Osmia,bischoffi,Osmia bischoffi,bees,LC
Protosmia,stigmatica,Protosmia stigmatica,bees,NA
Lasioglossum,cupromicans,Lasioglossum cupromicans,bees,LC
Megachile,montenegrensis,Megachile montenegrensis,bees,LC
Anthidium,montanum,Anthidium montanum,bees,VU
Osmia,notata,Osmia notata,bees,LC
Coelioxys,artemis,Coelioxys artemis,bees,LC
Pseudoanthidium,tenellum,Pseudoanthidium tenellum,bees,NT
Osmia,caerulescens,Osmia caerulescens,bees,LC
Lasioglossum,rostratum,Lasioglossum rostratum,bees,NA
Osmia,rhodoensis,Osmia rhodoensis,bees,LC
Chelostoma,handlirschi,Chelostoma handlirschi,bees,DD
Hoplitis,fulva,Hoplitis fulva,bees,VU
Hoplitis,marchali,Hoplitis marchali,bees,LC
Chelostoma,ventrale,Chelostoma ventrale,bees,LC
Osmia,cerinthidis,Osmia cerinthidis,bees,LC
Osmia,clypearis,Osmia clypearis,bees,LC
Lasioglossum,pauperatum,Lasioglossum pauperatum,bees,LC
Hoplitis,cadiza,Hoplitis cadiza,bees,LC
Stelis,phaeoptera,Stelis phaeoptera,bees,LC
Sphecodes,crassanus,Sphecodes crassanus,bees,LC
Lasioglossum,parvulum,Lasioglossum parvulum,bees,LC
Megachile,albocristata,Megachile albocristata,bees,LC
Megachile,melanopyga,Megachile melanopyga,bees,LC
Lasioglossum,subfulvicorne,Lasioglossum subfulvicorne,bees,LC
Lasioglossum,prasinum,Lasioglossum prasinum,bees,LC
Lasioglossum,clypeiferellum,Lasioglossum clypeiferellum,bees,LC
Chelostoma,distinctum,Chelostoma distinctum,bees,LC
Lasioglossum,xanthopus,Lasioglossum xanthopus,bees,LC
Hoplitis,praestans,Hoplitis praestans,bees,LC
Lasioglossum,denislucum,Lasioglossum denislucum,bees,DD
Lasioglossum,algirum,Lasioglossum algirum,bees,EN
Sphecodes,miniatus,Sphecodes miniatus,bees,LC
Stelis,odontopyga,Stelis odontopyga,bees,LC
Protosmia,tauricola,Protosmia tauricola,bees,NA
Lasioglossum,tricinctum,Lasioglossum tricinctum,bees,LC
Lasioglossum,angustipes,Lasioglossum angustipes,bees,DD
Anthidium,manicatum,Anthidium manicatum,bees,LC
Hoplitis,moricei,Hoplitis moricei,bees,LC
Dufourea,similis,Dufourea similis,bees,NA
Lasioglossum,boreale,Lasioglossum boreale,bees,NT
Anthidium,wuestneii,Anthidium wuestneii,bees,NA
Lasioglossum,calceatum,Lasioglossum calceatum,bees,LC
Lasioglossum,discum,Lasioglossum discum,bees,LC
Lasioglossum,glabriusculum,Lasioglossum glabriusculum,bees,LC
Lasioglossum,duckei,Lasioglossum duckei,bees,LC
Osmia,versicolor,Osmia versicolor,bees,LC
Hoplitis,acuticornis,Hoplitis acuticornis,bees,LC
Sphecodes,rufiventris,Sphecodes rufiventris,bees,LC
Lasioglossum,tschibuklinum,Lasioglossum tschibuklinum,bees,DD
Osmia,frieseana,Osmia frieseana,bees,NA
Hoplitis,fertoni,Hoplitis fertoni,bees,LC
Lasioglossum,costulatum,Lasioglossum costulatum,bees,LC
Stelis,pentelica,Stelis pentelica,bees,DD
Lasioglossum,tarsatum,Lasioglossum tarsatum,bees,VU
Pseudoanthidium,scapulare,Pseudoanthidium scapulare,bees,LC
Lasioglossum,sexstrigatum,Lasioglossum sexstrigatum,bees,LC
Pseudoanthidium,eximium,Pseudoanthidium eximium,bees,LC
Lasioglossum,interruptum,Lasioglossum interruptum,bees,LC
Lasioglossum,immunitum,Lasioglossum immunitum,bees,LC
Sphecodes,dusmeti,Sphecodes dusmeti,bees,NT
Osmia,brevicornis,Osmia brevicornis,bees,LC
Sphecodes,longulus,Sphecodes longulus,bees,LC
Hoplitis,anipuncta,Hoplitis anipuncta,bees,NA
Lasioglossum,pallens,Lasioglossum pallens,bees,LC
Lasioglossum,monstrificum,Lasioglossum monstrificum,bees,LC
Megachile,bombycina,Megachile bombycina,bees,NT
Hoplitis,jakovlevi,Hoplitis jakovlevi,bees,LC
Lasioglossum,convexiusculum,Lasioglossum convexiusculum,bees,NT
Heriades,truncorum,Heriades truncorum,bees,LC
Osmia,distinguenda,Osmia distinguenda,bees,NA
Hoplitis,princeps,Hoplitis princeps,bees,LC
Rophites,hartmanni,Rophites hartmanni,bees,LC
Stelis,orientalis,Stelis orientalis,bees,DD
Lasioglossum,setulellum,Lasioglossum setulellum,bees,EN
Coelioxys,acanthurus,Coelioxys acanthurus,bees,NT
Lasioglossum,punctatissimum,Lasioglossum punctatissimum,bees,LC
Hoplitis,furcula,Hoplitis furcula,bees,NA
Lasioglossum,sphecodimorphum,Lasioglossum sphecodimorphum,bees,LC
Lasioglossum,brevicorne,Lasioglossum brevicorne,bees,NT
Lasioglossum,dolichocephalum,Lasioglossum dolichocephalum,bees,LC
Hoplitis,tigrina,Hoplitis tigrina,bees,LC
Coelioxys,elegantulus,Coelioxys elegantulus,bees,NA
Megachile,pyrenaea,Megachile pyrenaea,bees,NT
Dufourea,cypria,Dufourea cypria,bees,DD
Megachile,marginata,Megachile marginata,bees,NT
Anthidium,dalmaticum,Anthidium dalmaticum,bees,LC
Lasioglossum,zonulum,Lasioglossum zonulum,bees,LC
Lasioglossum,clypeare,Lasioglossum clypeare,bees,NT
Dufourea,gaullei,Dufourea gaullei,bees,LC
Osmia,dilaticornis,Osmia dilaticornis,bees,NA
Lasioglossum,griseolum,Lasioglossum griseolum,bees,LC
Chelostoma,styriacum,Chelostoma styriacum,bees,LC
Hoplitis,agis,Hoplitis agis,bees,NA
Lasioglossum,peregrinum,Lasioglossum peregrinum,bees,VU
Osmia,inermis,Osmia inermis,bees,LC
Anthidium,loti,Anthidium loti,bees,LC
Lasioglossum,laeve,Lasioglossum laeve,bees,EN
Megachile,ligniseca,Megachile ligniseca,bees,LC
Coelioxys,osmiae,Coelioxys osmiae,bees,NA
Icteranthidium,ferrugineum,Icteranthidium ferrugineum,bees,LC
Coelioxys,quadridentatus,Coelioxys quadridentatus,bees,LC
Sphecodes,monilicornis,Sphecodes monilicornis,bees,LC
Coelioxys,haemorrhoa,Coelioxys haemorrhoa,bees,NT
Rophites,leclercqi,Rophites leclercqi,bees,DD
Hoplitis,jheringii,Hoplitis jheringii,bees,LC
Osmia,anceyi,Osmia anceyi,bees,LC
Megachile,genalis,Megachile genalis,bees,LC
Hoplitis,perezi,Hoplitis perezi,bees,LC
Megachile,flabellipes,Megachile flabellipes,bees,LC
Hoplitis,bispinosa,Hoplitis bispinosa,bees,LC
Hoplitis,strymonia,Hoplitis strymonia,bees,NA
Dufourea,halictula,Dufourea halictula,bees,EN
Hoplitis,grossepunctata,Hoplitis grossepunctata,bees,NA
Lasioglossum,gorkiense,Lasioglossum gorkiense,bees,NA
Trachusa,interrupta,Trachusa interrupta,bees,VU
Hoplitis,manicata,Hoplitis manicata,bees,LC
Lasioglossum,trichopygum,Lasioglossum trichopygum,bees,LC
Pseudoanthidium,reticulatum,Pseudoanthidium reticulatum,bees,LC
Stelis,punctulatissima,Stelis punctulatissima,bees,LC
Lasioglossum,quadrinotatum,Lasioglossum quadrinotatum,bees,LC
Lasioglossum,euboeense,Lasioglossum euboeense,bees,VU
Lasioglossum,capitale,Lasioglossum capitale,bees,LC
Sphecodes,scabricollis,Sphecodes scabricollis,bees,NT
Stelis,minima,Stelis minima,bees,LC
Chelostoma,nasutum,Chelostoma nasutum,bees,LC
Lasioglossum,mandibulare,Lasioglossum mandibulare,bees,NT
Osmia,parietina,Osmia parietina,bees,LC
Lasioglossum,kussariense,Lasioglossum kussariense,bees,LC
Lasioglossum,quadrisignatum,Lasioglossum quadrisignatum,bees,EN
Osmia,laticauda,Osmia laticauda,bees,LC
Hoplitis,stellaris,Hoplitis stellaris,bees,NA
Chelostoma,emarginatum,Chelostoma emarginatum,bees,LC
Chelostoma,mocsaryi,Chelostoma mocsaryi,bees,LC
Lasioglossum,cristula,Lasioglossum cristula,bees,LC
Lasioglossum,morio,Lasioglossum morio,bees,LC
Hoplitis,batyamae,Hoplitis batyamae,bees,NA
Anthidium,septemspinosum,Anthidium septemspinosum,bees,NT
Sphecodes,marginatus,Sphecodes marginatus,bees,LC
Sphecodes,olivieri,Sphecodes olivieri,bees,NT
Dufourea,minuta,Dufourea minuta,bees,EN
Lasioglossum,pseudocaspicum,Lasioglossum pseudocaspicum,bees,LC
Coelioxys,coturnix,Coelioxys coturnix,bees,LC
Rhodanthidium,infuscatum,Rhodanthidium infuscatum,bees,LC
Lasioglossum,lineare,Lasioglossum lineare,bees,LC
Stelis,ruficornis,Stelis ruficornis,bees,DD
Osmia,rutila,Osmia rutila,bees,NT
Megachile,apicalis,Megachile apicalis,bees,LC
Osmia,spinulosa,Osmia spinulosa,bees,LC
Heriades,punctulifera,Heriades punctulifera,bees,LC
Hoplitis,carinata,Hoplitis carinata,bees,LC
Lasioglossum,truncaticolle,Lasioglossum truncaticolle,bees,LC
Hoplitis,tuberculata,Hoplitis tuberculata,bees,LC
Lasioglossum,apostoli,Lasioglossum apostoli,bees,DD
Lasioglossum,villosulum,Lasioglossum villosulum,bees,LC
Osmia,emarginata,Osmia emarginata,bees,LC
Osmia,saxicola,Osmia saxicola,bees,LC
Protosmia,longiceps,Protosmia longiceps,bees,LC
Coelioxys,elongatulus,Coelioxys elongatulus,bees,NA
Osmia,mirhiji,Osmia mirhiji,bees,NA
Hoplitis,obtusa,Hoplitis obtusa,bees,LC
Trachusa,laticeps,Trachusa laticeps,bees,LC
Coelioxys,polycentris,Coelioxys polycentris,bees,VU
Osmia,teunisseni,Osmia teunisseni,bees,LC
Osmia,cephalotes,Osmia cephalotes,bees,LC
Megachile,pilicrus,Megachile pilicrus,bees,LC
Coelioxys,mandibularis,Coelioxys mandibularis,bees,LC
Osmia,erythrogastra,Osmia erythrogastra,bees,LC
Osmia,aurulenta,Osmia aurulenta,bees,LC
Lasioglossum,fulvicorne,Lasioglossum fulvicorne,bees,LC
Lasioglossum,laevidorsum,Lasioglossum laevidorsum,bees,NT
Coelioxys,emarginatus,Coelioxys emarginatus,bees,EN
Stelis,simillima,Stelis simillima,bees,LC
Lasioglossum,nitidiusculum,Lasioglossum nitidiusculum,bees,LC
Haetosmia,vechti,Haetosmia vechti,bees,NA
Hoplitis,adunca,Hoplitis adunca,bees,LC
Lasioglossum,obscuratum,Lasioglossum obscuratum,bees,LC
Sphecodes,hirtellus,Sphecodes hirtellus,bees,LC
Lasioglossum,sexnotatulum,Lasioglossum sexnotatulum,bees,EN
Hoplitis,brachypogon,Hoplitis brachypogon,bees,LC
Osmia,cornuta,Osmia cornuta,bees,LC
Lasioglossum,crassepunctatum,Lasioglossum crassepunctatum,bees,LC
Dufourea,graeca,Dufourea graeca,bees,LC
Osmia,bicolor,Osmia bicolor,bees,LC
Sphecodes,cristatus,Sphecodes cristatus,bees,NT
Dufourea,wolfi,Dufourea wolfi,bees,LC
Lasioglossum,damascenum,Lasioglossum damascenum,bees,LC
Osmia,breviata,Osmia breviata,bees,DD
Osmia,corniculata,Osmia corniculata,bees,DD
Chelostoma,forcipatum,Chelostoma forcipatum,bees,NA
Osmia,spinigera,Osmia spinigera,bees,LC
Osmia,aeruginosa,Osmia aeruginosa,bees,NA
Lasioglossum,imbecillum,Lasioglossum imbecillum,bees,LC
Lasioglossum,majus,Lasioglossum majus,bees,LC
