title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
"Historical records, traits and trends for EU bees",Code for Historical trends show more losers than winners among European pollinators.,2026,"""Duchenne, Martinez-Nuñez and Bartomeus 2025. Code for Historical trends show more losers than winners among European pollinators. [DOI and Link Zenodo]""","bees, hoverflies, pollinators",CC-by,EU-H2020 (SAFEGUARD),Europe,7997274,3496846,3934330,-1112336,NA,1921,2020
