region_50,endYear,taxo_group,nsites,mean_nsurv,nrec
boreal,2015,bees,282,4.15957446808511,19251
boreal,2015,hoverflies,149,1.83892617449664,2054
boreal,2016,bees,289,3.93079584775087,16667
boreal,2016,hoverflies,118,1.74576271186441,2139
boreal,2017,bees,285,4.16842105263158,17589
boreal,2017,hoverflies,148,1.87162162162162,1528
boreal,2018,bees,294,3.97278911564626,16808
boreal,2018,hoverflies,171,1.80116959064327,2444
boreal,2019,bees,311,4.30868167202572,20918
boreal,2019,hoverflies,133,1.83458646616541,1495
boreal,2020,bees,344,4.55232558139535,27978
boreal,2020,hoverflies,167,2.31736526946108,1989
continental,1921,bees,47,1.80851063829787,571
continental,1921,hoverflies,12,1.08333333333333,17
continental,1922,bees,51,1.96078431372549,462
continental,1922,hoverflies,2,1.5,5
continental,1923,bees,49,1.73469387755102,516
continental,1923,hoverflies,6,1.16666666666667,8
continental,1924,bees,40,1.925,535
continental,1924,hoverflies,5,1.2,10
continental,1925,bees,51,2,876
continental,1925,hoverflies,4,1.5,9
continental,1926,bees,60,2.2,970
continental,1926,hoverflies,3,1,6
continental,1927,bees,49,2.18367346938776,843
continental,1927,hoverflies,6,1.33333333333333,14
continental,1928,bees,54,2.14814814814815,1033
continental,1928,hoverflies,1,2,2
continental,1929,bees,48,2.1875,915
continental,1929,hoverflies,9,1.22222222222222,26
continental,1930,bees,67,2.71641791044776,2218
continental,1930,hoverflies,4,1.25,5
continental,1931,bees,62,2.5,1636
continental,1931,hoverflies,2,1,2
continental,1932,bees,60,2.21666666666667,1292
continental,1932,hoverflies,3,1,3
continental,1933,bees,62,2.37096774193548,1555
continental,1933,hoverflies,5,1,5
continental,1934,bees,75,2.37333333333333,2428
continental,1934,hoverflies,4,1,5
continental,1935,bees,78,2.19230769230769,2128
continental,1935,hoverflies,2,1,2
continental,1936,bees,76,2.32894736842105,2736
continental,1936,hoverflies,2,1,5
continental,1937,bees,71,2.2112676056338,1684
continental,1937,hoverflies,4,1.5,8
continental,1938,bees,70,2.35714285714286,1532
continental,1938,hoverflies,10,1.3,25
continental,1939,bees,70,2.1,1668
continental,1939,hoverflies,5,1.2,9
continental,1940,bees,50,2.28,1095
continental,1940,hoverflies,7,1.28571428571429,10
continental,1941,bees,63,2.06349206349206,1154
continental,1941,hoverflies,9,1.22222222222222,17
continental,1942,bees,62,2.08064516129032,1011
continental,1942,hoverflies,4,1.5,6
continental,1943,bees,53,2.28301886792453,1208
continental,1943,hoverflies,10,1,14
continental,1944,bees,56,2.32142857142857,1094
continental,1944,hoverflies,12,1.5,29
continental,1945,bees,57,2.3859649122807,999
continental,1945,hoverflies,5,2.4,21
continental,1946,bees,59,2.67796610169492,1576
continental,1946,hoverflies,10,1.8,33
continental,1947,bees,76,2.32894736842105,1850
continental,1947,hoverflies,11,1.54545454545455,32
continental,1948,bees,88,2.39772727272727,1452
continental,1948,hoverflies,11,1.18181818181818,14
continental,1949,bees,80,1.875,1164
continental,1949,hoverflies,9,1.33333333333333,16
continental,1950,bees,89,2.14606741573034,1723
continental,1950,hoverflies,12,1.25,15
continental,1951,bees,80,1.9625,1587
continental,1951,hoverflies,9,1.77777777777778,58
continental,1952,bees,75,2,1457
continental,1952,hoverflies,9,1.88888888888889,134
continental,1953,bees,93,1.90322580645161,1335
continental,1953,hoverflies,15,1.73333333333333,140
continental,1954,bees,87,1.93103448275862,1328
continental,1954,hoverflies,20,1.55,273
continental,1955,bees,74,1.83783783783784,1046
continental,1955,hoverflies,20,1.8,350
continental,1956,bees,89,1.86516853932584,1607
continental,1956,hoverflies,23,1.1304347826087,70
continental,1957,bees,79,1.77215189873418,1246
continental,1957,hoverflies,15,1.33333333333333,72
continental,1958,bees,90,2.04444444444444,1612
continental,1958,hoverflies,14,1.28571428571429,69
continental,1959,bees,84,2.20238095238095,2008
continental,1959,hoverflies,23,1.26086956521739,92
continental,1960,bees,98,2.09183673469388,2318
continental,1960,hoverflies,23,1.39130434782609,102
continental,1961,bees,86,2.24418604651163,3570
continental,1961,hoverflies,9,1,11
continental,1962,bees,112,1.91071428571429,3282
continental,1962,hoverflies,16,1.0625,26
continental,1963,bees,107,1.90654205607477,2374
continental,1963,hoverflies,12,1,13
continental,1964,bees,89,2.0561797752809,2909
continental,1964,hoverflies,31,1.06451612903226,71
continental,1965,bees,117,2.08547008547009,4276
continental,1965,hoverflies,14,1.5,27
continental,1966,bees,97,2.20618556701031,2508
continental,1966,hoverflies,20,1.6,57
continental,1967,bees,112,2.0625,2541
continental,1967,hoverflies,27,1.40740740740741,77
continental,1968,bees,109,2.04587155963303,3022
continental,1968,hoverflies,17,1.41176470588235,73
continental,1969,bees,111,1.81981981981982,3867
continental,1969,hoverflies,18,1.5,119
continental,1970,bees,103,1.92233009708738,3897
continental,1970,hoverflies,20,1.45,113
continental,1971,bees,119,2.10924369747899,4708
continental,1971,hoverflies,28,1.5,87
continental,1972,bees,120,2.14166666666667,3240
continental,1972,hoverflies,21,1.57142857142857,81
continental,1973,bees,106,1.94339622641509,2388
continental,1973,hoverflies,23,1.34782608695652,73
continental,1974,bees,116,2.1551724137931,3984
continental,1974,hoverflies,22,1.5,62
continental,1975,bees,91,1.97802197802198,3041
continental,1975,hoverflies,17,1.58823529411765,70
continental,1976,bees,126,1.77777777777778,2984
continental,1976,hoverflies,47,1.34042553191489,129
continental,1977,bees,90,2.26666666666667,4161
continental,1977,hoverflies,20,1.2,38
continental,1978,bees,100,2.12,3330
continental,1978,hoverflies,28,1.60714285714286,108
continental,1979,bees,104,2.02884615384615,2840
continental,1979,hoverflies,46,1.6304347826087,240
continental,1980,bees,90,2.16666666666667,9084
continental,1980,hoverflies,105,1.59047619047619,375
continental,1981,bees,80,2.4125,4919
continental,1981,hoverflies,53,1.22641509433962,143
continental,1982,bees,95,2.2,2512
continental,1982,hoverflies,55,1.38181818181818,214
continental,1983,bees,97,2.38144329896907,2674
continental,1983,hoverflies,93,1.54838709677419,433
continental,1984,bees,116,2.36206896551724,4536
continental,1984,hoverflies,41,1.51219512195122,377
continental,1985,bees,127,2.01574803149606,3722
continental,1985,hoverflies,63,1.41269841269841,874
continental,1986,bees,109,2.27522935779817,3726
continental,1986,hoverflies,145,1.51724137931034,2241
continental,1987,bees,127,1.96062992125984,4912
continental,1987,hoverflies,68,1.63235294117647,1102
continental,1988,bees,104,1.99038461538462,3813
continental,1988,hoverflies,148,1.72297297297297,1426
continental,1989,bees,119,2.29411764705882,4239
continental,1989,hoverflies,110,2.07272727272727,1163
continental,1990,bees,117,2.35042735042735,3753
continental,1990,hoverflies,143,1.71328671328671,652
continental,1991,bees,134,2.23134328358209,4974
continental,1991,hoverflies,104,1.58653846153846,1096
continental,1992,bees,125,2.24,4542
continental,1992,hoverflies,154,1.79220779220779,991
continental,1993,bees,133,2.33834586466165,5381
continental,1993,hoverflies,133,1.81203007518797,1422
continental,1994,bees,122,2.5,7391
continental,1994,hoverflies,167,2.20958083832335,1547
continental,1995,bees,112,2.73214285714286,6076
continental,1995,hoverflies,82,1.71951219512195,616
continental,1996,bees,131,2.43511450381679,5026
continental,1996,hoverflies,91,1.72527472527473,921
continental,1997,bees,123,2.57723577235772,7514
continental,1997,hoverflies,137,1.74452554744526,1087
continental,1998,bees,132,2.51515151515152,7404
continental,1998,hoverflies,113,1.75221238938053,930
continental,1999,bees,119,2.76470588235294,10186
continental,1999,hoverflies,157,1.77070063694268,1070
continental,2000,bees,130,2.66153846153846,8835
continental,2000,hoverflies,154,1.94805194805195,1558
continental,2001,bees,119,2.77310924369748,11193
continental,2001,hoverflies,87,1.68965517241379,1360
continental,2002,bees,116,3.03448275862069,10077
continental,2002,hoverflies,86,1.2906976744186,481
continental,2003,bees,125,2.76,9729
continental,2003,hoverflies,67,1.76119402985075,315
continental,2004,bees,126,2.72222222222222,12764
continental,2004,hoverflies,139,1.53237410071942,467
continental,2005,bees,116,2.81896551724138,7638
continental,2005,hoverflies,104,1.46153846153846,465
continental,2006,bees,114,2.67543859649123,7408
continental,2006,hoverflies,167,1.74850299401198,648
continental,2007,bees,155,2.74193548387097,10122
continental,2007,hoverflies,211,2.05687203791469,988
continental,2008,bees,150,2.74666666666667,13727
continental,2008,hoverflies,184,2.18478260869565,1480
continental,2009,bees,134,3.1865671641791,11618
continental,2009,hoverflies,143,1.8041958041958,1826
continental,2010,bees,141,3.16312056737589,15734
continental,2010,hoverflies,197,2.25888324873096,1672
continental,2011,bees,156,3.10897435897436,10986
continental,2011,hoverflies,233,2.48927038626609,3345
continental,2012,bees,148,3.04054054054054,11762
continental,2012,hoverflies,260,2.41923076923077,3223
continental,2013,bees,140,3.23571428571429,13140
continental,2013,hoverflies,237,2.27004219409283,1553
continental,2014,bees,146,3.36986301369863,23690
continental,2014,hoverflies,248,2.08870967741936,2156
continental,2015,bees,129,3.24806201550388,22052
continental,2015,hoverflies,271,2.64944649446494,3497
continental,2016,bees,124,3.55645161290323,21105
continental,2016,hoverflies,297,3.0976430976431,4581
continental,2017,bees,143,3.37762237762238,21388
continental,2017,hoverflies,261,2.8007662835249,3906
continental,2018,bees,155,3.03225806451613,22432
continental,2018,hoverflies,335,3.28955223880597,6630
continental,2019,bees,175,3.26285714285714,26094
continental,2019,hoverflies,346,3.80635838150289,8590
continental,2020,bees,174,3.2183908045977,31597
continental,2020,hoverflies,361,4.61772853185596,15509
mediterranean,1921,bees,25,1.32,199
mediterranean,1921,hoverflies,5,1,7
mediterranean,1922,bees,21,1.52380952380952,59
mediterranean,1922,hoverflies,2,1,2
mediterranean,1923,bees,18,1.38888888888889,49
mediterranean,1923,hoverflies,1,1,1
mediterranean,1924,bees,33,1.51515151515152,149
mediterranean,1924,hoverflies,3,1,3
mediterranean,1925,bees,33,1.33333333333333,179
mediterranean,1925,hoverflies,6,1,16
mediterranean,1926,bees,36,1.16666666666667,100
mediterranean,1926,hoverflies,4,1,4
mediterranean,1927,bees,26,1.69230769230769,122
mediterranean,1927,hoverflies,4,1,4
mediterranean,1928,bees,27,1.44444444444444,81
mediterranean,1928,hoverflies,3,1,4
mediterranean,1929,bees,23,1.43478260869565,167
mediterranean,1929,hoverflies,1,1,1
mediterranean,1930,bees,43,1.23255813953488,138
mediterranean,1930,hoverflies,2,1,3
mediterranean,1931,bees,37,1.64864864864865,298
mediterranean,1931,hoverflies,3,1,4
mediterranean,1932,bees,46,1.6304347826087,612
mediterranean,1932,hoverflies,5,1,6
mediterranean,1933,bees,60,1.48333333333333,263
mediterranean,1933,hoverflies,4,1.25,6
mediterranean,1934,bees,56,1.57142857142857,281
mediterranean,1934,hoverflies,3,1,3
mediterranean,1935,bees,44,1.31818181818182,256
mediterranean,1935,hoverflies,2,1,2
mediterranean,1936,bees,42,1.38095238095238,375
mediterranean,1936,hoverflies,2,1,3
mediterranean,1937,bees,30,1.46666666666667,169
mediterranean,1937,hoverflies,4,1,4
mediterranean,1938,bees,40,1.325,237
mediterranean,1938,hoverflies,7,1.14285714285714,9
mediterranean,1939,bees,42,1.26190476190476,144
mediterranean,1939,hoverflies,4,1,4
mediterranean,1940,bees,16,1.5,121
mediterranean,1940,hoverflies,1,1,1
mediterranean,1941,bees,28,1.5,273
mediterranean,1942,bees,31,1.61290322580645,182
mediterranean,1942,hoverflies,2,1,2
mediterranean,1943,bees,24,1.5,122
mediterranean,1943,hoverflies,1,1,1
mediterranean,1944,bees,10,1.3,24
mediterranean,1944,hoverflies,2,1,2
mediterranean,1945,bees,21,1.28571428571429,81
mediterranean,1945,hoverflies,3,1,3
mediterranean,1946,bees,16,1.625,99
mediterranean,1946,hoverflies,3,1,3
mediterranean,1947,bees,16,1.75,159
mediterranean,1947,hoverflies,2,1,2
mediterranean,1948,bees,36,1.86111111111111,241
mediterranean,1948,hoverflies,4,1,8
mediterranean,1949,bees,45,1.51111111111111,336
mediterranean,1949,hoverflies,4,1,4
mediterranean,1950,bees,47,1.31914893617021,232
mediterranean,1950,hoverflies,2,1,2
mediterranean,1951,bees,40,1.575,220
mediterranean,1951,hoverflies,4,1.25,8
mediterranean,1952,bees,66,1.36363636363636,211
mediterranean,1952,hoverflies,10,1,11
mediterranean,1953,bees,48,1.52083333333333,345
mediterranean,1953,hoverflies,3,1.66666666666667,13
mediterranean,1954,bees,54,1.38888888888889,255
mediterranean,1954,hoverflies,10,1.3,18
mediterranean,1955,bees,73,1.36986301369863,389
mediterranean,1955,hoverflies,12,1,13
mediterranean,1956,bees,76,1.42105263157895,373
mediterranean,1956,hoverflies,26,1.23076923076923,76
mediterranean,1957,bees,77,1.44155844155844,602
mediterranean,1957,hoverflies,4,1,6
mediterranean,1958,bees,70,1.31428571428571,377
mediterranean,1958,hoverflies,9,1,15
mediterranean,1959,bees,87,1.31034482758621,881
mediterranean,1959,hoverflies,8,1.125,26
mediterranean,1960,bees,102,1.2843137254902,623
mediterranean,1960,hoverflies,10,1.1,31
mediterranean,1961,bees,103,1.36893203883495,1076
mediterranean,1961,hoverflies,13,1.07692307692308,63
mediterranean,1962,bees,102,1.48039215686275,2331
mediterranean,1962,hoverflies,13,1.15384615384615,46
mediterranean,1963,bees,122,1.41803278688525,1581
mediterranean,1963,hoverflies,22,1.04545454545455,127
mediterranean,1964,bees,102,1.58823529411765,1248
mediterranean,1964,hoverflies,14,1.14285714285714,22
mediterranean,1965,bees,113,1.52212389380531,985
mediterranean,1965,hoverflies,21,1.14285714285714,51
mediterranean,1966,bees,93,1.60215053763441,1002
mediterranean,1966,hoverflies,18,1.22222222222222,46
mediterranean,1967,bees,126,1.45238095238095,1434
mediterranean,1967,hoverflies,8,1.375,71
mediterranean,1968,bees,134,1.40298507462687,1342
mediterranean,1968,hoverflies,14,1.07142857142857,17
mediterranean,1969,bees,112,1.41071428571429,1339
mediterranean,1969,hoverflies,5,1,9
mediterranean,1970,bees,155,1.6,2577
mediterranean,1970,hoverflies,12,1.16666666666667,56
mediterranean,1971,bees,147,1.61224489795918,1537
mediterranean,1971,hoverflies,14,1.42857142857143,97
mediterranean,1972,bees,134,1.64925373134328,1140
mediterranean,1972,hoverflies,11,1.54545454545455,46
mediterranean,1973,bees,122,1.5327868852459,907
mediterranean,1973,hoverflies,17,1.29411764705882,58
mediterranean,1974,bees,148,1.5472972972973,2172
mediterranean,1974,hoverflies,11,1,26
mediterranean,1975,bees,142,1.69718309859155,2386
mediterranean,1975,hoverflies,20,1.2,130
mediterranean,1976,bees,173,1.58959537572254,1830
mediterranean,1976,hoverflies,28,1.10714285714286,52
mediterranean,1977,bees,135,1.64444444444444,1050
mediterranean,1977,hoverflies,26,1.30769230769231,52
mediterranean,1978,bees,140,1.66428571428571,1665
mediterranean,1978,hoverflies,21,1.52380952380952,59
mediterranean,1979,bees,146,1.63013698630137,1263
mediterranean,1979,hoverflies,29,1.48275862068966,74
mediterranean,1980,bees,163,1.55828220858896,1096
mediterranean,1980,hoverflies,75,1.76,459
mediterranean,1981,bees,154,1.45454545454545,924
mediterranean,1981,hoverflies,63,1.14285714285714,160
mediterranean,1982,bees,127,1.49606299212598,1791
mediterranean,1982,hoverflies,68,1.30882352941176,258
mediterranean,1983,bees,158,1.4873417721519,1425
mediterranean,1983,hoverflies,80,1.2875,281
mediterranean,1984,bees,160,1.5625,1405
mediterranean,1984,hoverflies,43,1.18604651162791,234
mediterranean,1985,bees,196,1.64285714285714,2255
mediterranean,1985,hoverflies,57,1.26315789473684,167
mediterranean,1986,bees,138,1.69565217391304,1721
mediterranean,1986,hoverflies,74,1.33783783783784,218
mediterranean,1987,bees,158,1.60759493670886,2172
mediterranean,1987,hoverflies,75,1.42666666666667,253
mediterranean,1988,bees,148,1.73648648648649,1929
mediterranean,1988,hoverflies,50,1.12,202
mediterranean,1989,bees,145,1.75862068965517,2501
mediterranean,1989,hoverflies,21,1.47619047619048,63
mediterranean,1990,bees,167,1.68862275449102,1983
mediterranean,1990,hoverflies,46,1.54347826086957,514
mediterranean,1991,bees,173,1.67630057803468,3956
mediterranean,1991,hoverflies,37,1.24324324324324,243
mediterranean,1992,bees,153,1.62745098039216,1698
mediterranean,1992,hoverflies,49,1.73469387755102,507
mediterranean,1993,bees,121,1.77685950413223,2086
mediterranean,1993,hoverflies,47,1.63829787234043,638
mediterranean,1994,bees,151,1.54966887417219,1912
mediterranean,1994,hoverflies,64,1.625,1040
mediterranean,1995,bees,141,1.67375886524823,3883
mediterranean,1995,hoverflies,57,1.2280701754386,428
mediterranean,1996,bees,149,1.46308724832215,2478
mediterranean,1996,hoverflies,58,1.20689655172414,217
mediterranean,1997,bees,133,1.69172932330827,2604
mediterranean,1997,hoverflies,63,1.34920634920635,604
mediterranean,1998,bees,124,1.56451612903226,1486
mediterranean,1998,hoverflies,50,1.46,492
mediterranean,1999,bees,135,1.45185185185185,2043
mediterranean,1999,hoverflies,60,1.4,152
mediterranean,2000,bees,136,1.50735294117647,1691
mediterranean,2000,hoverflies,73,1.15068493150685,225
mediterranean,2001,bees,149,1.38255033557047,1372
mediterranean,2001,hoverflies,38,1.55263157894737,955
mediterranean,2002,bees,116,1.45689655172414,1894
mediterranean,2002,hoverflies,31,1.45161290322581,477
mediterranean,2003,bees,115,1.52173913043478,3027
mediterranean,2003,hoverflies,52,1.23076923076923,147
mediterranean,2004,bees,96,1.71875,3941
mediterranean,2004,hoverflies,51,1.52941176470588,329
mediterranean,2005,bees,145,1.67586206896552,3593
mediterranean,2005,hoverflies,41,1.31707317073171,193
mediterranean,2006,bees,123,1.55284552845528,1310
mediterranean,2006,hoverflies,139,1.55395683453237,908
mediterranean,2007,bees,139,1.54676258992806,2087
mediterranean,2007,hoverflies,161,1.62111801242236,803
mediterranean,2008,bees,169,1.55029585798817,2465
mediterranean,2008,hoverflies,128,1.625,683
mediterranean,2009,bees,184,1.75,3401
mediterranean,2009,hoverflies,80,1.8625,573
mediterranean,2010,bees,169,1.86390532544379,2428
mediterranean,2010,hoverflies,156,1.80769230769231,1092
mediterranean,2011,bees,156,1.89102564102564,4562
mediterranean,2011,hoverflies,105,2.17142857142857,731
mediterranean,2012,bees,191,2.02094240837696,6333
mediterranean,2012,hoverflies,109,2.14678899082569,1699
mediterranean,2013,bees,157,2.00636942675159,2510
mediterranean,2013,hoverflies,88,2.01136363636364,546
mediterranean,2014,bees,168,1.96428571428571,4354
mediterranean,2014,hoverflies,100,2.12,898
mediterranean,2015,bees,154,2.03896103896104,5911
mediterranean,2015,hoverflies,97,1.96907216494845,474
mediterranean,2016,bees,180,2.13888888888889,9638
mediterranean,2016,hoverflies,155,1.87096774193548,1011
mediterranean,2017,bees,188,1.95212765957447,5978
mediterranean,2017,hoverflies,149,2.08053691275168,1251
mediterranean,2018,bees,216,1.7962962962963,3660
mediterranean,2018,hoverflies,189,1.97883597883598,1293
mediterranean,2019,bees,200,2.195,4746
mediterranean,2019,hoverflies,184,2.375,1595
mediterranean,2020,bees,168,2.10119047619048,2872
mediterranean,2020,hoverflies,247,3.07287449392713,3150
